iIdConsultorio,CodReferencia,iidproducto,Cantidad,CantidadUsada
3,1290,540,0,0
3,1290,1101,3,0
3,1290,1569,39,38
3,1290,1451,8,11
19,549,33,657,51
19,549,535,39,37
19,549,540,0,0
19,549,870,50,16
19,549,1270,26,108
19,549,1290,2361,380
5,1286,7,199,144
5,1286,497,21,2
5,1286,540,0,0
5,1286,690,595,90
5,1286,1569,49,21
16,1046,490,283,87
16,1046,534,0,0
16,1046,535,16,16
16,1046,540,4,0
16,1046,1451,17,8
20,27,535,0,0
4,1376,109,82,16
4,1376,534,3,0
4,1376,535,157,12
4,1376,540,3,0
4,1376,1569,93,49
4,1376,1451,111,41
4,1376,1982,66,22
6,1332,534,0,0
6,1332,540,0,0
6,1332,1569,81,40
5,1288,118,62,36
5,1288,120,153,15
5,1288,497,26,9
5,1288,540,0,0
5,1288,1569,283,114
5,1288,1451,34,39
19,551,71,1435,59
19,551,7,362,415
19,551,714,166,104
19,551,1270,220,740
2,1390,660,0,0
2,1390,715,1173,691
2,1390,1982,0,0
16,1049,497,73,78
16,1049,534,0,0
16,1049,535,31,53
16,1049,540,16,0
16,1049,1479,133,202
18,479,103,33,16
18,479,534,0,0
18,479,535,8,15
18,479,540,1,0
20,28,535,0,0
2,1392,142,130,14
2,1392,534,0,0
2,1392,540,6,0
2,1392,594,37,6
2,1392,1451,31,14
16,1051,103,54,21
16,1051,120,70,23
16,1051,7,131,31
16,1051,15,488,156
16,1051,535,9,12
16,1051,662,20,6
16,1051,716,365,110
16,1051,1451,37,29
18,481,534,0,0
18,481,540,2,0
18,481,662,32,18
19,555,534,0,0
19,555,540,0,0
19,555,716,65,0
19,555,870,156,94
19,555,1982,242,73
4,1381,118,103,38
4,1381,497,69,39
4,1381,534,1,0
4,1381,540,1,0
4,1381,715,79,11
4,1381,870,202,46
4,1381,1569,113,51
5,1291,490,96,42
5,1291,497,29,4
5,1291,535,70,44
5,1291,540,0,0
5,1291,1982,14,18
6,1336,534,0,0
6,1336,540,0,0
6,1336,662,7,34
3,1296,497,11,11
3,1296,534,0,0
3,1296,540,0,0
3,1296,1569,98,91
3,1296,1451,9,19
20,30,535,0,0
4,1384,534,2,0
4,1384,540,4,0
4,1384,1138,116,25
4,1384,1139,116,25
2,1394,1,443,80
2,1394,497,123,48
2,1394,534,0,0
2,1394,714,5639,429
2,1394,716,136,90
2,1394,717,233,87
6,1338,103,25,0
6,1338,540,0,0
16,1053,118,76,30
16,1053,24,420,9
16,1053,534,0,0
16,1053,535,18,22
16,1053,662,29,7
16,1053,1569,112,50
19,558,535,58,30
20,31,535,0,0
5,1293,118,76,48
5,1293,497,25,14
5,1293,535,52,44
5,1293,540,0,0
5,1293,716,63,8
5,1293,733,230,72
5,1293,1139,202,35
3,1299,103,4,0
3,1299,118,14,45
3,1299,120,8,4
3,1299,497,16,16
3,1299,534,0,0
3,1299,535,0,0
3,1299,540,0,0
3,1299,716,33,60
3,1299,719,16,5
3,1299,1024,0,0
3,1299,1479,34,117
3,1299,1451,21,64
3,1299,1628,225,190
19,560,534,0,0
19,560,540,0,0
19,560,716,142,0
19,560,1451,91,56
2,1396,534,0,0
2,1396,535,59,2
2,1396,1564,180,2
2,1396,1569,31,0
2,1396,1451,41,13
2,1396,1982,3,0
18,484,37,368,257
18,484,103,5,0
18,484,34,32,21
18,484,535,4,5
18,484,540,3,0
18,484,662,45,27
18,484,1283,22,3
4,1387,109,117,22
4,1387,15,870,175
4,1387,540,0,0
4,1387,715,56,22
4,1387,1220,0,0
4,1387,1569,301,153
4,1387,1451,106,35
4,1387,1982,118,41
6,1340,535,24,0
6,1340,540,0,0
16,1056,109,35,16
16,1056,535,39,61
16,1056,540,8,0
16,1056,662,258,49
16,1056,715,149,74
20,32,535,0,0
19,563,109,19,0
19,563,118,79,37
19,563,540,0,0
19,563,714,63,78
19,563,715,365,80
19,563,1270,186,248
4,1390,1,119,22
4,1390,490,169,18
4,1390,497,78,28
4,1390,535,106,6
4,1390,540,2,0
4,1390,714,242,68
4,1390,715,159,31
4,1390,719,441,37
4,1390,1018,520,13
6,1343,7,511,83
6,1343,540,0,0
6,1343,662,33,30
6,1343,1569,59,27
5,1296,490,464,127
5,1296,497,47,46
5,1296,535,138,58
5,1296,540,0,0
5,1296,715,56,95
2,1399,1101,108,3
18,487,103,33,5
16,1058,118,253,87
16,1058,120,147,37
16,1058,497,33,60
16,1058,540,18,0
20,33,535,0,0
4,1393,154,0,0
4,1393,540,2,0
2,1400,1451,72,35
2,1400,1982,122,35
19,565,535,38,21
19,565,540,0,0
19,565,714,53,116
3,1302,497,4,4
3,1302,535,3,6
6,1344,118,13,33
16,1059,45,67,56
16,1059,535,36,41
16,1059,1451,22,17
20,34,535,0,0
6,1346,103,5,0
6,1346,534,0,0
6,1346,535,24,0
6,1346,540,0,0
5,1297,534,0,0
5,1297,540,0,0
5,1297,1018,67,8
5,1297,1569,29,15
5,1297,1451,37,22
3,1304,497,5,14
3,1304,534,0,0
3,1304,540,0,0
2,1403,540,2,0
4,1395,120,50,12
4,1395,534,1,0
4,1395,540,2,0
4,1395,716,125,20
4,1395,1138,128,53
4,1395,1139,128,54
4,1395,1451,60,23
18,490,534,0,0
18,490,535,18,5
18,490,540,2,0
18,490,662,13,9
18,490,1283,15,3
19,568,118,97,71
19,568,540,0,0
19,568,714,148,408
19,568,716,166,0
19,568,1451,212,68
16,1061,1,180,14
16,1061,142,761,342
16,1061,497,62,42
16,1061,1569,182,58
16,1061,1628,83,23
16,1061,1982,451,449
19,570,109,96,3
19,570,535,43,47
19,570,870,82,228
19,570,1270,163,424
19,570,1569,114,109
6,1348,103,20,1
6,1348,534,0,0
6,1348,540,0,0
6,1348,1569,68,43
4,1398,45,94,6
4,1398,109,47,9
4,1398,24,1046,123
4,1398,487,517,174
4,1398,534,2,0
4,1398,535,122,10
4,1398,540,4,0
4,1398,1982,999,144
5,1300,38,1084,84
5,1300,497,15,8
5,1300,715,169,129
5,1300,719,2729,163
5,1300,1569,90,54
5,1300,1477,0,0
5,1300,1982,68,51
2,1406,487,426,127
2,1406,540,10,0
2,1406,1138,146,67
2,1406,1139,185,77
3,1307,497,9,12
3,1307,534,0,0
3,1307,535,1,1
3,1307,540,0,0
3,1307,1569,56,54
3,1307,1451,42,99
3,1307,1982,8,8
16,1064,534,0,0
16,1064,535,12,5
16,1064,540,4,0
4,1401,497,25,7
4,1401,534,33,0
4,1401,540,15,0
4,1401,715,308,63
4,1401,870,33,5
4,1401,1101,13,4
4,1401,1569,49,24
4,1401,1451,83,34
6,1350,497,43,31
6,1350,540,0,0
5,1303,102,1457,261
5,1303,103,9,3
5,1303,1101,2,1
18,493,103,15,5
18,493,662,26,19
18,493,1982,155,73
16,1065,109,23,11
16,1065,7,110,22
16,1065,490,325,133
16,1065,497,32,53
16,1065,534,0,0
16,1065,535,30,17
16,1065,540,8,0
16,1065,715,177,134
16,1065,1451,20,14
19,573,534,0,0
19,573,540,0,0
19,573,1982,77,74
20,35,535,0,0
2,1408,109,82,9
2,1408,118,71,6
2,1408,120,71,0
2,1408,21,425,14
2,1408,493,323,55
2,1408,534,0,0
2,1408,535,16,0
2,1408,924,71,23
2,1408,931,409,36
2,1408,1451,94,43
3,1310,118,1,2
3,1310,7,93,69
3,1310,490,0,0
3,1310,497,10,10
3,1310,535,0,0
3,1310,714,12,20
3,1310,715,7,0
3,1310,690,72,144
3,1310,1982,249,208
4,1404,109,39,12
4,1404,138,4,0
4,1404,717,129,7
4,1404,1569,102,66
4,1404,1017,135,12
6,1352,534,0,0
6,1352,535,25,0
19,574,118,145,92
19,574,7,131,194
19,574,15,283,314
19,574,535,18,17
19,574,714,128,296
19,574,947,0,0
16,1066,535,18,38
16,1066,632,150,63
20,36,535,0,0
6,1354,142,160,55
6,1354,690,95,39
6,1354,1023,172,26
18,495,103,11,20
18,495,142,194,395
18,495,34,23,0
18,495,662,26,13
18,495,1283,19,3
19,576,72,867,328
19,576,383,683,1902
19,576,535,39,53
19,576,715,782,439
19,576,716,650,115
19,576,870,1283,141
19,576,1270,101,287
19,576,947,0,0
19,576,1018,4264,1341
19,576,1982,1167,1218
4,1406,155,0,0
4,1406,497,160,67
4,1406,716,101,0
4,1406,870,226,38
4,1406,947,0,0
5,1306,109,24,10
5,1306,118,44,31
5,1306,138,0,0
5,1306,497,164,49
5,1306,716,114,19
5,1306,1270,28,16
5,1306,1017,200,7
16,1067,118,581,297
16,1067,120,111,28
16,1067,497,28,24
16,1067,535,22,37
16,1067,540,7,0
16,1067,870,341,12
16,1067,1479,82,216
16,1067,1451,16,6
2,1410,15,313,71
2,1410,497,92,35
2,1410,1024,0,0
3,1311,118,3,12
3,1311,142,106,125
3,1311,33,0,0
3,1311,632,0,0
3,1311,870,24,0
20,37,535,0,0
6,1357,540,0,0
16,1070,109,24,15
16,1070,497,21,16
16,1070,535,19,10
16,1070,716,141,67
16,1070,1569,140,65
18,498,535,15,10
5,1308,535,48,1
5,1308,632,176,13
5,1308,1101,22,5
5,1308,1479,38,89
5,1308,1569,95,36
5,1308,1979,0,0
4,1409,109,118,28
4,1409,118,47,25
4,1409,535,46,4
4,1409,540,3,0
4,1409,632,1031,112
4,1409,1564,431,42
4,1409,1569,120,57
4,1409,1451,270,52
3,1314,15,55,75
3,1314,497,41,58
3,1314,535,0,0
3,1314,540,0,0
3,1314,715,17,2
3,1314,716,19,39
3,1314,1569,49,45
3,1314,1979,79,137
19,579,717,2737,639
19,579,1569,280,138
20,38,535,0,0
4,1412,7,423,118
4,1412,535,40,2
4,1412,540,10,0
4,1412,714,89,39
3,1317,118,66,122
3,1317,120,53,43
3,1317,535,0,0
3,1317,540,0,0
5,1310,118,16,13
5,1310,120,74,5
5,1310,7,213,116
5,1310,15,621,214
5,1310,535,22,1
5,1310,540,0,0
5,1310,1476,0,0
5,1310,1477,0,0
19,582,540,0,0
19,582,714,36,138
19,582,1270,196,426
6,1359,103,8,0
6,1359,535,14,0
6,1359,540,0,0
6,1359,1569,91,64
18,500,662,34,13
18,500,1024,81,16
20,40,535,0,0
2,1415,535,62,2
2,1415,540,0,0
2,1415,923,163,2
16,1072,497,30,55
16,1072,535,123,84
16,1072,540,0,0
16,1072,1451,16,29
6,1361,261,213,116
6,1361,497,20,14
6,1361,540,0,0
19,584,102,655,486
19,584,7,207,391
19,584,535,79,64
19,584,540,0,0
19,584,714,74,248
19,584,1451,240,168
5,1312,118,26,10
5,1312,535,216,17
5,1312,660,0,0
5,1312,1569,66,3
5,1312,1451,72,12
16,1073,540,32,0
16,1073,662,121,10
16,1073,714,1671,565
4,1414,535,197,8
4,1414,540,64,0
4,1414,716,183,36
4,1414,1270,270,89
4,1414,1569,159,85
4,1414,1138,65,32
4,1414,1139,69,34
18,501,103,36,10
18,501,540,12,0
2,1416,540,26,0
20,41,535,0,0
6,1363,103,16,0
6,1363,535,30,0
6,1363,540,0,0
6,1363,662,58,66
4,1417,118,112,50
4,1417,138,1,0
4,1417,490,273,26
3,1320,45,22,0
3,1320,714,1212,350
3,1320,1024,1,0
3,1320,1270,150,214
3,1320,1018,11,10
3,1320,1569,13,8
3,1320,1451,13,8
18,502,1283,12,4
2,1419,24,1243,345
2,1419,1096,11,3
2,1419,1451,260,130
16,1075,109,38,24
16,1075,1451,128,140
20,42,535,0,0
3,1323,662,4,0
3,1323,1101,1,0
3,1323,1289,0,0
3,1323,1569,33,28
3,1323,1451,54,136
5,1316,118,75,34
5,1316,714,181,19
5,1316,1018,3537,274
5,1316,1289,102,81
5,1316,1569,107,5
5,1316,1476,0,0
4,1420,109,23,2
4,1420,714,147,57
18,504,662,27,10
18,504,1283,6,3
18,504,1569,198,65
2,1422,45,767,108
2,1422,7,254,118
2,1422,1289,88,17
2,1422,1569,23,0
19,588,714,94,260
16,1078,7,121,73
16,1078,15,480,301
16,1078,33,428,60
16,1078,497,13,25
6,1365,102,1750,6377
6,1365,33,6,2
6,1365,497,34,8
6,1365,1096,2,0
6,1367,1569,83,55
4,1423,109,74,13
4,1423,715,62,6
4,1423,1569,146,65
5,1319,1270,38,9
18,506,1283,9,1
16,1081,120,167,40
16,1081,497,32,26
16,1081,715,687,486
5,1322,109,9,5
5,1322,138,0,0
3,1324,715,36,32
3,1324,716,8,30
3,1324,719,16,14
3,1324,1479,18,66
3,1324,1569,20,17
6,1369,1096,56,63
4,1425,1,24,0
4,1425,45,70,7
4,1425,138,2,0
4,1425,662,113,2
4,1425,1289,5,0
4,1425,1138,101,43
4,1425,1139,105,43
16,1083,716,277,240
16,1083,1479,114,184
16,1083,1289,41,9
16,1083,1569,136,60
2,1424,497,72,53
2,1424,716,161,81
2,1424,924,12,8
2,1424,1018,140,57
19,592,118,79,54
19,592,1270,403,1218
4,1428,715,182,48
4,1428,870,570,90
4,1428,1220,0,0
5,1325,715,168,47
5,1325,716,816,211
5,1325,1569,93,3
6,1371,103,25,0
6,1371,33,15,0
2,1425,1220,0,0
19,594,714,58,278
3,1327,109,101,88
3,1327,15,21,22
3,1327,497,9,7
3,1327,1289,0,0
3,1327,1569,50,41
3,1327,1138,73,75
3,1327,1139,94,96
18,507,103,20,10
18,507,34,40,5
18,507,662,108,67
18,507,1283,14,7
3,1330,497,5,9
3,1330,535,1,1
4,1430,109,47,23
4,1430,497,24,7
4,1430,514,0,0
4,1430,535,25,1
4,1430,717,131,4
4,1430,904,0,0
4,1430,947,0,0
4,1430,1289,2,0
4,1430,1569,133,93
4,1430,1451,65,55
19,595,7,246,453
19,595,15,529,666
19,595,535,19,10
19,595,662,20,3
19,595,714,44,115
19,595,947,0,0
19,595,1581,1000,285
5,1327,99,0,0
5,1327,118,90,29
5,1327,120,160,8
5,1327,497,67,35
5,1327,1476,0,0
5,1327,1477,0,0
6,1372,142,254,72
6,1372,303,170,347
6,1372,497,20,12
6,1372,535,18,0
6,1372,565,0,0
16,1086,497,18,16
16,1086,535,14,28
16,1086,540,3,0
16,1086,632,275,70
16,1086,662,103,19
16,1086,665,0,0
16,1086,1581,0,0
18,509,535,4,2
18,509,565,0,0
2,1428,118,156,30
2,1428,120,85,5
2,1428,535,14,0
2,1428,794,0,0
2,1428,924,33,27
20,43,535,0,0
2,1430,99,0,0
3,1333,15,390,317
3,1333,490,0,0
3,1333,514,0,0
3,1333,535,0,0
3,1333,870,15,0
3,1333,1101,3,0
3,1333,1024,9,16
3,1333,1569,66,37
3,1333,1581,0,0
6,1374,535,48,0
5,1329,109,27,10
5,1329,535,148,13
5,1329,1569,134,8
4,1433,99,0,0
4,1433,142,479,45
4,1433,535,119,8
4,1433,665,0,0
4,1433,947,0,0
19,597,109,56,7
19,597,118,33,15
19,597,535,15,30
19,597,540,0,0
19,597,714,110,228
18,512,535,18,10
16,1088,1,153,14
16,1088,497,21,43
16,1088,535,14,9
16,1088,540,48,0
16,1088,1564,303,0
20,44,535,0,0
19,600,118,163,119
19,600,535,61,109
19,600,979,291,966
19,600,1451,237,194
16,1090,99,0,0
16,1090,109,51,37
16,1090,490,260,111
16,1090,497,59,91
16,1090,535,51,81
16,1090,1569,170,89
5,1332,665,0,0
18,514,1283,40,5
6,1376,497,31,8
6,1376,1569,65,38
3,1334,497,3,6
3,1334,535,1,4
3,1334,719,64,26
3,1334,665,0,0
3,1334,1289,0,0
4,1436,1,200,28
4,1436,497,319,61
4,1436,714,4687,275
4,1436,716,392,65
4,1436,719,6818,91
4,1436,665,0,0
4,1436,1024,0,0
4,1436,1289,138,91
2,1433,109,58,6
2,1433,535,40,1
2,1433,923,386,21
2,1433,1017,814,31
20,45,535,0,0
5,1334,497,15,8
5,1334,1289,216,137
5,1334,1451,51,32
3,1337,1,58,35
3,1337,497,4,7
3,1337,716,1486,543
3,1337,870,44,6
3,1337,665,0,0
3,1337,1451,59,125
4,1439,109,44,13
4,1439,1569,57,39
4,1439,1451,204,114
18,516,540,0,0
19,603,714,83,480
19,603,1569,189,137
2,1434,497,255,222
16,1091,99,15,58
16,1091,662,80,12
16,1091,870,931,135
20,46,535,0,0
2,1437,99,0,0
2,1437,103,1992,27
2,1437,142,937,49
2,1437,924,63,37
2,1437,927,34,34
2,1437,1569,41,6
2,1437,1138,138,46
2,1437,1139,178,65
6,1378,103,23,0
6,1378,24,510,83
6,1378,33,114,69
6,1378,497,59,32
6,1378,1023,805,70
6,1378,1569,94,68
5,1338,118,34,13
5,1338,7,313,262
5,1338,497,42,33
5,1338,1569,69,1
4,1442,45,94,4
4,1442,118,120,38
4,1442,120,33,11
4,1442,1569,102,52
4,1442,1138,162,48
4,1442,1139,343,121
18,518,103,38,0
18,518,540,0,0
3,1341,24,524,136
3,1341,497,33,39
3,1341,535,0,0
3,1341,1289,3,6
3,1341,1569,63,26
3,1341,1581,0,0
16,1092,120,80,17
16,1092,497,21,27
16,1092,535,13,25
16,1092,665,0,0
6,1381,118,84,48
6,1381,535,8,0
19,604,7,128,250
19,604,535,49,47
19,604,540,0,0
19,604,714,130,410
19,604,1270,40,204
5,1341,1,55,4
5,1341,99,1,3
5,1341,535,282,15
4,1445,103,1864,44
4,1445,109,80,20
4,1445,15,971,180
4,1445,535,157,9
4,1445,715,1288,177
2,1440,99,70,0
16,1094,7,117,77
16,1094,497,20,95
16,1094,535,10,9
16,1094,1479,113,103
18,522,540,0,0
18,522,1283,32,9
3,1343,535,0,0
20,47,535,0,0
1,0,383,0,0
1,0,384,0,0
1,0,470,0,0
1,0,979,0,0
1,0,1898,0,0
1,0,624,0,0
1,0,1032,0,0
1,0,1874,0,0
1,0,1,0,0
1,0,6,0,0
1,0,7,0,0
1,0,33,0,0
1,0,34,0,0
1,0,487,0,0
1,0,490,0,0
1,0,497,0,0
1,0,714,0,0
1,0,715,0,0
1,0,716,0,0
1,0,717,0,0
1,0,719,0,0
1,0,923,0,0
1,0,924,0,0
1,0,931,0,0
1,0,1017,0,0
1,0,1018,0,0
1,0,1058,0,0
1,0,1270,0,0
1,0,1479,0,0
1,0,1486,0,0
1,0,1564,0,0
1,0,1940,0,0
1,0,1977,0,0
1,0,88,0,0
1,0,90,0,0
1,0,99,0,0
1,0,102,0,0
1,0,103,0,0
1,0,109,0,0
1,0,118,0,0
1,0,120,0,0
1,0,138,0,0
1,0,142,0,0
1,0,154,0,0
1,0,155,0,0
1,0,156,0,0
1,0,514,0,0
1,0,535,0,0
1,0,565,0,0
1,0,594,0,0
1,0,632,0,0
1,0,660,0,0
1,0,662,0,0
1,0,665,0,0
1,0,733,0,0
1,0,792,0,0
1,0,794,0,0
1,0,904,0,0
1,0,959,0,0
1,0,1000,0,0
1,0,1024,0,0
1,0,1101,0,0
1,0,1202,0,0
1,0,1219,0,0
1,0,1220,0,0
1,0,1283,0,0
1,0,1289,0,0
1,0,1309,0,0
1,0,1516,0,0
1,0,1569,0,0
1,0,1628,0,0
1,0,1906,0,0
1,0,2076,0,0
6,1384,535,61,2
5,1344,99,39,8
5,1344,490,394,69
5,1344,715,1215,264
5,1344,1569,87,6
19,606,109,52,61
19,606,540,0,0
19,606,715,4458,1242
19,606,1270,1028,1307
19,606,1289,0,0
4,1448,99,0,0
4,1448,138,13,1
4,1448,1569,138,79
3,1345,535,2,2
3,1345,715,364,217
16,1096,535,17,34
16,1096,662,157,36
16,1096,716,508,334
20,48,535,0,0
5,1346,109,36,17
5,1346,118,36,13
5,1346,497,46,33
5,1346,632,130,31
4,1450,1101,20,5
3,1346,155,2755,841
3,1346,497,33,30
3,1346,1479,13,33
16,1098,497,28,110
16,1098,535,22,21
16,1098,665,0,0
16,1098,1569,125,64
16,1098,1628,86,62
19,609,716,886,396
19,609,719,810,1364
2,1445,1564,168,18
20,49,535,0,0
4,1451,109,36,11
4,1451,487,396,110
4,1451,1569,212,115
18,524,535,5,3
18,524,662,88,48
18,524,1283,22,5
5,1347,497,27,50
5,1347,534,0,0
5,1347,714,3921,343
5,1347,717,2200,165
5,1347,733,411,200
5,1347,1569,53,2
5,1347,1628,134,21
2,1446,109,47,5
2,1446,138,8,5
2,1446,535,76,3
2,1446,1101,68,6
2,1446,1024,0,0
6,1389,103,37,1
6,1389,1569,85,36
3,1347,1569,45,26
19,610,118,70,39
19,610,7,239,402
19,610,497,102,34
19,610,535,32,35
19,610,714,89,270
16,1099,45,8,13
16,1099,118,359,198
16,1099,120,144,37
16,1099,665,0,0
20,50,535,0,0
6,1392,260,17,4
6,1392,534,0,0
6,1392,1096,13,12
6,1392,1289,0,0
19,612,33,105,13
19,612,497,39,26
19,612,534,0,0
19,612,535,37,38
19,612,540,0,0
19,612,714,3325,1441
19,612,1289,0,0
19,612,1569,181,116
19,612,1451,125,106
4,1454,7,697,220
4,1454,534,0,0
4,1454,535,75,9
4,1454,1451,14,11
2,1448,102,29,9
2,1448,534,0,0
2,1448,924,37,14
2,1448,931,89,6
2,1448,1451,17,2
3,1349,103,11,10
3,1349,497,137,124
3,1349,534,0,0
3,1349,535,1,3
3,1349,1220,0,0
18,526,142,408,583
18,526,34,44,3
18,526,535,13,8
18,526,1024,479,16
16,1101,1,253,12
16,1101,497,25,52
16,1101,534,0,0
16,1101,535,35,71
16,1101,1451,28,34
5,1349,118,215,118
5,1349,120,356,24
5,1349,497,70,59
5,1349,1024,2,1
5,1349,1569,47,21
20,51,535,0,0
19,615,118,73,38
19,615,497,56,26
19,615,540,0,0
18,528,534,0,0
18,528,1283,6,1
4,1457,109,73,16
4,1457,534,8,0
4,1457,540,84,0
4,1457,717,68,3
4,1457,1451,14,8
4,1457,1628,180,184
6,1395,260,2007,532
6,1395,497,20,15
6,1395,662,6,8
6,1395,733,514,185
5,1352,1569,230,11
5,1352,1138,122,46
5,1352,1451,8,6
3,1352,1569,64,34
2,1451,534,0,0
2,1451,565,0,0
2,1451,632,16,16
2,1451,1451,78,48
16,1103,534,0,0
2,1454,594,0,0
3,1355,1451,10,13
4,1460,1451,78,27
5,1355,497,53,52
5,1355,534,0,0
5,1355,1289,223,119
5,1355,1451,21,17
18,530,103,14,5
18,530,1283,17,4
18,530,1569,227,71
6,1396,1096,114,40
19,618,497,44,61
19,618,540,0,0
19,618,979,316,601
16,1104,156,767,67
16,1104,490,239,92
16,1104,497,10,27
16,1104,540,34,0
16,1104,733,511,710
19,620,497,58,44
19,620,534,0,0
19,620,535,16,8
19,620,540,0,0
18,533,534,0,0
18,533,540,0,0
5,1358,497,20,18
5,1358,535,161,9
4,1462,45,250,12
4,1462,118,166,54
4,1462,120,67,11
4,1462,490,151,15
4,1462,535,39,4
4,1462,1569,69,29
4,1462,1138,100,33
2,1455,594,34,3
2,1455,1486,3,2
3,1357,535,0,0
3,1357,665,0,0
16,1105,45,37,80
16,1105,497,37,110
16,1105,534,0,0
16,1105,535,12,14
16,1105,1569,135,50
6,1397,497,22,0
6,1397,534,0,0
6,1397,535,29,0
6,1397,662,34,39
6,1397,1569,221,110
20,52,535,0,0
4,1465,109,51,14
4,1465,535,105,9
4,1465,1569,132,61
4,1465,1451,121,48
5,1361,497,52,41
5,1361,534,0,0
5,1361,1479,41,107
19,623,66,2044,287
19,623,109,43,26
19,623,118,95,132
19,623,7,166,250
19,623,15,190,196
19,623,497,59,38
19,623,535,31,73
19,623,1451,69,74
18,535,103,7,5
18,535,535,10,9
16,1107,15,142,63
16,1107,535,79,111
16,1107,662,250,64
16,1107,665,0,0
16,1107,1479,124,108
16,1107,1451,47,36
3,1360,7,35,17
3,1360,535,0,0
3,1360,665,0,0
3,1360,1569,91,59
3,1360,1451,10,15
2,1457,717,364,101
2,1457,924,8,4
2,1457,927,1630,43
2,1457,931,4234,91
20,53,535,0,0
18,536,1283,57,3
5,1363,497,157,143
5,1363,1451,9,10
19,626,33,301,74
19,626,497,33,66
19,626,540,0,0
2,1459,109,63,10
2,1459,487,636,219
2,1459,924,63,26
2,1459,1024,2,1
2,1459,1018,77,73
2,1459,1451,79,62
4,1468,497,178,96
4,1468,716,593,113
6,1400,103,43,0
6,1400,142,324,85
3,1363,118,8,30
3,1363,490,0,0
3,1363,1451,7,8
16,1109,109,13,9
16,1109,120,90,30
16,1109,497,24,75
16,1109,665,0,0
16,1109,1581,0,0
18,537,103,39,14
18,537,540,0,0
19,629,383,372,442
19,629,497,258,123
19,629,540,0,0
19,629,1451,221,189
18,539,662,33,61
4,1471,109,68,19
4,1471,717,19,0
4,1471,1569,145,71
2,1460,1289,16,22
5,1365,7,81,85
5,1365,15,445,118
5,1365,632,148,48
5,1365,1569,38,0
5,1365,1451,16,15
16,1110,142,188,92
16,1110,497,75,148
16,1110,540,7,0
16,1110,632,256,154
3,1367,118,6,5
3,1367,1451,28,31
6,1402,497,44,35
6,1405,534,0,0
6,1405,535,9,0
2,1461,120,50,4
2,1461,535,33,3
19,631,102,677,987
19,631,534,0,0
19,631,535,22,4
19,631,540,0,0
4,1474,534,1,0
4,1474,535,36,2
4,1474,717,54,11
4,1474,1018,4907,75
4,1474,1017,70,0
5,1367,535,126,7
5,1367,1289,155,72
5,1367,1569,66,1
16,1112,109,28,9
16,1112,534,0,0
16,1112,535,13,22
16,1112,540,4,0
16,1112,1569,138,77
18,541,534,0,0
18,541,535,1,0
18,541,540,1,0
20,54,535,0,0
19,633,118,92,178
19,633,7,305,439
19,633,534,0,0
19,633,535,47,48
19,633,540,0,0
19,633,1058,65,10
19,633,1569,145,133
4,1477,534,2,0
4,1477,535,116,11
4,1477,870,57,4
4,1477,1024,4,2
4,1477,1138,73,41
4,1477,1451,42,14
2,1463,1138,242,45
2,1463,1139,316,45
18,544,535,5,4
18,544,540,0,0
5,1369,118,60,25
5,1369,7,289,213
5,1369,1569,97,0
16,1114,7,104,88
16,1114,15,179,169
16,1114,534,0,0
16,1114,535,58,94
16,1114,540,5,0
16,1114,1451,12,10
3,1370,118,10,6
3,1370,120,23,23
3,1370,534,0,0
3,1370,535,2,2
3,1370,632,0,0
3,1370,662,27,6
3,1370,1289,1440,169
3,1370,1569,25,16
3,1370,1581,0,0
3,1370,1628,174,115
6,1407,535,28,0
6,1407,540,0,0
20,55,535,0,0
2,1464,534,0,0
2,1464,1638,4,3
3,1373,7,15,10
3,1373,1569,15,11
3,1373,1476,0,0
3,1373,1477,0,0
6,1409,261,271,104
6,1409,534,0,0
6,1409,540,0,0
5,1372,535,77,8
5,1372,1451,28,25
5,1372,1581,112,111
19,636,109,38,0
19,636,15,337,302
19,636,534,0,0
19,636,540,0,0
19,636,1058,471,210
4,1480,534,6,0
4,1480,1058,9,0
4,1480,1289,3074,810
4,1480,1569,80,40
18,545,34,93,16
18,545,534,0,0
18,545,540,0,0
18,545,662,9,11
16,1116,118,119,77
16,1116,120,72,25
16,1116,1058,38,11
16,1116,1451,22,33
20,56,535,0,0
18,547,103,12,13
18,547,540,0,0
18,547,662,16,21
18,547,1283,29,6
18,547,1906,610,472
4,1482,109,35,14
4,1482,142,457,104
4,1482,1101,32,9
4,1482,1058,336,29
4,1482,1451,119,47
5,1375,118,39,4
5,1375,490,215,49
5,1375,870,290,33
5,1375,1058,101,55
5,1375,1289,26,16
5,1375,1569,112,5
6,1412,534,0,0
6,1412,1058,0,0
2,1467,916,0,0
2,1467,1451,12,8
3,1375,534,0,0
3,1375,1569,46,30
16,1117,490,145,55
16,1117,540,4,0
16,1117,665,0,0
19,638,540,0,0
4,1485,1569,80,56
5,1377,103,27,1
5,1377,535,2111,84
5,1377,1289,1370,446
19,640,118,50,114
19,640,497,32,25
19,640,535,541,292
19,640,540,0,0
19,640,662,3,0
18,549,103,5,0
18,549,535,30,10
18,549,540,0,0
18,549,662,22,12
6,1413,497,7,36
6,1413,535,11,0
6,1413,540,0,0
16,1118,497,21,45
16,1118,535,6,0
16,1118,540,0,0
16,1118,665,0,0
16,1118,1451,18,24
3,1377,535,1,1
3,1377,1479,55,147
2,1469,1451,98,53
20,57,535,0,0
