iIdConsultorio,CodReferencia,iidproducto,Cantidad,CantidadUsada
4,1034,109,29,10
4,1034,118,13,13
4,1034,497,69,46
4,1034,715,67,25
2,1090,497,53,30
2,1090,540,0,0
2,1090,1220,0,0
5,988,6,1950,26
5,988,534,0,0
5,988,535,144,18
5,988,540,0,0
5,988,1569,190,51
4,1036,103,105,73
4,1036,118,54,47
4,1036,534,0,0
4,1036,535,1,0
4,1036,540,0,0
4,1036,714,30,2
3,1000,142,118,249
3,1000,7,175,265
3,1000,15,145,177
3,1000,497,24,51
3,1000,535,0,0
3,1000,540,0,0
3,1000,714,32,31
3,1000,715,78,68
3,1000,716,18,26
3,1000,1564,3,1
3,1000,1783,91,61
19,259,7,175,50
19,259,15,356,151
19,259,497,271,100
19,259,534,0,0
19,259,535,128,15
19,259,540,0,0
19,259,714,43,96
18,244,103,15,22
18,244,534,3,0
18,244,535,25,18
18,244,540,5,5
18,244,662,84,58
18,244,1283,23,15
16,726,72,523,292
16,726,103,59,25
16,726,109,3,3
16,726,118,70,10
16,726,120,37,3
16,726,497,194,221
16,726,534,0,0
16,726,535,238,71
16,726,540,0,0
16,726,1451,38,74
16,726,1628,137,89
18,246,565,0,0
6,1015,142,178,145
6,1015,534,0,0
6,1015,540,0,0
3,1003,103,18,45
3,1003,109,8,8
3,1003,20,0,0
3,1003,33,0,0
3,1003,487,36,34
3,1003,488,1918,253
3,1003,497,44,52
3,1003,534,0,0
3,1003,540,0,0
3,1003,662,15,14
3,1003,870,73,127
3,1003,1220,0,0
3,1003,1138,45,39
3,1003,1139,40,33
3,1003,1451,42,40
5,990,497,76,91
5,990,534,0,0
5,990,540,0,0
5,990,1096,827,72
5,990,1628,80,82
4,1039,45,456,102
4,1039,109,22,12
4,1039,534,0,0
4,1039,535,1,1
4,1039,540,0,0
4,1039,670,4020,515
4,1039,714,156,44
4,1039,715,29,9
4,1039,716,123,20
4,1039,1092,0,0
4,1039,1564,18,3
4,1039,1569,70,23
4,1039,1451,53,31
4,1039,1476,0,0
4,1039,1477,0,0
19,261,118,37,20
19,261,33,59,8
19,261,540,0,0
19,261,470,0,0
19,261,714,17,70
19,261,1096,2,2
16,729,38,177,28
16,729,109,5,3
16,729,118,151,49
16,729,120,34,3
16,729,7,379,220
16,729,534,0,0
16,729,540,0,0
16,729,662,92,11
16,729,715,382,283
16,729,1569,122,87
2,1092,534,0,0
2,1092,714,309,76
2,1092,1564,90,33
18,247,37,46,24
18,247,103,77,116
6,1018,102,2178,6774
6,1018,33,189,25
6,1018,540,0,0
6,1018,1569,191,144
7,1122,90,0,0
5,994,534,0,0
5,994,540,0,0
5,994,1476,0,0
5,994,1783,481,61
3,1006,109,30,9
3,1006,120,0,0
3,1006,24,80,56
3,1006,490,0,0
3,1006,670,86,51
3,1006,1569,31,78
3,1006,1476,0,0
3,1006,1477,0,0
3,1006,1638,0,0
4,1042,7,50,36
4,1042,15,246,116
4,1042,534,2,0
4,1042,540,0,0
4,1042,715,123,72
4,1042,947,0,0
4,1042,1138,34,19
4,1042,1139,117,62
2,1095,540,0,0
19,263,714,44,83
16,731,109,5,0
16,731,120,55,5
16,731,15,581,309
16,731,534,0,0
16,731,540,0,0
16,731,716,410,51
6,1020,540,0,0
18,248,534,1,0
18,248,540,19,18
5,998,540,0,0
5,998,715,303,59
3,1009,540,0,0
3,1009,1018,5,36
4,1045,1,17,1
4,1045,540,0,0
4,1045,663,2070,182
4,1045,1564,35,2
4,1045,1018,47,6
16,734,109,19,10
16,734,540,0,0
16,734,1058,1,1
18,249,1058,0,0
19,264,118,81,46
19,264,7,1732,964
19,264,16,0,0
19,264,540,0,0
19,264,690,454,88
19,264,1058,316,54
9,567,663,0,0
6,1023,38,106,127
6,1023,540,0,0
6,1023,1096,72,58
6,1023,1005,147,121
7,1125,90,0,0
2,1099,497,79,28
4,1048,497,2,0
6,1025,497,95,54
3,1012,497,1,5
3,1012,1451,8,8
2,0,15,0,0
2,0,24,0,0
2,0,33,0,0
2,0,38,0,0
2,0,45,0,0
2,0,487,0,0
2,0,714,0,0
2,0,716,0,0
2,0,814,0,0
2,0,870,0,0
2,0,927,0,0
2,0,931,0,0
2,0,1017,0,0
2,0,1104,0,0
2,0,1564,0,0
2,0,1592,0,0
2,0,88,0,0
2,0,109,0,0
2,0,118,0,0
2,0,120,0,0
2,0,142,0,0
2,0,154,0,0
2,0,514,0,0
2,0,660,0,0
2,0,663,0,0
2,0,670,0,0
2,0,733,0,0
2,0,835,0,0
2,0,959,0,0
2,0,1101,0,0
2,0,1220,0,0
2,0,1516,0,0
2,0,1638,0,0
2,0,15,0,0
2,0,24,0,0
2,0,33,0,0
2,0,38,0,0
2,0,45,0,0
2,0,487,0,0
2,0,497,0,0
2,0,714,0,0
2,0,716,0,0
2,0,814,0,0
2,0,870,0,0
2,0,927,0,0
2,0,931,0,0
2,0,1017,0,0
2,0,1104,0,0
2,0,1564,0,0
2,0,1592,0,0
2,0,88,0,0
2,0,109,0,0
2,0,118,0,0
2,0,120,0,0
2,0,142,0,0
2,0,154,0,0
2,0,514,0,0
2,0,660,0,0
2,0,663,0,0
2,0,670,0,0
2,0,733,0,0
2,0,835,0,0
2,0,959,0,0
2,0,1101,0,0
2,0,1220,0,0
2,0,1516,0,0
2,0,1638,0,0
5,0,6,0,0
5,0,15,0,0
5,0,24,0,0
5,0,33,0,0
5,0,45,0,0
5,0,72,0,0
5,0,493,0,0
5,0,714,0,0
5,0,715,0,0
5,0,716,0,0
5,0,717,0,0
5,0,1018,0,0
5,0,1096,0,0
5,0,1479,0,0
5,0,102,0,0
5,0,103,0,0
5,0,109,0,0
5,0,118,0,0
5,0,120,0,0
5,0,142,0,0
5,0,156,0,0
5,0,514,0,0
5,0,660,0,0
5,0,1451,0,0
5,0,1628,0,0
5,0,1783,0,0
3,0,7,0,0
3,0,15,0,0
3,0,24,0,0
3,0,33,0,0
3,0,38,0,0
3,0,45,0,0
3,0,488,0,0
3,0,490,0,0
3,0,497,0,0
3,0,714,0,0
3,0,715,0,0
3,0,716,0,0
3,0,870,0,0
3,0,1017,0,0
3,0,1018,0,0
3,0,1138,0,0
3,0,1139,0,0
3,0,1564,0,0
3,0,102,0,0
3,0,103,0,0
3,0,109,0,0
3,0,118,0,0
3,0,120,0,0
3,0,138,0,0
3,0,142,0,0
3,0,514,0,0
3,0,660,0,0
3,0,662,0,0
3,0,663,0,0
3,0,670,0,0
3,0,733,0,0
3,0,794,0,0
3,0,1024,0,0
3,0,1092,0,0
3,0,1220,0,0
3,0,1451,0,0
3,0,1569,0,0
3,0,1628,0,0
2,1101,535,13,6
2,1101,540,0,0
3,1014,45,3,0
3,1014,497,11,14
3,1014,534,0,0
3,1014,535,0,0
3,1014,540,0,0
3,1014,719,53,31
5,1000,118,64,18
5,1000,120,51,8
5,1000,7,352,260
5,1000,490,207,47
5,1000,497,11,1
5,1000,534,0,0
5,1000,535,30,4
5,1000,540,0,0
6,1027,151,0,0
6,1027,535,26,6
6,1027,540,0,0
6,1027,1023,116,40
19,267,535,161,6
19,267,540,0,0
19,267,714,49,164
19,267,715,160,344
19,267,1451,49,10
4,1050,38,214,67
4,1050,109,14,8
4,1050,118,4,1
4,1050,7,1512,555
4,1050,497,41,16
4,1050,534,0,0
4,1050,535,0,0
4,1050,540,0,0
4,1050,719,8,5
4,1050,924,5,8
4,1050,1104,32,6
4,1050,1220,0,0
4,1050,1451,37,40
4,1050,1591,0,0
4,1050,1592,0,0
4,1050,1638,0,0
18,250,497,76,193
18,250,535,12,12
18,250,1479,9,12
16,738,118,47,1
16,738,120,25,1
16,738,6,171,57
16,738,497,32,5
16,738,534,0,0
16,738,535,148,5
16,738,540,0,0
16,738,662,46,10
16,738,714,105,54
16,738,733,770,158
16,738,1479,13,38
16,738,1451,9,14
16,738,1595,548,119
16,738,1781,449,120
9,571,663,0,0
3,0,6,0,0
3,0,7,0,0
3,0,15,0,0
3,0,24,0,0
3,0,33,0,0
3,0,38,0,0
3,0,45,0,0
3,0,66,0,0
3,0,67,0,0
3,0,487,0,0
3,0,488,0,0
3,0,490,0,0
3,0,497,0,0
3,0,586,0,0
3,0,714,0,0
3,0,715,0,0
3,0,716,0,0
3,0,718,0,0
3,0,719,0,0
3,0,870,0,0
3,0,1017,0,0
3,0,1018,0,0
3,0,1138,0,0
3,0,1139,0,0
3,0,1564,0,0
3,0,102,0,0
3,0,103,0,0
3,0,109,0,0
3,0,118,0,0
3,0,120,0,0
3,0,138,0,0
3,0,142,0,0
3,0,514,0,0
3,0,534,0,0
3,0,535,0,0
3,0,540,0,0
3,0,660,0,0
3,0,662,0,0
3,0,663,0,0
3,0,670,0,0
3,0,733,0,0
3,0,794,0,0
3,0,1024,0,0
3,0,1092,0,0
3,0,1220,0,0
3,0,1451,0,0
3,0,1480,0,0
3,0,1569,0,0
3,0,1628,0,0
3,0,1783,0,0
4,0,1,0,0
4,0,7,0,0
4,0,15,0,0
4,0,20,0,0
4,0,33,0,0
4,0,38,0,0
4,0,45,0,0
4,0,72,0,0
4,0,487,0,0
4,0,497,0,0
4,0,714,0,0
4,0,715,0,0
4,0,716,0,0
4,0,717,0,0
4,0,719,0,0
4,0,870,0,0
4,0,923,0,0
4,0,924,0,0
4,0,1017,0,0
4,0,1096,0,0
4,0,1104,0,0
4,0,1138,0,0
4,0,1139,0,0
4,0,1564,0,0
4,0,1591,0,0
4,0,1592,0,0
4,0,1781,0,0
4,0,103,0,0
4,0,109,0,0
4,0,118,0,0
4,0,120,0,0
4,0,142,0,0
4,0,154,0,0
4,0,535,0,0
4,0,662,0,0
4,0,663,0,0
4,0,670,0,0
4,0,733,0,0
4,0,1024,0,0
4,0,1092,0,0
4,0,1101,0,0
4,0,1220,0,0
4,0,1451,0,0
4,0,1476,0,0
4,0,1477,0,0
4,0,1596,0,0
4,0,1628,0,0
4,0,1638,0,0
4,0,1783,0,0
4,0,1,0,0
4,0,7,0,0
4,0,15,0,0
4,0,20,0,0
4,0,33,0,0
4,0,38,0,0
4,0,45,0,0
4,0,72,0,0
4,0,487,0,0
4,0,497,0,0
4,0,714,0,0
4,0,715,0,0
4,0,716,0,0
4,0,717,0,0
4,0,719,0,0
4,0,870,0,0
4,0,923,0,0
4,0,924,0,0
4,0,1017,0,0
4,0,1096,0,0
4,0,1104,0,0
4,0,1138,0,0
4,0,1139,0,0
4,0,1564,0,0
4,0,1591,0,0
4,0,1592,0,0
4,0,1781,0,0
4,0,103,0,0
4,0,109,0,0
4,0,118,0,0
4,0,120,0,0
4,0,142,0,0
4,0,154,0,0
4,0,534,0,0
4,0,535,0,0
4,0,662,0,0
4,0,663,0,0
4,0,670,0,0
4,0,733,0,0
4,0,1024,0,0
4,0,1092,0,0
4,0,1101,0,0
4,0,1220,0,0
4,0,1451,0,0
4,0,1476,0,0
4,0,1477,0,0
4,0,1596,0,0
4,0,1628,0,0
4,0,1638,0,0
4,0,1783,0,0
3,1015,109,11,32
3,1015,6,397,82
3,1015,487,506,298
3,1015,497,33,56
3,1015,534,0,0
3,1015,535,0,0
3,1015,540,0,0
3,1015,717,3,6
3,1015,690,0,0
3,1015,1096,231,40
3,1015,1104,8,13
3,1015,1018,13,1
3,1015,1017,153,24
3,1015,1451,12,31
3,1015,1638,0,0
5,1003,109,9,5
5,1003,497,42,31
5,1003,534,0,0
5,1003,535,45,7
5,1003,540,0,0
5,1003,670,597,161
5,1003,690,152,34
5,1003,1569,104,45
2,1104,489,734,94
2,1104,1451,74,42
4,1052,109,16,14
4,1052,118,73,47
4,1052,534,0,0
4,1052,535,3,4
4,1052,540,0,0
4,1052,719,425,56
4,1052,1569,37,18
4,1052,1138,54,21
6,1030,103,173,172
19,269,497,66,77
19,269,534,0,0
19,269,540,0,0
19,269,717,2094,219
19,269,1104,68,74
19,269,1018,33,12
19,269,1569,154,26
16,741,118,37,15
16,741,120,95,27
16,741,497,21,10
16,741,870,97,31
16,741,1569,64,35
16,741,1451,14,29
3,1018,109,12,19
3,1018,535,0,0
3,1018,714,10,8
3,1018,715,12,29
3,1018,716,47,89
3,1018,1564,196,219
3,1018,1569,35,135
3,1018,1138,24,28
3,1018,1139,27,27
3,1018,1783,111,193
2,1106,535,24,3
2,1106,540,0,0
2,1106,1101,213,20
6,1033,38,118,167
6,1033,142,389,260
6,1033,534,0,0
6,1033,535,37,8
6,1033,540,0,0
5,1005,534,0,0
5,1005,535,74,7
5,1005,540,0,0
5,1005,1479,29,57
18,254,103,70,95
18,254,534,1,0
18,254,535,14,8
18,254,540,37,31
18,254,662,44,35
18,254,1569,38,48
4,1055,534,0,0
4,1055,535,3,0
4,1055,540,0,0
4,1055,1451,38,24
19,272,118,53,26
19,272,497,55,12
19,272,534,0,0
19,272,540,0,0
19,272,714,71,389
19,272,716,131,0
19,272,1451,25,2
16,743,109,6,2
16,743,118,81,31
16,743,497,31,12
16,743,534,0,0
16,743,540,0,0
16,743,662,59,5
16,743,1451,9,16
5,1009,38,294,30
5,1009,118,115,48
5,1009,120,132,10
5,1009,540,0,0
5,1009,1628,48,47
3,1021,118,24,68
3,1021,120,0,0
3,1021,533,0,0
3,1021,534,0,0
3,1021,540,0,0
3,1021,947,0,0
3,1021,1451,16,56
4,1057,1,30,4
4,1057,109,12,1
4,1057,24,421,56
4,1057,497,17,14
4,1057,534,0,0
4,1057,540,0,0
4,1057,1569,29,8
19,273,72,158,93
19,273,15,314,137
19,273,33,65,8
19,273,497,47,0
19,273,540,0,0
19,273,1451,377,65
6,1036,534,0,0
6,1036,540,0,0
6,1036,1096,27,13
6,1036,1783,519,237
16,746,109,3,3
16,746,33,125,0
16,746,490,430,50
16,746,497,25,14
16,746,540,0,0
16,746,717,0,0
16,746,1479,45,63
16,746,1451,8,21
2,1110,103,326,86
2,1110,497,1041,637
2,1110,535,21,2
2,1110,540,0,0
2,1110,715,66,20
2,1110,794,0,0
2,1110,924,265,4
2,1110,1451,80,48
2,1110,1516,0,0
2,1110,1781,339,70
5,1012,497,1750,184
5,1012,534,0,0
5,1012,535,28,5
5,1012,540,0,0
3,1024,109,9,11
3,1024,497,719,426
3,1024,535,0,0
3,1024,540,0,0
3,1024,715,61,113
3,1024,1569,67,187
3,1024,1590,0,0
3,1024,1628,117,662
18,260,34,20,1
18,260,535,40,28
4,1059,109,23,13
4,1059,497,24,13
4,1059,534,6,0
4,1059,535,1,0
4,1059,540,0,0
4,1059,714,26,19
4,1059,715,27,8
4,1059,870,108,18
4,1059,1569,36,22
19,276,118,23,12
19,276,497,64,45
19,276,535,46,0
19,276,540,0,0
19,276,870,1185,291
6,1039,24,441,125
6,1039,497,669,124
6,1039,535,23,2
6,1039,540,0,0
6,1039,1096,103,72
16,748,109,1,0
16,748,118,138,127
16,748,497,23,2
16,748,535,34,0
16,748,540,0,0
16,748,1569,51,27
16,748,1451,19,46
5,1014,535,31,4
5,1014,540,0,0
5,1014,714,78,10
5,1014,1569,191,89
3,1027,490,169,7
3,1027,535,0,0
3,1027,540,0,0
3,1027,714,19,8
4,1062,118,8,3
4,1062,261,1213,124
4,1062,497,1403,377
4,1062,540,0,0
4,1062,714,60,35
4,1062,715,118,33
4,1062,716,59,5
4,1062,1104,62,8
4,1062,1018,21,0
4,1062,1451,75,36
2,1112,535,44,16
2,1112,540,0,0
2,1112,1138,99,43
2,1112,1139,101,56
6,1042,38,238,349
6,1042,535,21,4
6,1042,540,0,0
6,1042,1569,229,145
19,280,118,86,55
19,280,497,2507,279
19,280,535,45,2
19,280,540,0,0
19,280,714,113,149
18,262,662,71,52
16,751,109,9,9
16,751,497,14,6
16,751,535,170,6
16,751,540,0,0
16,751,662,113,24
3,1030,109,15,18
3,1030,535,0,0
3,1030,662,36,0
3,1030,870,732,516
3,1030,1092,0,0
3,1030,1451,23,57
5,1016,535,31,3
5,1016,540,0,0
5,1016,1451,24,35
4,1064,118,22,32
4,1064,142,759,155
4,1064,540,0,0
4,1064,1569,59,32
4,1064,1138,104,43
4,1064,1139,136,59
18,263,103,60,92
18,263,1283,2,2
2,1115,594,0,0
2,1115,1564,1608,245
16,753,120,50,10
16,753,497,1038,128
16,753,540,0,0
16,753,1569,78,31
16,753,1628,667,296
19,282,1104,222,135
6,1045,103,49,49
6,1045,535,50,9
6,1045,540,0,0
5,1020,535,72,11
5,1020,540,0,0
2,1116,260,1,1
2,1116,535,53,4
2,1116,715,172,86
2,1116,1451,68,55
4,1067,118,41,30
4,1067,120,26,17
4,1067,15,1101,461
4,1067,535,2,1
4,1067,540,0,0
4,1067,714,32,13
4,1067,1564,103,6
4,1067,1783,418,124
4,1068,947,0,0
3,1032,15,329,383
3,1032,535,0,0
3,1032,540,0,0
3,1032,1569,38,80
6,1047,540,0,0
6,1047,1023,175,42
16,757,38,1036,102
16,757,118,333,198
16,757,120,179,52
16,757,6,680,151
16,757,540,0,0
16,757,870,131,17
16,757,1451,17,53
18,265,1569,61,59
19,284,535,68,5
6,1050,103,120,129
6,1050,1032,30,11
5,1022,1,7,7
5,1022,540,0,0
5,1022,1564,7,7
3,1034,1,38,252
3,1034,109,12,16
3,1034,540,0,0
3,1034,716,83,55
3,1034,1220,0,0
4,1070,1,43,1
4,1070,109,10,5
4,1070,154,0,0
4,1070,540,0,0
4,1070,714,55,29
4,1070,870,50,6
4,1070,1032,210,29
4,1070,1569,26,14
4,1070,1781,754,69
2,1118,109,95,16
2,1118,142,279,133
2,1118,540,0,0
2,1118,1783,807,311
19,285,540,0,0
19,285,715,33,160
19,285,1018,538,280
16,760,103,74,37
16,760,109,8,3
16,760,540,0,0
16,760,1783,323,154
16,763,109,12,10
16,763,534,0,0
16,763,535,96,16
16,763,540,0,0
16,763,662,104,5
16,763,1569,68,27
16,763,1451,23,88
3,1036,38,19,21
3,1036,109,32,16
3,1036,118,18,45
3,1036,120,3,3
3,1036,534,0,0
3,1036,535,1,1
3,1036,540,0,0
3,1036,663,0,0
3,1036,715,26,43
3,1036,794,0,0
3,1036,1270,692,467
3,1036,1569,60,121
3,1036,1138,116,86
3,1036,1139,120,93
3,1036,1451,25,64
3,1036,1476,0,0
3,1036,1477,0,0
3,1036,1516,0,0
3,1036,1638,0,0
3,1036,1783,195,261
5,1025,109,13,9
5,1025,118,319,83
5,1025,15,452,145
5,1025,534,0,0
5,1025,535,79,15
5,1025,540,0,0
5,1025,662,134,4
5,1025,733,210,59
5,1025,870,565,20
5,1025,1479,47,125
5,1025,1628,113,112
19,287,118,518,286
19,287,15,2280,907
19,287,33,300,94
19,287,535,102,18
19,287,540,0,0
19,287,714,124,252
19,287,715,106,100
19,287,716,57,50
2,1119,38,953,513
2,1119,535,57,7
2,1119,1451,160,107
4,1072,109,33,15
4,1072,118,61,28
4,1072,534,1,0
4,1072,535,5,0
4,1072,540,0,0
4,1072,714,119,47
4,1072,715,116,31
4,1072,716,276,45
4,1072,870,380,23
4,1072,1104,236,2
4,1072,1018,169,5
4,1072,1569,93,40
4,1072,1451,57,37
4,1072,1477,0,0
18,269,103,58,114
18,269,34,33,7
18,269,535,18,8
18,269,540,48,46
18,269,662,44,40
18,269,1283,34,30
6,1052,533,0,0
6,1052,534,0,0
6,1052,535,74,19
6,1052,540,0,0
6,1052,565,0,0
6,1052,1096,212,93
5,1028,490,315,60
5,1028,534,0,0
5,1028,535,93,15
5,1028,540,0,0
5,1028,1569,54,15
5,1028,1451,31,49
5,1028,1783,498,198
3,1039,714,14,16
3,1039,715,31,36
3,1039,1104,205,97
3,1039,1018,70,49
3,1039,1569,61,171
19,290,535,63,4
19,290,540,0,0
19,290,714,231,224
19,290,715,631,636
19,290,716,1678,471
19,290,1628,185,168
2,1122,109,61,15
2,1122,534,0,0
2,1122,535,71,6
2,1122,540,0,0
2,1122,714,159,29
2,1122,1138,294,70
2,1122,1139,315,78
4,1075,38,624,249
4,1075,109,51,19
4,1075,487,632,333
4,1075,534,1,0
4,1075,535,3,0
4,1075,662,91,1
4,1075,714,50,14
4,1075,715,106,80
4,1075,924,17,13
4,1075,1569,97,62
4,1075,1138,17,3
4,1075,1139,29,6
4,1075,1451,87,26
16,766,1,13,10
16,766,33,167,25
16,766,156,97,3
16,766,487,2215,426
16,766,534,0,0
16,766,535,114,18
16,766,714,62,50
16,766,715,187,51
16,766,716,218,55
16,766,1479,16,72
16,766,1781,697,92
6,1055,154,0,0
6,1055,624,497,141
4,1079,118,14,6
4,1079,534,0,0
4,1079,714,70,4
4,1079,923,1273,38
4,1079,1138,94,37
4,1079,1139,128,53
4,1079,1593,0,0
5,1030,534,0,0
5,1030,1569,146,45
3,1042,923,19,9
3,1042,1219,0,0
3,1042,1220,0,0
16,768,109,5,1
16,768,534,0,0
16,768,662,107,16
16,768,1569,105,32
16,768,1451,7,12
19,293,109,0,0
18,271,103,14,18
18,271,662,55,54
18,271,1479,72,162
18,271,1569,52,31
6,1059,38,89,162
6,1059,103,77,71
6,1059,1569,348,235
5,1032,109,44,18
5,1032,534,0,0
5,1032,535,32,5
5,1032,540,0,0
5,1032,632,51,51
5,1032,717,124,14
4,1082,1,92,5
4,1082,118,73,43
4,1082,534,0,0
4,1082,535,0,0
4,1082,540,0,0
4,1082,714,93,10
4,1082,715,135,41
4,1082,1476,0,0
4,1082,1477,0,0
3,1046,45,50,16
3,1046,109,40,35
3,1046,7,14,3
3,1046,24,162,81
3,1046,535,1,1
3,1046,719,289,178
3,1046,794,0,0
3,1046,924,7,4
3,1046,1476,0,0
3,1046,1477,0,0
16,770,109,8,4
16,770,118,65,34
16,770,120,36,49
16,770,534,0,0
16,770,535,59,4
16,770,540,0,0
16,770,632,13,18
16,770,1451,7,20
18,273,37,218,77
18,273,103,45,71
18,273,535,26,14
19,294,535,26,7
19,294,540,0,0
19,294,1569,249,31
2,1126,534,0,0
2,1126,540,0,0
2,1126,663,2,1
2,1126,1024,0,0
2,1126,1451,104,52
6,1061,142,197,223
6,1061,33,139,16
6,1061,260,31,13
6,1061,535,85,16
6,1061,540,0,0
3,1049,7,929,460
3,1049,535,1,1
3,1049,540,0,0
3,1049,714,31,65
3,1049,715,172,125
3,1049,1569,60,149
3,1049,1451,15,61
5,1036,120,161,16
5,1036,142,1313,87
5,1036,33,1276,1
5,1036,534,0,0
5,1036,535,216,22
5,1036,540,0,0
5,1036,714,420,55
5,1036,716,81,37
5,1036,1451,19,26
2,1129,109,126,15
2,1129,7,399,17
2,1129,535,88,3
2,1129,663,2012,84
2,1129,715,313,114
4,1086,534,0,0
4,1086,535,2,0
4,1086,540,0,0
4,1086,1101,416,7
4,1086,1569,33,20
4,1086,1451,49,14
16,772,109,49,19
16,772,118,515,212
16,772,120,82,32
16,772,15,938,550
16,772,534,0,0
16,772,535,178,45
16,772,540,0,0
16,772,1479,14,17
16,772,1451,19,29
19,296,109,1,1
19,296,535,108,17
19,296,540,0,0
19,296,660,0,0
19,296,1940,48,29
18,275,142,55,44
18,275,534,3,0
18,275,565,0,0
6,1064,38,143,272
6,1064,103,138,157
6,1064,260,88,49
6,1064,540,0,0
2,1132,533,0,0
2,1132,1638,10,2
3,1051,540,0,0
3,1051,663,649,22
3,1051,717,7,13
3,1051,1101,0,0
5,1039,45,162,19
5,1039,540,0,0
5,1039,690,171,55
5,1039,1569,208,65
5,1039,1138,42,30
5,1039,1139,46,31
19,297,72,765,149
19,297,540,0,0
19,297,1898,117,25
4,1089,102,201,326
4,1089,109,37,20
4,1089,534,1,0
4,1089,540,0,0
4,1089,714,49,4
4,1089,1569,64,37
6,1067,534,0,0
6,1067,540,0,0
6,1067,1023,157,45
5,1043,7,735,264
5,1043,487,128,52
5,1043,534,0,0
5,1043,540,0,0
3,1055,1,240,183
3,1055,540,0,0
3,1055,1024,1,3
3,1055,1569,55,104
3,1055,1451,23,51
4,1091,534,0,0
4,1091,540,0,0
4,1091,714,37,58
4,1091,715,159,52
4,1091,1024,305,3
4,1091,1138,52,21
4,1091,1139,72,37
4,1091,1451,85,65
2,1136,534,0,0
2,1136,540,0,0
2,1136,1486,25,8
2,1136,1017,70,41
16,777,7,41,14
16,777,534,0,0
16,777,714,236,518
16,777,715,160,296
16,777,716,903,480
16,777,717,890,190
16,777,870,67,73
19,300,383,210,138
19,300,534,0,0
19,300,660,0,0
19,300,794,0,0
18,278,103,77,109
18,278,662,42,35
6,1070,1096,211,76
5,1045,1,24,10
5,1045,38,622,77
5,1045,534,0,0
5,1045,716,533,110
5,1045,1564,45,6
5,1045,1451,22,25
4,1094,118,30,61
4,1094,24,499,113
4,1094,534,25,0
4,1094,714,47,110
4,1094,1569,88,61
3,1056,38,417,125
3,1056,118,62,68
3,1056,534,0,0
3,1056,716,312,130
3,1056,733,48,10
2,1139,102,0,0
2,1139,103,500,147
2,1139,662,0,0
16,781,120,263,24
16,781,156,98,57
16,781,662,69,27
16,781,1569,63,55
16,781,1451,16,35
16,781,1783,669,312
6,1072,260,14,4
18,281,1569,55,47
16,785,142,1254,128
16,785,7,521,193
16,785,535,38,9
16,785,540,0,0
16,785,632,121,118
16,785,733,655,230
16,785,1479,39,86
16,785,1476,0,0
16,785,1477,0,0
19,304,535,42,3
19,304,540,0,0
19,304,714,92,302
19,304,1451,333,20
5,1048,535,32,5
5,1048,540,0,0
5,1048,1479,31,67
3,1059,109,14,8
3,1059,33,76,10
3,1059,535,0,0
3,1059,540,0,0
3,1059,1569,100,128
3,1059,1476,0,0
3,1059,1477,0,0
4,1097,118,307,193
4,1097,535,2,4
4,1097,714,104,88
4,1097,1783,893,353
18,283,535,3,3
18,283,540,24,21
18,283,662,43,34
2,1142,118,183,42
2,1142,535,89,6
2,1142,714,248,209
2,1142,927,32,46
2,1142,931,459,24
2,1142,1451,95,75
6,1076,38,215,396
6,1076,260,52,41
6,1076,535,55,6
6,1076,540,0,0
6,1076,1005,33,54
16,788,20,251,71
16,788,490,704,144
16,788,535,139,32
16,788,540,0,0
16,788,1451,5,4
5,1051,118,39,14
5,1051,535,128,13
5,1051,540,0,0
5,1051,632,25,25
5,1051,1569,144,57
5,1051,1628,81,82
3,1062,142,632,86
3,1062,535,2,1
3,1062,540,0,0
3,1062,662,54,2
3,1062,714,119,153
3,1062,1024,3,9
3,1062,1783,322,223
19,308,535,117,4
19,308,540,0,0
19,308,1290,615,68
18,285,103,43,62
18,285,142,241,216
18,285,535,13,10
4,1100,109,26,23
4,1100,33,18,0
4,1100,535,1,2
4,1100,1564,135,26
4,1100,1138,116,76
4,1100,1139,269,137
6,1079,103,108,115
6,1079,142,342,220
2,1145,109,96,14
5,1053,118,19,3
5,1053,24,768,64
5,1053,1451,19,27
3,1064,109,7,9
3,1064,1628,135,156
19,310,714,337,480
19,310,1104,194,418
4,1102,662,484,8
4,1102,714,316,162
4,1102,715,317,94
4,1102,716,158,24
4,1102,719,544,25
4,1102,870,259,43
4,1102,1104,716,102
4,1102,1018,345,14
4,1102,1451,146,152
18,287,662,12,11
16,791,1,59,15
16,791,33,332,36
16,791,662,36,9
16,791,870,174,193
16,791,1564,740,13
16,791,1569,106,61
16,791,1451,50,68
19,313,71,616,91
5,1056,118,370,69
5,1056,715,299,90
5,1056,733,218,81
5,1056,1581,0,0
3,1065,103,10,0
3,1065,109,115,46
3,1065,1451,37,64
4,1105,1569,76,71
16,793,662,26,21
16,793,715,205,624
16,793,1288,821,411
2,1148,1018,73,55
2,1148,1569,2,0
2,1148,1451,196,137
6,1082,260,15,13
18,288,103,33,55
18,288,34,73,83
18,288,662,74,58
1,0,383,0,0
1,0,384,0,0
1,0,470,0,0
1,0,260,0,0
1,0,624,0,0
1,0,1032,0,0
1,0,1,0,0
1,0,20,0,0
1,0,21,0,0
1,0,24,0,0
1,0,33,0,0
1,0,38,0,0
1,0,45,0,0
1,0,72,0,0
1,0,490,0,0
1,0,690,0,0
1,0,715,0,0
1,0,716,0,0
1,0,717,0,0
