Talonario,NumFactura,NumFacturaRef,DatoAdicional
1112769519,8784,43538,
1112905778,9401,43539,
1112905778,9401,43540,
1112769519,8785,43541,
1112769519,8786,43542,
1112769519,8786,43543,
1112905778,9402,43544,
1112905778,9402,43545,
1112905778,9403,43546,
1112769519,8787,43547,
1112769519,8787,43548,
1112905778,9404,43549,
1112905778,9404,43550,
1112905778,9405,43551,
1112905778,9406,43553,
1112769519,8788,43554,
1112769519,8789,43555,
1112769519,8790,43556,
1112905778,9407,43552,
1112905778,9408,43557,
1112769519,8791,43558,
1112769519,8791,43559,
1112905778,9409,43560,
1112769519,8792,43562,
1112769519,8793,43564,
1112905778,9410,43563,
1112905778,9411,43561,
1112905778,9412,43565,
1112905778,9413,43566,
1112769519,8794,43567,
1112769519,8794,43569,
1112905778,9414,43570,
1112905778,9415,43571,
1112769519,8795,43572,
1112905778,9416,43568,
1112905778,9417,43573,
1112769519,8796,43574,
1112905778,9418,43575,
1112905778,9419,43576,
1112905778,9420,43577,
1112905778,9420,43578,
1112905778,9420,43579,
1112769519,8797,43580,
1112769519,8798,43581,
1112905778,9421,43582,
1112905778,9421,43583,
1112905778,9422,43584,
1112905778,9423,43585,
1112769519,8799,43586,
1112769519,8799,43587,
1112769519,8799,43588,
1112769519,8799,43589,
1112905778,9424,43590,
1112905778,9425,43591,
1112905778,9426,43592,
1112905778,9427,43593,
1112769519,8800,43594,
1112905778,9428,43595,
1112905778,9429,43596,
1112769519,8801,43597,
1112769519,8801,43598,
1112905778,9430,43599,
1112905778,9431,43600,
1112905778,9432,43601,
1112905778,9432,43602,
1112905778,9433,43603,
1112769519,8802,43604,
1112769519,8803,43605,
1112905778,9434,43606,
1112905778,9434,43607,
1112769519,8804,43608,
1112769519,8805,43609,
1112769519,8806,43610,
1112769519,8807,43611,
1112769519,8807,43612,
1112905778,9435,43613,
1112905778,9435,43614,
1112769519,8808,43615,
1112905778,9436,43616,
1112769519,8809,43617,
1112769519,8810,43618,
1112769519,8811,43619,
1112905778,9437,43620,
1112905778,9438,43621,
1112769519,8812,43622,
1112905778,9439,43623,
1112905778,9440,43624,
1112905778,9441,43625,
1112905778,9442,43626,
1112905778,9443,43627,
1112769519,8813,43628,
1112769519,8814,43629,
1112905778,9444,43630,
1112905778,9445,43631,
1112769519,8815,43632,
1112769519,8816,43633,
1112905778,9446,43634,
1112769519,8817,43635,
1112905778,9447,43636,
1112905778,9448,43637,
1112769519,8818,43638,
1112769519,8819,43639,
1112905778,9449,43640,
1112769519,8820,43641,
1112769519,8820,43642,
1112769519,8821,43647,
1112769519,8822,43648,
1112769519,8823,43649,
1112905778,9450,43650,
1112769519,8824,43651,
1112769519,8825,43652,
1112769519,8826,43653,
1112769519,8827,43654,
1112905778,9451,43655,
1112905778,9451,43656,
1112769519,8828,43657,
1112769519,8829,43658,
1112905778,9452,43659,
1112769519,8830,43660,
1112905778,9453,43661,
1112905778,9454,43662,
1112905778,9455,43663,
1112905778,9456,43664,
1112769519,8831,43665,
1112769519,8832,43665,
1112769519,8833,43666,
1112905778,9457,43667,
1112769519,8834,43668,
1112769519,8835,43669,
1112905778,9458,43670,
1112769519,8836,43671,
1112905778,9459,43672,
1112769519,8837,43673,
1112769519,8838,43643,
1112769519,8839,43674,
1112769519,8840,43675,
1112905778,9460,43676,
1112905778,9461,43677,
1112905778,9462,43678,
1112905778,9462,43679,
1112905778,9463,43680,
1112905778,9464,43681,
1112769519,8841,43683,
1112905778,9465,43682,
1112905778,9465,43684,
1112905778,9465,43685,
1112905778,9466,43686,
1112905778,9467,43687,
1112769519,8842,43689,
1112905778,9468,43688,
1112905778,9469,43690,
1112905778,9470,43691,
1112905778,9471,43692,
1112769519,8843,43693,
1112769519,8844,43695,
1112905778,9472,43694,
1112905778,9472,43696,
1112905778,9473,43697,
1112905778,9473,43698,
1112769519,8845,43699,
1112905778,9474,43700,
1112905778,9475,43701,
1112905778,9476,43702,
1112905778,9477,43703,
1112769519,8846,43704,
1112769519,8847,43705,
1112769519,8848,43706,
1112769519,8849,43707,
1112769519,8850,43710,
1112905778,9478,43708,
1112905778,9478,43709,
1112905778,9479,43711,
1112905778,9480,43712,
1112905778,9481,43713,
1112905778,9482,43714,
1112905778,9483,43715,
1112769519,8851,43716,
1112905778,9484,43717,
1112905778,9485,43718,
1112905778,9486,43719,
1112769519,8852,43720,
1112769519,8852,43721,
1112905778,9487,43722,
1112769519,8853,43723,
1112769519,8854,43724,
1112769519,8854,43726,
1112905778,9488,43725,
1112905778,9488,43727,
1112905778,9489,43728,
1112769519,8855,43737,
1112769519,8856,43736,
1112905778,9490,43738,
1112905778,9490,43739,
1112905778,9491,43740,
1112769519,8857,43741,
1112769519,8858,43742,
1112905778,9492,43743,
1112769519,8859,43744,
1112905778,9493,43745,
1112905778,9493,43746,
1112905778,9494,43747,
1112905778,9494,43748,
1112905778,9495,43749,
1112769519,8860,43750,
1112769519,8861,43751,
1112905778,9496,43752,
1112905778,9497,43753,
1112769519,8862,43754,
1112905778,9498,43755,
1112769519,8863,43756,
1112905778,9499,43757,
1112769519,8864,43758,
1112905778,9500,43759,
1112769519,8865,43760,
1112769519,8866,43761,
1112769519,8867,43762,
1112905778,9501,43763,
1112905778,9502,43764,
1112769519,8868,43765,
1112769519,8869,43766,
1112769519,8870,43767,
1112769519,8870,43768,
1112905778,9503,43769,
1112905778,9503,43770,
1112905778,9504,43771,
1112905778,9504,43772,
1112769519,8871,43773,
1112905778,9505,43774,
1112905778,9505,43775,
1112769519,8872,43776,
1112905778,9506,43777,
1112905778,9507,43778,
1112769519,8873,43779,
1112905778,9508,43780,
1112905778,9509,43781,
1112905778,9509,43782,
1112769519,8874,43783,
1112769519,8875,43784,
1112905778,9510,43785,
1112905778,9511,43786,
1112769519,8876,43787,
1112905778,9512,43788,
1112769519,8877,43789,
1112769519,8878,43790,
1112769519,8879,43791,
1112905778,9513,43792,
1112769519,8880,43793,
1112769519,8881,43794,
1112905778,9514,43795,
1112769519,8882,43796,
1112769519,8882,43797,
1112905778,9515,43798,
1112905778,9516,43799,
1112769519,8883,43800,
1112769519,8884,43801,
1112769519,8885,43802,
1112905778,9517,43803,
1112769519,8886,43804,
1112769519,8887,43805,
1112769519,8888,43806,
1112905778,9518,43807,
1112905778,9518,43808,
1112769519,8889,43809,
1112769519,8889,43810,
1112905778,9519,43811,
1112905778,9520,43812,
1112769519,8890,43813,
1112905778,9521,43814,
1112905778,9522,43815,
1112905778,9523,43816,
1112905778,9524,43817,
1112905778,9525,43818,
1112905778,9525,43819,
1112769519,8891,43820,
1112905778,9526,43821,
1112769519,8892,43822,
1112769519,8892,43823,
1112769519,8893,43824,
1112769519,8893,43825,
1112905778,9527,43826,
1112905778,9528,43827,
1112905778,9529,43828,
1112769519,8894,43829,
1112905778,9530,43830,
1112905778,9531,43831,
1112769519,8895,43832,
1112769519,8896,43833,
1112769519,8897,43834,
1112769519,8898,43835,
1112769519,8899,43836,
1112905778,9532,43837,
1112905778,9533,43838,
1112769519,8900,43839,
1112769519,8900,43840,
1112905778,9534,43841,
1112905778,9534,43842,
1112769519,8901,43843,
1112769519,8902,43844,
1112769519,8903,43845,
1112905778,9535,43846,
1112905778,9535,43847,
1112905778,9536,43848,
1112905778,9536,43849,
1112905778,9537,43850,
1112769519,8904,43851,
1112769519,8905,43852,
1112905778,9538,43853,
1112769519,8906,43854,
1112905778,9539,43855,
1112769519,8907,43856,
1112905778,9540,43857,
1112905778,9541,43858,
1112905778,9542,43859,
1112905778,9543,43860,
1112905778,9544,43862,
1112769519,8908,43861,
1112905778,9545,43863,
1112905778,9546,43864,
1112905778,9546,43865,
1112905778,9547,43866,
1112905778,9548,43867,
1112905778,9549,43868,
1112905778,9549,43869,
1112905778,9549,43870,
1112905778,9550,43871,
1112769519,8909,43872,
1112769519,8910,43873,
1112905778,9551,43874,
1112905778,9552,43875,
1112905778,9552,43876,
1112905778,9553,43877,
1112769519,8911,43878,
1112905778,9554,43879,
1112905778,9555,43880,
1112769519,8912,43881,
1112769519,8913,43882,
1112905778,9556,43883,
1112769519,8914,43884,
1112769519,8915,43885,
1112769519,8916,43886,
1112905778,9557,43887,
1112905778,9558,43888,
1112905778,9559,43889,
1112905778,9609,43981,
1112905778,9611,43890,
1112769519,8917,43891,
1112769519,8918,43892,
1112905778,9561,43893,
1112905778,9562,43894,
1112769519,8919,43895,
1112905778,9563,43896,
1112769519,8920,43897,
1112905778,9564,43898,
1112905778,9565,43899,
1112905778,9566,43900,
1112905778,9567,43901,
1112905778,9567,43902,
1112905778,9567,43903,
1112769519,8921,43904,
1112905778,9568,43905,
1112905778,9569,43906,
1112905778,9570,43907,
1112905778,9571,43908,
1112905778,9572,43910,
1112905778,9573,43911,
1112769519,8922,43912,
1112905778,9574,43914,
1112769519,8923,43915,
1112905778,9575,43916,
1112905778,9576,43917,
1112905778,9577,43918,
1112769519,8924,43913,
1112769519,8925,43919,
1112905778,9578,43920,
1112769519,8926,43921,
1112769519,8927,43922,
1112905778,9579,43923,
1112769519,8928,43909,
1112905778,9580,43924,
1112905778,9581,43925,
1112905778,9582,43926,
1112905778,9582,43927,
1112769519,8929,43928,
1112769519,8929,43929,
1112905778,9583,43930,
1112905778,9584,43931,
1112769519,8930,43932,
1112905778,9585,43933,
1112905778,9586,43934,
1112769519,8931,43935,
1112769519,8932,43936,
1112769519,8933,43937,
1112905778,9587,43938,
1112769519,8934,43939,
1112769519,8935,43940,
1112905778,9588,43941,
1112769519,8936,43942,
1112769519,8937,43943,
1112905778,9589,43944,
1112905778,9590,43945,
1112905778,9591,43946,
1112769519,8938,43947,
1112905778,9592,43948,
1112769519,8939,43949,
1112769519,8940,43950,
1112769519,8941,43951,
1112769519,8942,43952,
1112769519,8943,43953,
1112905778,9593,43954,
1112905778,9594,43955,
1112769519,8944,43956,
1112769519,8944,43957,
1112769519,8945,43958,
1112905778,9595,43959,
1112769519,8946,43960,
1112769519,8947,43961,
1112769519,8948,43962,
1112769519,8949,43963,
1112769519,8949,43964,
1112769519,8950,43965,
1112905778,9596,43966,
1112905778,9596,43967,
1112905778,9597,43968,
1112905778,9598,43969,
1112905778,9599,43970,
1112905778,9600,43971,
1112905778,9601,43972,
1112905778,9602,43973,
1112905778,9603,43974,
1112905778,9604,43975,
1112905778,9605,43976,
1112905778,9606,43977,
1112905778,9607,43978,
1112905778,9607,43979,
1112905778,9608,43980,
1112905778,9560,43890,
1112905778,9610,43982,
1112905778,9612,43983,
1112905778,9613,43984,
1112905778,9614,43985,
1112905778,9615,43986,
1112905778,9616,43986,
1112905778,9617,43987,
1112905778,9618,43988,
1112905778,9619,43989,
1112905778,9619,43990,
1112905778,9620,43991,
1112905778,9621,43992,
1112905778,9622,43993,
1112905778,9623,43994,
1112905778,9624,43995,
1112905778,9625,43996,
1112905778,9626,43997,
1112905778,9627,43998,
1112905778,9628,43999,
1113488407,8951,44000,
1112905778,9629,44001,
1112905778,9630,44002,
1112905778,9631,44003,
1112905778,9631,44004,
1112905778,9632,44005,
1112905778,9632,44006,
1113488407,8952,44007,
1112905778,9633,44008,
1113488407,8953,44009,
1113488407,8954,44009,
1113488407,8955,44010,
1112905778,9634,44011,
1112905778,9634,44012,
1112905778,9635,44013,
1113488407,8956,44014,
1112905778,9636,44015,
1112905778,9637,44016,
1113488407,8957,44017,
1112905778,9638,44017,
1112905778,9639,44018,
1112905778,9640,44019,
1112905778,9641,44020,
1113488407,8958,44021,
1113488407,8959,44022,
1113488407,8960,44023,
1113488407,8961,44024,
1113488407,8962,44025,
1112905778,9642,44026,
1113488407,8963,44027,
1113488407,8964,44028,
1112905778,9643,44029,
1112905778,9644,44030,
1112905778,9645,44031,
1112905778,9645,44032,
1113488407,8965,44033,
1112905778,9646,44034,
1112905778,9647,44035,
1113488407,8966,44036,
1112905778,9648,44037,
1112905778,9649,44038,
1112905778,9650,44038,
1112905778,9651,44039,
1112905778,9652,44040,
1112905778,9653,44041,
1112905778,9654,44043,
1112905778,9655,44044,
1113488407,8967,44039,
1113488407,8968,44042,
1112905778,9656,44045,
1112905778,9657,44046,
1113488407,8969,44047,
1112905778,9658,44048,
1112905778,9659,44049,
1112905778,9660,44050,
1112905778,9661,44051,
1112905778,9662,44052,
1113488407,8974,44053,
1112905778,9663,44055,
1112905778,9663,44056,
1112905778,9663,44054,
1112905778,9664,44057,
1113488407,8970,44058,
1113488407,8971,44059,
1112905778,9665,44060,
1112905778,9666,44061,
1113488407,8972,44062,
1112905778,9667,44064,
1112905778,9667,44063,
1112905778,9668,44065,
1113488407,8973,44066,
1112905778,9669,44067,
1112905778,9670,44068,
1112905778,9671,44069,
1112905778,9672,44070,
1112905778,9673,44071,
1113488407,8975,44072,
1112905778,9674,44073,
1112905778,9675,44074,
1113488407,8976,44075,
1112905778,9676,44076,
1112905778,9677,44078,
1113488407,8977,44080,
1113488407,8977,44079,
1112905778,9678,44077,
1112905778,9678,44081,
1112905778,9679,44082,
1113488407,8978,44086,
1112905778,9680,44085,
1113488407,8979,44087,
1113488407,8980,44088,
1113488407,8981,44089,
1112905778,9681,44083,
1112905778,9681,44084,
1112905778,9682,44090,
1113488407,8982,44092,
1112905778,9683,44091,
1113488407,8983,44093,
1112905778,9684,44094,
1112905778,9685,44095,
1113488407,8984,44096,
1113488407,8985,44097,
1113488407,8985,44098,
1113488407,8986,44099,
1112905778,9686,44100,
1112905778,9687,44101,
1113488407,8987,44102,
1113488407,8988,44103,
1113488407,8989,44104,
1113488407,8990,44105,
1112905778,9688,44106,
1112905778,9689,44107,
1113488407,8991,44108,
1113488407,8992,44109,
1112905778,9690,44111,
1113488407,8993,44110,
1112905778,9691,44112,
1112905778,9692,44113,
1113488407,8994,44114,
1112905778,9693,44115,
1113488407,8995,44116,
1112905778,9694,44117,
1112905778,9695,44118,
1112905778,9696,44119,
1112905778,9697,44120,
1113488407,8996,44121,
1112905778,9698,44122,
1112905778,9699,44124,
1113488407,8997,44125,
1112905778,9700,44126,
1112905778,9701,44127,
1113488407,8998,44128,
1112905778,9702,44123,
1113488407,8999,44129,
1113488407,9000,44130,
1113488407,9001,44131,
1113488407,9002,44131,
1112905778,9703,44132,
1112905778,9704,44133,
1112905778,9705,44134,
1112905778,9706,44136,
1112905778,9706,44135,
1112905778,9707,44136,
1112905778,9707,44135,
1112905778,9708,44137,
1112905778,9709,44138,
1112905778,9709,44139,
1113488407,9003,44140,
1113488407,9004,44141,
1113488407,9005,44142,
1113488407,9006,44143,
1113488407,9007,44144,
1113488407,9008,44145,
1112905778,9710,44146,
1112905778,9711,44147,
1112905778,9711,44148,
1113488407,9009,44148,
1112905778,9712,44147,
1113488407,9010,44149,
1112905778,9713,44150,
1113488407,9011,44151,
1113488407,9011,44152,
1113488407,9011,44153,
1113488407,9012,44154,
1113488407,9013,44155,
1112905778,9714,44156,
1113488407,9014,44157,
1113488407,9015,44158,
1112905778,9715,44159,
1113488407,9016,44160,
1112905778,9716,44161,
1112905778,9717,44162,
1112905778,9718,44163,
1112905778,9719,44164,
1112905778,9720,44165,
1113488407,9017,44166,
1113488407,9018,44167,
1113488407,9019,44168,
1113488407,9020,44169,
1112905778,9721,44170,
1112905778,9722,44171,
1113488407,9021,44172,
1112905778,9723,44173,
1112905778,9724,44174,
1113488407,9022,44175,
1112905778,9725,44176,
1112905778,9726,44177,
1112905778,9727,44178,
1113488407,9023,44179,
1112905778,9728,44180,
1112905778,9728,44181,
1112905778,9728,44182,
1113488407,9024,44183,
1112905778,9729,44184,
1113488407,9025,44185,
1112905778,9730,44186,
1112905778,9731,44187,
1113488407,9026,44188,
1113488407,9027,44189,
1112905778,9732,44190,
1113488407,9028,44191,
1113488407,9029,44192,
1112905778,9733,44193,
1112905778,9733,44194,
1113488407,9030,44195,
1112905778,9734,44196,
1113488407,9031,44197,
1113488407,9032,44198,
1113488407,9033,44199,
1113488407,9034,44200,
1113488407,9035,44203,
1112905778,9735,44204,
1112905778,9736,44205,
1112905778,9737,44207,
1113488407,9036,44206,
1112905778,9738,44208,
1112905778,9739,44209,
1113488407,9037,44210,
1113488407,9037,44211,
1113488407,9038,44212,
1112905778,9740,44213,
1112905778,9741,44214,
1112905778,9742,44215,
1112905778,9743,44216,
1112905778,9744,44217,
1113488407,9039,44218,
1112905778,9745,44219,
1113488407,9040,44220,
1113488407,9040,44221,
1113488407,9041,44223,
1113488407,9041,44222,
1112905778,9746,44224,
1112905778,9747,44226,
1112905778,9747,44227,
1112905778,9747,44225,
1113488407,9042,44228,
1113488407,9043,44229,
1112905778,9748,44230,
1113488407,9044,44231,
1113488407,9045,44232,
1113488407,9046,44234,
1112905778,9749,44235,
1112905778,9750,44238,
1113488407,9047,44240,
1112905778,9751,44233,
1113488407,9048,44241,
1113488407,9049,44242,
1113488420,9752,44233,
1113488407,9050,44244,
1113488420,9753,44236,
1113488420,9754,44237,
1113488420,9755,44243,
1113488420,9756,44239,
1113488407,9051,44245,
1113488420,9757,44246,
1113488407,9052,44247,
1113488420,9758,44248,
1113488420,9759,44249,
1113488420,9760,44251,
1113488407,9053,44250,
1113488420,9761,44252,
1113488407,9054,44253,
1113488407,9054,44254,
1113488420,9762,44255,
1113488407,9055,44256,
1113488420,9763,44257,
1113488407,9056,44258,
1113488407,9057,44259,
1113488420,9764,44260,
1113488420,9765,44262,
1113488407,9058,44261,
1113488407,9059,44263,
1113488407,9060,44264,
1113488407,9061,44265,
1113488407,9062,44266,
1113488420,9766,44267,
1113488420,9766,44268,
1113488407,9063,44269,
1113488420,9767,44270,
1113488420,9767,44271,
1113488420,9768,44272,
1113488407,9064,44273,
1113488420,9769,44274,
1113488407,9065,44276,
1113488407,9065,44275,
1113488420,9770,44277,
1113488407,9066,44278,
1113488420,9771,44279,
1113488420,9772,44280,
1113488407,9067,44281,
1113488420,9773,44282,
1113488420,9773,44283,
1113488420,9774,44284,
1113488407,9068,44285,
1113488407,9069,44286,
1113488407,9070,44287,
1113488420,9775,44288,
1113488420,9776,44289,
1113488420,9777,44290,
1113488420,9778,44291,
1113488407,9071,44292,
1113488407,9072,44293,
1113488407,9072,44294,
1113488407,9073,44296,
1113488407,9073,44295,
1113488407,9074,44297,
1113488420,9779,44298,
1113488407,9075,44300,
1113488407,9076,44301,
1113488407,9077,44302,
1113488407,9078,44303,
1113488407,9079,44304,
1113488407,9080,44305,
1113488420,9780,44306,
1113488420,9780,44307,
1113488420,9781,44308,
1113488420,9782,44299,
1113488407,9081,44309,
1113488420,9783,44312,
1113488420,9783,44310,
1113488420,9783,44311,
1113488420,9784,44313,
1113488407,9082,44314,
1113488420,9785,44315,
1113488420,9786,44316,
1113488407,9083,44317,
1113488420,9787,44318,
1113488420,9788,44319,
1113488407,9084,44320,
1113488407,9085,44321,
1113488407,9086,44322,
1113488420,9789,44323,
1113488420,9790,44324,
