Talonario,NumFactura,NumFacturaRef,DatoAdicional
1114743509,15906,57523,
1114743509,15907,57524,
1114743509,15907,57525,SRTA MARIUXI
1114743509,15908,57526,
1114743509,15909,57527,
1114743498,14740,57528,
1114743498,14741,57529,
1114743498,14742,57530,
1114743509,15910,57531,
1114743509,15911,57532,
1114743509,15912,57533,
1114743509,15913,57534,
1114743509,15914,57535,
1114743509,15915,57536,
1114743498,14743,57537,
1114743509,15916,57538,
1114743498,14744,57539,
1114743509,15917,57540,
1114743498,14745,57541,
1114743498,14746,57542,
1114743509,15918,57543,
1114743509,15919,57544,
1114743509,15920,57546,
1114743509,15920,57545,
1114743509,15921,57547,
1114743498,14747,57548,
1114743498,14748,57549,
1114743509,15922,57550,REHABILITACION IMPLANTES 47-46 /TC 17/ EICKER SUP-IZQ
1114743509,15923,57551,
1114743509,15923,57552,
1114743509,15924,57553,
1114743509,15925,57553,
1114743498,14749,57554,
1114743509,15926,57555,
1114743498,14750,57556,
1114743498,14750,57557,
1114743509,15927,57558,
1114743509,15928,57559,
1114743498,14751,57560,
1114743498,14752,57561,
1114743509,15929,57562,
1114743509,15930,57563,
1114743498,14753,57564,
1114743498,14754,57565,
1114743498,14754,57566,
1114743498,14755,57568,
1114743509,15931,57567,
1114743498,14756,57570,
1114743509,15932,57569,
1114743509,15933,57571,
1114743509,15934,57572,
1114743498,14757,57573,
1114743509,15935,57574,
1114743498,14758,57575,
1114743509,15936,57576,
1114743509,15937,57577,
1114743509,15938,57578,
1114743509,15939,57579,
1114743509,15939,57580,
1114743509,15940,57581,
1114743509,15941,57582,
1114743509,15942,57583,
1114743498,14759,57584,
1114743498,14760,57585,
1114743498,14761,57586,
1114743509,15943,57582,
1114743498,14762,57587,
1114743509,15944,57588,
1114743509,15944,57589,
1114743509,15945,57591,
1114743509,15945,57590,
1114743498,14763,57592,
1114743509,15946,57593,
1114743498,14764,57594,
1114743498,14765,57595,
1114743498,14765,57596,
1114743498,14765,57597,
1114743498,14766,57598,
1114743498,14767,57599,
1114743509,15947,57600,
1114743509,15948,57601,
1114743509,15949,57602,
1114743498,14768,57603,
1114743509,15950,57604,
1114743509,15951,57606,
1114743509,15951,57605,
1114743509,15952,57607,
1114743509,15952,57608,
1114743509,15953,57609,
1114743509,15954,57610,
1114743498,14769,57611,
1114743498,14770,57612,
1114743498,14771,57613,
1114743498,14772,57614,
1114743498,14773,57615,
1114743498,14774,57616,
1114743498,14775,57617,
1114743509,15955,57619,
1114743509,15955,57618,
1114743498,14776,57620,
1114743509,15956,57621,
1114743509,15957,57622,
1114743509,15958,57623,
1114743509,15959,57624,
1114743509,15960,57625,
1114743509,15960,57626,
1114743498,14777,57627,
1114743498,14778,57628,
1114743498,14779,57629,
1114743498,14780,57630,
1114743509,15961,57631,
1114743509,15962,57632,
1114743509,15963,57633,
1114743498,14781,57634,
1114743509,15964,57635,
1114743498,14782,57636,
1114743498,14783,57637,
1114743498,14783,57638,
1114743509,15965,57639,
1114743509,15966,57640,EICKER FLEX
1114743509,15967,57641,
1114743509,15968,57642,
1114743498,14784,57643,
1114743498,14785,57644,
1114743498,14786,57645,
1114743498,14787,57646,
1114743498,14788,57647,
1114743498,14789,57648,
1114743498,14790,57649,
1114743498,14791,57650,
1114743498,14792,57651,
1114743498,14793,57652,
1114743498,14794,57653,
1114743498,14795,57654,
1114743509,15969,57655,
1114743498,14796,57656,
1114743509,15970,57658,
1114743509,15971,57657,
1114743498,14797,57659,
1114743509,15972,57660,
1114743498,14798,57661,
1114743498,14799,57662,
1114743498,14800,57663,
1114743498,14801,57664,
1114743498,14802,57665,
1114743498,14802,57666,
1114743498,14803,57665,
1114743498,14803,57666,
1114743498,14804,57667,
1114743498,14805,57668,
1114743498,14806,57669,
1114743498,14807,57671,
1114743498,14808,57672,
1114743509,15973,57670,
1114743509,15974,57673,
1114743498,14809,57674,
1114743498,14810,57675,
1114743509,15975,57676,
1114743498,14811,57677,
1114743498,14812,57678,
1114743498,14812,57679,
1114743509,15976,57680,
1114743498,14813,57681,
1114743509,15977,57682,
1114743509,15977,57683,
1114743498,14814,57684,
1114743498,14814,57685,
1114743498,14815,57687,
1114743509,15978,57688,
1114743509,15979,57686,
1114743498,14816,57689,
1114743509,15980,57690,
1114743509,15981,57691,
1114743509,15982,57692,
1114743509,15983,57693,
1114743498,14817,57694,
1114743509,15984,57695,
1114743509,15984,57696,
1114743509,15985,57697,
1114743509,15986,57698,
1114743509,15987,57699,
1114743509,15988,57701,
1114743498,14818,57702,
1114743509,15989,57700,
1114743509,15990,57703,
1114743509,15991,57704,
1114743509,15992,57705,
1114743509,15993,57707,
1114743509,15993,57706,
1114743498,14819,57708,
1114743509,15994,57709,
1114743509,15995,57710,
1114743498,14820,57711,
1114743509,15996,57712,
1114743509,15997,57713,
1114743509,15998,57714,
1114743509,15999,57715,
1114743498,14821,57716,
1114743509,16000,57717,
1114743498,14822,57718,
1114743498,14823,57719,
1114743498,14824,57721,
1114743509,16001,57720,
1114743509,16002,57722,
1114743498,14825,57723,
1114743509,16003,57724,
1114743509,16003,57725,
1114743498,14826,57726,
1114743498,14827,57727,
1114743498,14828,57728,
1114743509,16004,57729,
1114743498,14829,57730,
1114743498,14830,57731,
1114743509,16005,57732,
1114743509,16006,57734,
1114743498,14831,57733,
1114743509,16007,57735,
1114743498,14832,57736,
1114743498,14833,57737,
1114743509,16008,57738,
1114743509,16009,57739,
1114743498,14834,57740,
1114743498,14835,57741,
1114743509,16010,57742,
1114743498,14836,57743,
1114743498,14837,57744,
1114743498,14837,57745,
1114743498,14838,57746,
1114743498,14839,57747,
1114743498,14840,57748,
1114743498,14841,57749,
1114743498,14842,57750,
1114743509,16011,57751,
1114743509,16012,57752,
1114743498,14843,57753,
1114743498,14844,57754,
1114743498,14845,57755,
1114743498,14846,57756,
1114743498,14847,57757,
1114743509,16013,57761,
1114743509,16014,57762,
1114743509,16015,57763,
1114743509,16016,57764,
1114743498,14848,57765,
1114743509,16017,57766,
1114743509,16018,57767,
1114743509,16019,57768,
1114743498,14849,57769,
1114743509,16020,57770,
1114743509,16021,57771,
1114743498,14850,57772,
1114743498,14850,57773,
1114743498,14851,57774,
1114743509,16022,57775,
1114743509,16023,57776,
1114743509,16024,57777,
1114743498,14852,57778,
1114743498,14853,57779,
1114743498,14854,57780,
1114743509,16025,57781,
1114743498,14855,57782,
1114743509,16026,57783,
1114743509,16027,57784,
1114743498,14856,57785,
1114743498,14857,57786,
1114743498,14858,57787,
1114743498,14858,57788,
1114743509,16028,57789,
1114743509,16029,57790,
1114743509,16029,57791,
1114743509,16030,57792,
1114743498,14859,57793,
1114743509,16031,57794,
1114743509,16032,57795,
1114743509,16033,57797,
1114743509,16034,57796,
1114743498,14860,57798,
1114743509,16035,57799,
1114743509,16036,57800,
1114743498,14861,57801,
1114743498,14861,57802,
1114743509,16037,57803,
1114743509,16038,57804,
1114743509,16039,57805,
1114743509,16040,57806,
1114743509,16041,57807,
1114743509,16042,57809,
1114743509,16043,57808,
1114743509,16044,57810,
1114743498,14862,57811,
1114743498,14863,57812,
1114743498,14864,57813,
1114743509,16045,57814,
1114743498,14865,57816,
1114743498,14866,57815,
1114743509,16046,57819,
1114743509,16046,57817,
1114743509,16046,57820,
1114743509,16046,57818,
1114743509,16047,57821,
1114743498,14867,57822,
1114743509,16048,57823,
1114743509,16049,57824,
1114743498,14868,57825,
1114743498,14869,57826,
1114743509,16050,57827,
1114743498,14870,57828,
1114743509,16051,57830,
1114743509,16051,57829,
1114743498,14871,57831,
1114743498,14872,57832,
1114743509,16052,57833,
1114743498,14873,57834,
1114743509,16053,57835,
1114743509,16054,57836,
1114743498,14874,57837,
1114743509,16055,57838,
1114743509,16056,57839,
1114743509,16057,57840,
1114743498,14875,57841,
1114743509,16058,57842,
1114743509,16059,57843,
1114743498,14876,57844,
1114743509,16060,57845,CALCE
1114743509,16060,57846,TRATAMIENTO DE CONDUCTO
1114743509,16061,57847,
1114743498,14877,57848,
1114743509,16062,57849,
1114743498,14878,57850,
1114743498,14879,57851,
1114743509,16063,57852,
1114743498,14880,57853,
1114743498,14881,57855,
1114743498,14881,57854,
1114743498,14882,57856,
1114743509,16064,57857,
1114743509,16065,57858,
1114743498,14883,57859,
1114743498,14884,57860,
1114743498,14885,57861,
1114743509,16066,57862,
1114743498,14886,57863,
1114743509,16067,57864,
1114743509,16068,57865,
1114743498,14887,57866,
1114743509,16069,57867,
1114743509,16070,57868,
1114743509,16071,57869,
1114743498,14888,57870,
1114743498,14889,57871,
1114743509,16072,57872,
1114743498,14890,57873,
1114743509,16073,57874,
1114743509,16074,57875,
1114743509,16075,57876,
1114743509,16076,57877,
1114743509,16077,57878,
1114743498,14891,57879,
1114743509,16078,57880,
1114743498,14892,57881,
1114743509,16079,57882,
1114743509,16080,57883,
1114743498,14893,57884,
1114743509,16081,57886,
1114743498,14894,57887,
1114743498,14895,57888,
1114743509,16082,57889,
1114743498,14896,57890,
1114743509,16083,57885,
1114743509,16083,57891,
1114743498,14897,57892,
1114743498,14898,57895,
1114743498,14899,57893,
1114743498,14899,57894,
1114743509,16084,57896,
1114743498,14900,57897,
1114743498,14901,57898,
1114743509,16085,57899,
1114743498,14902,57901,
1114743509,16086,57900,
1114743498,14903,57902,
1114743509,16087,57903,
1114743509,16088,57904,
1114743509,16089,57905,
1114743509,16090,57906,
1114743498,14904,57907,
1114743498,14905,57908,
1114743509,16091,57909,
1114743498,14906,57910,
1114743498,14907,57912,
1114743509,16092,57911,
1114743498,14908,57913,
1114743498,14909,57914,
1114743509,16093,57915,
1114743498,14910,57916,
1114743509,16094,57917,
1114743509,16095,57918,
1114743498,14911,57919,
1114743509,16096,57920,
1114743498,14912,57921,
1114743498,14913,57922,
1114743509,16097,57923,
1114743498,14914,57924,
1114743509,16098,57925,
1114743498,14915,57926,
1114743509,16099,57927,
1114743509,16100,57928,
1114743509,16101,57929,
1114743509,16102,57930,
1114743509,16102,57931,
1114743498,14916,57932,
1114743509,16103,57933,
1114743509,16103,57934,
1114743509,16104,57935,
1114743509,16105,57936,
1114743498,14917,57937,
1114743509,16106,57938,
1114743509,16107,57940,
1114743509,16107,57939,
1114743509,16108,57941,
1114743509,16109,57942,
1114743509,16110,57943,
1114743498,14918,57944,
1114743509,16111,57945,
1114743509,16111,57946,
1114743509,16112,57947,
1114743498,14919,57948,
1114743509,16113,57949,
1114743509,16114,57950,
1114743509,16115,57951,
1114743498,14920,57952,
1114743509,16116,57954,
1114743498,14921,57955,
1114743498,14921,57953,
1114743498,14922,57956,
1114743498,14923,57958,
1114743498,14923,57957,
1114743498,14924,57959,
1114743509,16117,57960,
1114743509,16118,57961,
1114743498,14925,57963,
1114743509,16119,57962,
1114743509,16119,57964,
1114743509,16120,57966,
1114743509,16120,57965,
1114743509,16121,57967,
1114743498,14926,57968,
1114743498,14927,57969,
1114743509,16122,57970,
1114743509,16123,57971,
1114743498,14928,57972,
1114743498,14929,57973,
1114743498,14930,57974,
1114743498,14931,57975,
1114743498,14932,57976,
1114743509,16124,57977,
1114743498,14933,57978,
1114743509,16125,57979,
1114743498,14934,57980,
1114743498,14935,57981,
1114743509,16126,57984,
1114743509,16126,57982,
1114743509,16126,57983,
1114743498,14936,57985,
1114743509,16127,57986,
1114743498,14937,57987,
1114743498,14938,57988,
1114743509,16128,57989,
1114743509,16129,57990,
1114743509,16130,57991,
1114743498,14939,57992,
1114743498,14940,57993,
1114743498,14941,57994,
1114743498,14942,57995,
1114743498,14943,57996,
1114743498,14944,57996,
1114743498,14945,57996,
1114743509,16131,57997,
1114743509,16132,57998,
1114743509,16133,57999,
1114743498,14946,58000,
1114743498,14947,58001,
1114743509,16134,58002,
1114743509,16135,58003,
1114743498,14948,58004,
1114743498,14949,58005,
1114743498,14950,58006,
1114743498,14951,58007,
1114743509,16136,58008,
1114743509,16137,58009,
1114743509,16138,58008,
1114743498,14952,58010,
1114743498,14953,58011,
1114743509,16139,58012,
1114743509,16140,58013,
1114743509,16141,58013,
1114743498,14954,58014,
1114743509,16142,58015,
1114743509,16143,58016,
1114743498,14955,58017,
1114743498,14956,58018,
1114743498,14957,58019,
1114743498,14958,58020,
1114743509,16144,58021,
1114743509,16145,58022,
1114743509,16145,58023,
1114743498,14959,58024,
1114743498,14960,58025,
1114743498,14960,58026,
1114743509,16146,58027,
1114743498,14961,58029,
1114743498,14961,58028,
1114743498,14962,58030,
1114743509,16147,58031,
1114743509,16147,58032,
1114743498,14963,58033,
1114743498,14964,58034,
1114743498,14965,58035,
1114743498,14966,58036,
1114743498,14967,58037,
1114743498,14968,58038,
1114743498,14969,58039,
1114743498,14970,58040,
1114743509,16148,58041,
1114743509,16148,58042,
1114743509,16149,58043,
1114743498,14971,58044,
1114743498,14971,58045,
1114743509,16150,58046,
1114743509,16151,58047,
1114743509,16152,58048,
1114743509,16153,58049,
1114743498,14972,58051,
1114743509,16154,58050,
1114743498,14973,58052,
1114743509,16155,58053,
1114743498,14974,58054,
1114743498,14975,58055,
1114743498,14976,58056,
1114743498,14977,58058,
1114743498,14977,58057,
1114743498,14978,58059,
1114743509,16156,58060,
1114743509,16157,58061,
1114743509,16158,58062,
1114743498,14979,58063,
1114743498,14980,58064,
1114743498,14981,58065,
1114743498,14982,58067,CIRUGIA TERCEROS MOLARES # 18-48
1114743509,16159,58066,
1114743509,16160,58068,
1114743498,14983,58069,
1114743498,14984,58070,
1114743498,14985,58071,
1114743498,14986,58072,
1114743498,14987,58073,
1114743509,16161,58074,
1114743498,14988,58075,
1114743498,14989,58077,
1114743509,16162,58078,
1114743509,16162,58076,
1114743498,14990,58080,
1114743509,16163,58081,
1114743509,16164,58079,
1114743498,14991,58082,
1114743498,14992,58083,
1114743498,14993,58084,
1114743509,16165,58085,
1114743509,16166,58085,
1114743498,14994,58086,
1114743509,16167,58087,
1114743509,16168,58088,
1114743509,16169,58089,
1114743498,14995,58090,
1114743498,14996,58091,
1114743498,14996,58092,
1114743498,14997,58093,
1114743509,16170,58094,
1114743509,16171,58095,
1114743498,14998,58096,
1114743509,16172,58097,
1114743498,14999,58098,
1114743498,15000,58099,
1114743509,16173,58100,
1114743509,16173,58101,
1114743509,16174,58102,
1114743498,15001,58103,
1114743509,16175,58104,
1114743509,16175,58105,
1114743509,16176,58106,
1114743509,16177,58107,
1114743498,15002,58108,
1114743509,16178,58109,
1114743498,15003,58112,
1114743509,16179,58111,
1114743509,16179,58110,
1114743509,16179,58113,
1114743509,16180,58114,
1114743509,16180,58115,
1114743509,16181,58116,
1114743498,15004,58117,
1114743509,16182,58118,
1114743509,16183,58118,
1114743509,16184,58119,
1114743498,15005,58120,
1114743509,16185,58121,
1114743509,16186,58122,
1114743509,16187,58123,
1114743509,16188,58124,
1114743498,15006,58125,
1114743498,15007,58126,
1114743498,15008,58127,
1114743498,15008,58128,
1114743509,16189,58129,
1114743509,16190,58130,
1114743509,16190,58131,
1114743498,15009,58132,
1114743498,15010,58133,
1114743509,16191,58134,
1114743509,16192,58135,
1114743509,16193,58136,
1114743498,15011,58137,
1114743498,15012,58138,
1114743509,16194,58139,
1114743509,16195,58140,
1114743509,16196,58141,
1114743509,16197,58142,
1114743509,16198,58143,
1114743498,15013,58144,
1114743509,16199,58145,
1114743498,15014,58146,
1114743498,15022,58168,
1114743509,16200,58148,
1114743498,15015,58149,
1114743498,15016,58150,
1114743509,16201,58151,
1114743509,16202,58152,
1114743509,16203,58153,
1114743509,16204,58154,
1114743509,16205,58155,
1114743509,16206,58156,
1114743509,16207,58157,
1114743509,16208,58158,
1114743509,16209,58159,
1114743498,15017,58160,
1114743498,15018,58161,
1114743498,15019,58162,
1114743509,16210,58163,
1114743498,15020,58164,
1114743498,15021,58165,
1114743498,15021,58166,
1114743509,16211,58167,
1114743509,16212,58169,
1116279378,15023,58147,
1116279860,16213,58170,
1116279378,15024,58171,
1116279860,16214,58172,
1116279378,15025,58173,
1116279860,16215,58174,
1116279378,15026,58175,
1116279860,16216,58176,
1116279378,15027,58177,
1116279378,15028,58178,
1116279860,16217,58179,
1116279860,16218,58180,
1116279860,16219,58181,
1116279378,15029,58182,
1116279378,15030,58183,
1116279860,16220,58184,
1116279378,15031,58185,
1116279860,16221,58186,
1116279378,15032,58187,
1116279860,16222,58188,
1116279860,16223,58189,
1116279860,16224,58190,
1116279860,16225,58192,
1116279860,16225,58191,
1116279860,16226,58193,
1116279860,16227,58194,
1116279378,15033,58195,
1116279378,15034,58196,
1116279378,15035,58197,
1116279378,15036,58198,
1116279378,15037,58199,
1116279860,16228,58200,
1116279860,16228,58201,
1116279860,16229,58202,
1116279860,16230,58203,
1116279860,16231,58204,
1116279378,15038,58205,
1116279860,16232,58206,
1116279860,16233,58207,
1116279860,16234,58208,
1116279860,16235,58209,
1116279860,16236,58210,
1116279860,16237,58211,
1116279860,16238,58212,
1116279378,15039,58213,
1116279860,16239,58214,
1116279860,16240,58215,
1116279860,16241,58216,
1116279860,16242,58217,
1116279860,16242,58218,
1116279860,16243,58219,
1116279378,15040,58220,CALCES # 45-46-47 TC # 46 INCRUSTACION # 46
1116279860,16244,58221,
1116279860,16245,58222,
1116279378,15041,58223,
1116279860,16246,58224,
1116279860,16247,58225,
1116279860,16248,58226,
1116279860,16249,58227,
1116279860,16250,58228,
1116279378,15042,58229,
1116279378,15043,58230,
1116279378,15044,58231,
1116279378,15045,58231,
1116279378,15046,58232,
1116279860,16251,58233,
1116279860,16252,58234,
1116279378,15047,58235,
1116279860,16253,58236,
1116279860,16254,58237,
1116279860,16255,58238,
1116279378,15048,58240,CIRUGIA DE TRECER MOLAR PIEZA # 38
1116279860,16256,58241,
1116279378,15049,58240,CIRUGIA DE TERCER MOLAR PIEZA # 38
1116279860,16257,58242,
1116279860,16258,58243,
1116279860,16259,58239,
1116279860,16260,58244,
1116279860,16260,58245,
1116279860,16261,58246,
1116279378,15050,58247,
1116279860,16262,58248,
1116279860,16262,58249,
1116279378,15051,58250,
1116279860,16263,58248,
1116279860,16263,58249,
1116279860,16264,58251,
1116279378,15052,58252,
1116279378,15053,58254,
1116279378,15054,58255,
1116279860,16265,58256,
1116279378,15055,58257,
1116279860,16266,58258,
1116279378,15056,58259,
1116279860,16267,58260,
1116279378,15057,58261,
1116279860,16268,58253,
1116279378,15058,58262,
1116279378,15059,58263,
1116279860,16269,58264,
1116279378,15060,58265,
1116279378,15061,58266,
1116279860,16270,58267,
1116279860,16271,58268,
1116279378,15062,58270,
1116279378,15062,58269,
1116279378,15063,58271,
1116279378,15064,58272,
1116279860,16272,58273,
1116279378,15065,58274,
1116279860,16273,58275,
1116279378,15066,58276,
1116279860,16274,58277,
1116279378,15067,58278,
1116279378,15068,58279,
1116279378,15069,58280,
1116279378,15070,58281,
1116279860,16275,58282,
1116279378,15071,58283,
1116279378,15072,58284,
1116279378,15073,58285,
1116279378,15073,58286,
1116279378,15074,58287,
1116279378,15075,58288,
1116279378,15076,58289,
1116279378,15077,58290,
1116279378,15078,58291,
1116279860,16276,58292,
1116279860,16277,58293,
1116279860,16278,58294,
1116279860,16279,58295,
1116279378,15079,58296,
1116279860,16280,58297,
1116279378,15080,58298,
1116279378,15081,58299,
1116279378,15082,58300,
1116279378,15083,58301,
1116279378,15084,58302,
1116279860,16281,58303,
1116279860,16282,58304,
1116279860,16283,58305,
1116279378,15085,58306,
1116279378,15086,58307,
1116279860,16284,58308,
1116279860,16285,58309,
1116279860,16286,58310,
1116279378,15087,58311,
1116279378,15088,58312,
1116279860,16287,58313,
1116279378,15089,58314,
1116279378,15090,58315,
1116279378,15090,58316,
1116279860,16288,58317,
1116279860,16289,58318,
1116279860,16290,58319,
1116279860,16291,58320,
1116279378,15091,58321,
1116279860,16292,58322,
1116279378,15092,58323,
1116279860,16293,58324,
1116279378,15093,58325,
1116279860,16294,58326,
1116279860,16295,58327,
1116279378,15094,58328,
1116279860,16296,58329,
1116279860,16297,58330,
1116279378,15095,58332,
1116279860,16298,58331,
1116279378,15096,58333,
1116279378,15097,58334,
1116279860,16299,58335,
1116279378,15098,58336,
1116279860,16300,58337,
1116279378,15099,58338,
1116279378,15100,58339,
1116279860,16301,58340,
1116279378,15101,58342,
1116279378,15101,58341,
1116279860,16302,58343,
1116279860,16303,58344,
1116279860,16304,58345,
1116279378,15102,58346,
1116279860,16305,58347,
1116279860,16306,58348,
1116279860,16307,58349,
1116279860,16308,58351,
1116279860,16308,58350,
1116279860,16309,58352,
1116279378,15103,58353,
1116279860,16310,58354,
1116279860,16311,58355,
1116279860,16312,58356,
1116279860,16313,58357,
1116279860,16314,58358,
1116279378,15104,58359,
1116279378,15105,58360,
1116279378,15106,58361,
1116279860,16315,58362,
1116279860,16315,58363,
1116279378,15107,58364,
1116279860,16316,58365,
1116279378,15108,58366,
1116279378,15109,58367,
1116279378,15110,58368,
1116279378,15111,58369,
1116279378,15112,58370,
1116279860,16317,58371,
1116279378,15113,58372,
1116279860,16318,58373,
1116279378,15114,58374,
1116279860,16319,58375,
1116279860,16320,58376,
1116279378,15115,58377,
1116279378,15116,58378,
1116279860,16321,58380,
1116279860,16321,58379,
1116279860,16322,58381,
1116279860,16323,58382,
1116279860,16324,58383,
1116279860,16325,58384,
1116279860,16325,58385,
1116279860,16326,58386,
1116279860,16327,58387,
1116279860,16328,58388,
1116279378,15117,58389,
1116279860,16329,58390,
1116279860,16330,58391,
1116279378,15118,58392,
1116279860,16331,58393,
1116279378,15119,58394,
1116279378,15120,58395,
1116279378,15121,58396,
1116279860,16332,58397,
1116279860,16332,58398,
1116279378,15122,58399,
1116279378,15123,58400,
1116279378,15123,58401,
1116279378,15124,58402,
1116279378,15125,58403,
1116279860,16333,58404,
1116279378,15126,58405,
1116279378,15127,58406,
1116279378,15128,58407,
1116279860,16334,58408,
1116279378,15129,58409,
1116279860,16335,58410,
1116279378,15130,58411,
1116279860,16336,58413,
1116279378,15131,58414,
1116279378,15131,58415,
1116279860,16337,58416,
1116279860,16338,58417,
1116279860,16339,58418,
1116279860,16340,58419,
1116279378,15132,58420,
1116279378,15133,58421,
1116279860,16341,58422,
1116279860,16342,58423,
1116279860,16343,58424,
1116279860,16344,58425,
1116279378,15134,58426,
1116279378,15135,58427,
1116279378,15136,58429,
1116279378,15136,58428,
1116279860,16345,58430,
1116279378,15137,58431,
1116279860,16346,58432,
1116279860,16347,58433,
1116279860,16348,58434,
1116279860,16349,58435,
1116279378,15138,58436,
1116279378,15139,58437,
1116279378,15140,58438,
1116279378,15141,58439,
1116279378,15142,58440,
1116279378,15143,58441,
1116279860,16350,58442,
1116279378,15144,58443,
1116279378,15145,58444,
1116279378,15146,58445,
1116279378,15147,58446,
1116279378,15147,58447,
1116279378,15148,58448,
1116279378,15149,58451,
1116279860,16351,58449,
1116279860,16351,58450,
1116279378,15150,58452,
1116279860,16352,58453,
1116279378,15151,58454,
1116279860,16353,58455,
1116279378,15152,58457,
1116279860,16354,58456,
1116279378,15153,58458,
1116279860,16355,58459,
1116279378,15154,58460,
1116279378,15155,58461,
1116279378,15156,58462,
1116279860,16356,58463,
1116279860,16356,58464,
1116279860,16357,58466,
1116279860,16357,58467,
1116279378,15157,58465,
1116279378,15158,58468,
1116279860,16358,58469,
1116279378,15159,58470,
1116279378,15160,58472,
1116279860,16359,58471,
1116279860,16360,58473,
1116279860,16361,58474,
1116279860,16362,58475,
1116279378,15161,58476,
1116279860,16363,58477,
1116279860,16364,58478,
1116279860,16364,58479,
1116279860,16365,58480,
1116279860,16365,58481,
1116279860,16365,58483,
1116279860,16365,58482,
1116279378,15162,58484,
1116279378,15162,58485,
1116279860,16366,58486,
1116279860,16367,58487,
1116279860,16368,58488,
1116279378,15163,58489,
1116279860,16369,58491,
1116279860,16370,58492,
1116279860,16371,58493,
1116279860,16372,58494,
1116279860,16373,58495,
1116279860,16374,58490,
1116279860,16375,58496,
1116279860,16375,58497,
1116279378,15164,58498,
1116279860,16376,58499,
1116279860,16377,58500,
1116279860,16378,58501,
1116279860,16379,58502,
1116279378,15165,58503,
1116279860,16380,58504,
1116279378,15166,58505,
1116279378,15167,58506,
1116279860,16381,58507,
1116279860,16382,58508,
1116279860,16383,58509,
1116279860,16384,58510,
1116279378,15168,58511,
1116279378,15169,58512,
1116279378,15170,58514,
1116279860,16385,58513,
1116279860,16386,58515,
1116279860,16387,58516,
1116279378,15171,58517,
1116279378,15172,58518,
1116279378,15173,58519,
1116279860,16388,58520,
1116279860,16388,58521,
1116279860,16389,58522,
1116279378,15174,58523,
1116279378,15175,58524,
1116279378,15176,58525,
1116279860,16390,58526,
1116279860,16391,58527,
1116279860,16392,58528,
1116279860,16393,58529,
1116279378,15177,58531,
1116279860,16394,58530,
1116279860,16395,58533,
1116279378,15178,58534,
1116279860,16396,58535,
1116279378,15179,58532,
1116279378,15180,58536,
1116279860,16397,58537,
1116279860,16397,58538,
1116279378,15181,58539,
1116279378,15182,58540,
1116279860,16398,58541,
1116279378,15183,58542,
1116279378,15184,58543,
1116279378,15184,58544,
1116279860,16399,58545,
1116279860,16400,58546,
1116279860,16401,58547,
1116279860,16402,58548,
1116279860,16403,58548,
1116279378,15185,58506,
1116279378,15186,58549,
1116279860,16404,58551,
1116279378,15187,58550,
1116279860,16405,58552,
1116279860,16406,58553,
1116279860,16407,58554,
1116279378,15188,58555,
1116279860,16408,58556,
1116279860,16409,58557,
1116279378,15189,58558,
1116279378,15190,58559,
1116279378,15191,58560,
1116279860,16410,58561,
1116279378,15192,58562,
1116279378,15193,58563,
1116279378,15194,58564,
1116279378,15195,58565,
1116279378,15196,58566,
1116279378,15197,58567,
1116279378,15198,58568,
1116279860,16411,58569,
1116279860,16412,58570,
1116279378,15199,58571,
1116279378,15200,58572,
1116279860,16413,58573,
1116279378,15201,58574,
1116279860,16414,58575,
1116279860,16415,58576,
1116279378,15202,58577,
1116279860,16416,58578,
1116279378,15203,58579,
1116279378,15204,58580,
1116279860,16417,58581,
1116279860,16417,58582,
1116279860,16418,58583,
1116279860,16418,58584,
1116279860,16419,58585,
1116279860,16420,58586,
1116279860,16421,58587,
1116279378,15205,58591,
1116279860,16422,58588,
1116279860,16422,58589,
1116279378,15206,58592,
1116279860,16423,58590,
1116279378,15207,58593,
1116279860,16424,58594,
1116279860,16425,58595,
1116279378,15208,58596,
1116279860,16426,58597,
1116279378,15209,58598,
1116279378,15210,58600,
1116279378,15210,58599,
1116279860,16427,58601,
1116279860,16428,58603,
1116279860,16428,58602,
1116279860,16429,58604,
1116279860,16430,58605,
1116279378,15211,58606,
1116279860,16431,58607,
1116279860,16432,58608,
1116279378,15212,58609,
1116279378,15213,58610,
1116279860,16433,58611,
1116279378,15214,58612,
1116279860,16434,58613,
1116279860,16435,58614,
1116279378,15215,58615,
1116279378,15216,58616,
1116279378,15217,58617,
1116279860,16436,58618,
1116279378,15218,58619,
1116279378,15219,58620,
1116279378,15220,58621,
1116279378,15221,58622,
1116279378,15222,58624,
1116279860,16437,58625,
1116279860,16438,58626,
1116279860,16439,58628,
1116279378,15223,58627,
1116279378,15224,58629,
1116279860,16440,58630,
1116279860,16441,58631,
1116279860,16442,58623,
1116279860,16442,58632,
1116279378,15225,58633,
1116279860,16443,58634,
1116279860,16444,58635,
1116279860,16445,58636,
1116279378,15226,58637,
1116279860,16446,58638,
1116279860,16447,58639,
1116279860,16448,58640,
1116279378,15227,58641,
1116279860,16449,58642,
1116279860,16450,58643,
1116279860,16451,58644,
1116279860,16452,58645,
1116279378,15228,58646,
1116279860,16453,58647,
1116279860,16454,58648,
1116279860,16455,58649,
1116279860,16456,58650,
1116279860,16457,58651,
1116279860,16458,58652,
1116279860,16459,58653,
1116279860,16460,58654,
1116279860,16461,58655,
1116279378,15229,58656,
1116279378,15230,58657,
1116279378,15231,58658,
1116279860,16462,58659,
