iidGarantia,iidDetalle
309220,297875
309312,309220
309567,296664
309568,296663
309569,296665
309588,296667
309589,296668
309590,296669
309637,261255
309662,304769
309925,305125
309973,286870
309974,132526
310457,308542
310509,304786
310613,291343
310662,310613
310979,296989
311183,305530
311478,307572
311864,307935
312205,303427
312206,294774
312221,304862
312222,295227
312292,311533
312465,77160
312466,287494
312583,303974
312603,285169
312629,77161
312630,287543
312659,296756
312660,296757
312918,77162
312919,287580
313082,312909
313501,312720
313605,312844
313922,307047
313923,307710
314219,311994
314220,311997
314343,309761
314391,304789
314506,309869
314550,312110
314633,311533
314740,310509
314747,282549
314790,314343
314870,314634
314894,283129
314962,312579
315099,312722
315101,313359
315228,310059
316207,299595
316415,299670
316416,299671
316417,299673
316418,299674
316419,299675
316420,299702
316428,314790
316495,314506
316607,300115
316608,300118
316609,300124
316610,300125
316611,300126
316612,300127
316746,307355
316748,307357
316749,307358
316915,314299
317085,310864
317156,311843
317159,315912
317241,315959
317253,273635
317331,307110
317352,317253
317353,273764
317383,301802
317490,317370
317774,317640
318020,296433
318111,285859
318175,302556
318176,302553
318201,316765
318206,296912
318225,296634
318377,302135
318544,302308
318545,302624
318975,310169
318976,310172
318977,310173
319326,318019
319327,318240
319328,309634
319717,303158
319738,319737
319761,303200
319767,303342
319780,319738
319800,319109
319989,283188
320121,319785
320128,303377
320129,303380
320316,290140
320317,290141
320318,290142
320319,290143
320320,290144
320321,290455
320322,290456
320323,290457
320324,290458
320325,290459
320338,262813
320339,262814
320340,262815
320341,262814
320342,262815
320343,262816
320344,262817
320346,281503
320347,281517
320348,281536
320351,281537
320352,281538
320362,318622
320482,253295
320521,307558
320649,319490
321029,297329
321168,307969
321190,320172
321191,320395
321192,320472
321253,317779
321386,271191
321405,271191
321417,317788
321494,271228
321501,244169
321516,317841
321538,271466
321559,244309
321605,315924
321606,315925
321879,295901
321880,315529
321881,296064
321882,296066
321945,321810
322091,321351
322195,290981
322196,290982
322197,290983
322198,290984
322293,290981
322364,319060
322712,322445
322864,313277
322892,321952
322893,322188
322984,322343
323091,322579
323229,317959
323230,318020
323314,318225
323413,309450
323442,318341
323513,318635
323544,320721
323630,321302
323640,323097
323703,312205
323704,312206
323845,318955
323886,303663
323978,321320
323993,318956
324048,324045
324228,321323
324229,323684
324372,323847
324373,323848
324476,323554
324477,316634
324478,323555
324479,323554
324483,321498
324719,316983
324722,316340
324733,324385
324836,315880
325062,316332
325125,318905
325131,320729
325394,293400
325552,293657
325861,295219
325862,295220
325863,312221
325864,312222
325939,325173
325985,325764
326007,304026
326178,322364
326204,321427
326265,326204
326447,293917
326605,315832
326804,316013
326834,316014
326994,316710
327037,325985
327076,325988
327091,318728
327297,318844
327505,196883
327537,317100
327584,322692
327641,326009
327653,322064
327732,324165
327733,324167
327734,324167
327735,324167
327736,324168
327737,324169
327738,324170
327739,324171
327740,324173
327741,324174
327742,324175
327743,324176
327744,324177
327745,324178
327800,322290
327804,323009
327806,323013
327990,327680
327991,327679
328052,326677
328053,326678
328085,324441
328086,324442
328087,324443
328088,324444
328089,324445
328091,324446
328092,324447
328093,324448
328094,324449
328095,324450
328096,324451
328097,324453
328098,324454
328242,328239
328244,328238
328245,328240
328246,328240
328438,326008
328439,326223
328536,326638
328624,328529
328629,328625
328768,328627
328769,328628
328858,326311
328965,326676
329015,326903
329276,327653
329330,329142
329331,329143
329387,327800
329460,328566
329576,324039
330009,326031
330036,326994
330037,327537
330038,316812
330106,326605
330107,326804
330108,326834
330197,329820
330198,329822
330199,329825
330371,320316
330372,320317
330373,320318
330374,320319
330375,320320
330376,320068
330377,320321
330378,320322
330379,320323
330380,320324
330381,320325
330383,320140
330503,277145
330504,277148
330566,329154
330754,329892
330858,329891
330909,277525
330910,277526
330981,319544
331060,330041
331063,330040
331084,331071
331107,319557
331152,326824
331213,319652
331261,329251
331409,326919
331412,327094
331627,331085
331749,331091
331754,312344
331757,312407
331969,331607
331984,331803
332264,331023
332341,331574
332343,331636
332384,332372
332396,330089
332610,330753
332807,331213
332945,332807
333403,332892
333413,328526
333438,330616
333439,330618
333478,283945
333610,333227
333660,291404
333661,291407
333859,333228
333886,291743
333887,291745
333890,291747
333891,291749
333902,333136
333903,333136
333904,333135
333905,333213
333906,333212
334043,333385
334692,330981
334773,306868
334774,307132
334775,307133
334914,331107
335049,327862
335324,334987
335357,327732
335358,324166
335359,327735
335360,327736
335361,327737
335362,327738
335363,327739
335364,327740
335365,327741
335366,327742
335367,327743
335368,327744
335369,327745
335448,334988
335836,329777
335838,335633
335870,334914
335947,335718
335963,332945
336004,335425
336252,318365
336253,318641
336255,307373
336463,335963
336510,332178
336511,332179
336512,332180
336765,333012
336799,323152
336800,323153
336801,323154
336802,323155
336803,323150
336804,323151
336978,323398
336979,323399
336980,323401
336981,323400
336982,323403
336983,323402
337052,329324
337066,336023
337067,336420
337069,331495
337286,320389
337287,320431
337306,331619
337538,336908
337547,315909
337705,331762
337779,322885
337780,322888
337781,323032
337801,326926
337868,335379
338671,338452
338672,338451
338796,263739
338833,264046
338901,300640
339045,338586
339133,338634
339166,337798
339253,338657
339397,338379
339398,339397
339515,335992
339547,339300
339562,339302
339571,336424
339938,339351
340392,339166
340393,339253
340413,336174
340465,332040
340573,337069
340574,337306
340575,337705
340576,331993
340581,340493
340633,339771
340642,337502
340665,278739
340684,337068
340685,337344
340726,338042
340790,325233
340791,325216
340792,325233
340797,325216
340831,339421
340952,278210
340976,340864
340984,340296
340985,340295
340986,340478
341058,340593
341072,339544
341339,334909
341423,340344
341432,340003
341505,340665
341874,327237
341990,327480
342014,341909
342070,313213
342071,313301
342092,339667
342251,341526
342252,341640
342596,333563
342785,268470
343066,268881
343067,268800
343219,343051
343663,341207
344231,316345
345243,343111
345368,339674
345482,332341
345913,344438
345914,344455
346453,335722
346504,335768
346858,320012
346946,338254
347115,343048
347168,341385
347203,296616
347204,296617
347213,320253
347299,341274
347340,336618
347394,317219
347396,345587
347431,320590
347445,340380
347472,345619
347516,345737
347555,346559
347605,347470
347714,331705
347749,346173
347750,346528
347783,333445
347797,347240
347842,346111
347859,318636
347973,346188
347976,340684
347988,318636
347989,318634
347990,320063
348057,297562
348081,340685
348097,336531
348107,346054
348161,336445
348196,346189
348200,335623
348244,335703
348285,343190
348287,347960
348345,346760
348346,346761
348385,346937
348388,346938
348415,336583
348447,335805
348464,346627
348470,225353
348560,348423
348575,346869
348613,348494
348616,344239
348659,346879
348662,347817
348858,347827
348931,328465
349030,348858
349050,348610
349051,348611
349052,348773
349053,348774
349086,348893
349087,348894
349304,346782
349335,348339
349337,348745
349364,332117
349522,346681
349625,349478
349626,349479
349769,298120
349773,298424
349868,341720
349963,349719
350007,347976
350353,341214
350425,350280
350445,348996
350556,349137
350802,320661
350830,321628
350888,348619
351074,348081
351084,350903
351094,322105
351167,349016
351196,322267
351228,350087
351229,350087
351318,292651
351515,350294
351537,350182
351608,351457
351640,348444
351706,348479
351829,347408
351856,321142
351857,321262
351861,334692
351882,347506
351956,315657
351957,315657
351982,335870
351983,336463
351993,342435
352033,350748
352053,315715
352072,345308
352127,342608
352329,351292
352414,351310
