iIdActivo,sUbicacion,vResponsable,dFechaMovimiento,sNuevaUbicacion,vNuevoResponsable,vusuario,vusuarioAut
1501,1,Andrea,2007-06-13 13:01:00,NULL,NULL,dbo,NULL
1502,1,susana,2007-06-14 10:20:00,NULL,NULL,dbo,NULL
1503,1,susana,2007-06-14 10:26:00,NULL,NULL,dbo,NULL
1504,1,susana,2007-06-14 10:28:00,NULL,NULL,dbo,NULL
1505,1,susana,2007-06-14 10:37:00,NULL,NULL,dbo,NULL
1506,1,susana,2007-06-14 10:38:00,NULL,NULL,dbo,NULL
1507,1,susana,2007-06-14 10:39:00,NULL,NULL,dbo,NULL
1508,1,susana,2007-06-14 10:40:00,NULL,NULL,dbo,NULL
1509,1,susana,2007-06-14 10:41:00,NULL,NULL,dbo,NULL
1510,1,susana,2007-06-14 10:42:00,NULL,NULL,dbo,NULL
1511,1,susana,2007-06-14 10:45:00,NULL,NULL,dbo,NULL
1512,1,susana,2007-06-14 10:46:00,NULL,NULL,dbo,NULL
1513,1,susana,2007-06-14 10:46:00,NULL,NULL,dbo,NULL
1514,10,vherreria,2007-06-14 10:48:00,NULL,NULL,dbo,NULL
1515,10,vherreria,2007-06-14 10:51:00,NULL,NULL,dbo,NULL
1516,10,vherreria,2007-06-14 10:52:00,NULL,NULL,dbo,NULL
1517,10,vherreria,2007-06-14 10:53:00,NULL,NULL,dbo,NULL
1518,10,vherreria,2007-06-14 10:54:00,NULL,NULL,dbo,NULL
1519,10,vherreria,2007-06-14 10:55:00,NULL,NULL,dbo,NULL
1520,10,vherreria,2007-06-14 10:56:00,NULL,NULL,dbo,NULL
1521,10,vherreria,2007-06-14 10:57:00,NULL,NULL,dbo,NULL
1522,10,vherreria,2007-06-14 10:58:00,NULL,NULL,dbo,NULL
1523,10,vherreria,2007-06-14 10:59:00,NULL,NULL,dbo,NULL
1524,10,vherreria,2007-06-14 11:00:00,NULL,NULL,dbo,NULL
1527,1,susana,2007-06-28 11:06:00,NULL,NULL,dbo,NULL
1528,2,rmoreira,2007-06-28 11:08:00,NULL,NULL,dbo,NULL
1529,2,rmoreira,2007-06-28 11:09:00,NULL,NULL,dbo,NULL
1530,1,susana,2007-07-18 11:35:00,NULL,NULL,dbo,NULL
1531,1,susana,2007-07-18 11:36:00,NULL,NULL,dbo,NULL
1565,4,ghidalgo,2007-07-20 12:20:00,NULL,NULL,dbo,NULL
1566,4,ghidalgo,2007-07-20 12:22:00,NULL,NULL,dbo,NULL
1567,4,ghidalgo,2007-07-20 12:23:00,NULL,NULL,dbo,NULL
1568,4,ghidalgo,2007-07-20 12:24:00,NULL,NULL,dbo,NULL
1569,4,ghidalgo,2007-07-20 12:25:00,NULL,NULL,dbo,NULL
1570,4,ghidalgo,2007-07-20 12:26:00,NULL,NULL,dbo,NULL
1571,4,ghidalgo,2007-07-20 12:28:00,NULL,NULL,dbo,NULL
1572,4,ghidalgo,2007-07-20 12:30:00,NULL,NULL,dbo,NULL
1573,4,ghidalgo,2007-07-20 12:31:00,NULL,NULL,dbo,NULL
1574,4,ghidalgo,2007-07-20 12:32:00,NULL,NULL,dbo,NULL
1575,4,ghidalgo,2007-07-20 12:32:00,NULL,NULL,dbo,NULL
1576,4,ghidalgo,2007-07-20 12:33:00,NULL,NULL,dbo,NULL
1577,4,ghidalgo,2007-07-20 12:34:00,NULL,NULL,dbo,NULL
1578,4,ghidalgo,2007-07-20 12:34:00,NULL,NULL,dbo,NULL
1579,4,ghidalgo,2007-07-20 12:35:00,NULL,NULL,dbo,NULL
1580,4,ghidalgo,2007-07-20 12:36:00,NULL,NULL,dbo,NULL
1581,4,ghidalgo,2007-07-20 12:36:00,NULL,NULL,dbo,NULL
1582,4,ghidalgo,2007-07-20 12:37:00,NULL,NULL,dbo,NULL
1583,4,ghidalgo,2007-07-20 12:38:00,NULL,NULL,dbo,NULL
1584,4,ghidalgo,2007-07-20 12:38:00,NULL,NULL,dbo,NULL
1585,4,ghidalgo,2007-07-20 12:39:00,NULL,NULL,dbo,NULL
1586,4,ghidalgo,2007-07-20 12:40:00,NULL,NULL,dbo,NULL
1587,4,ghidalgo,2007-07-20 12:41:00,NULL,NULL,dbo,NULL
1588,4,ghidalgo,2007-07-20 12:42:00,NULL,NULL,dbo,NULL
1589,4,ghidalgo,2007-07-20 12:44:00,NULL,NULL,dbo,NULL
1590,4,ghidalgo,2007-07-20 12:46:00,NULL,NULL,dbo,NULL
1591,4,ghidalgo,2007-07-20 12:47:00,NULL,NULL,dbo,NULL
1592,4,ghidalgo,2007-07-20 12:48:00,NULL,NULL,dbo,NULL
1593,4,ghidalgo,2007-07-20 12:49:00,NULL,NULL,dbo,NULL
1594,4,ghidalgo,2007-07-20 12:49:00,NULL,NULL,dbo,NULL
1598,4,ghidalgo,2007-07-21 10:16:00,NULL,NULL,dbo,NULL
1599,4,ghidalgo,2007-07-21 10:17:00,NULL,NULL,dbo,NULL
1600,4,ghidalgo,2007-07-21 10:17:00,NULL,NULL,dbo,NULL
1601,4,ghidalgo,2007-07-21 10:18:00,NULL,NULL,dbo,NULL
1602,4,ghidalgo,2007-07-21 10:19:00,NULL,NULL,dbo,NULL
1603,4,ghidalgo,2007-07-21 10:20:00,NULL,NULL,dbo,NULL
1604,4,ghidalgo,2007-07-21 10:21:00,NULL,NULL,dbo,NULL
1605,4,ghidalgo,2007-07-21 10:21:00,NULL,NULL,dbo,NULL
1606,4,ghidalgo,2007-07-21 10:23:00,NULL,NULL,dbo,NULL
1607,4,ghidalgo,2007-07-21 10:24:00,NULL,NULL,dbo,NULL
1608,4,ghidalgo,2007-07-21 10:25:00,NULL,NULL,dbo,NULL
1609,4,ghidalgo,2007-07-21 10:25:00,NULL,NULL,dbo,NULL
1610,4,ghidalgo,2007-07-21 10:26:00,NULL,NULL,dbo,NULL
1611,4,ghidalgo,2007-07-21 10:38:00,NULL,NULL,dbo,NULL
1612,4,ghidalgo,2007-07-21 10:39:00,NULL,NULL,dbo,NULL
1613,4,ghidalgo,2007-07-21 10:39:00,NULL,NULL,dbo,NULL
1614,4,ghidalgo,2007-07-21 10:40:00,NULL,NULL,dbo,NULL
1615,4,ghidalgo,2007-07-21 10:42:00,NULL,NULL,dbo,NULL
1618,2,rmoreira,2007-07-31 09:54:00,NULL,NULL,dbo,NULL
1619,3,jlandi,2007-07-31 10:05:00,NULL,NULL,dbo,NULL
1620,3,jlandi,2007-07-31 10:06:00,NULL,NULL,dbo,NULL
1621,4,ghidalgo,2007-07-31 10:08:00,NULL,NULL,dbo,NULL
1622,4,ghidalgo,2007-07-31 10:10:00,NULL,NULL,dbo,NULL
1623,4,ghidalgo,2007-07-31 10:11:00,NULL,NULL,dbo,NULL
1624,4,ghidalgo,2007-07-31 10:13:00,NULL,NULL,dbo,NULL
1625,4,ghidalgo,2007-07-31 10:13:00,NULL,NULL,dbo,NULL
1626,4,ghidalgo,2007-07-31 10:14:00,NULL,NULL,dbo,NULL
1627,4,ghidalgo,2007-07-31 10:15:00,NULL,NULL,dbo,NULL
1628,4,ghidalgo,2007-07-31 10:17:00,NULL,NULL,dbo,NULL
1629,4,ghidalgo,2007-07-31 10:17:00,NULL,NULL,dbo,NULL
1630,4,ghidalgo,2007-07-31 10:19:00,NULL,NULL,dbo,NULL
1631,4,ghidalgo,2007-07-31 10:20:00,NULL,NULL,dbo,NULL
1632,5,pavila,2007-07-31 10:21:00,NULL,NULL,dbo,NULL
1633,5,pavila,2007-07-31 10:22:00,NULL,NULL,dbo,NULL
1634,5,pavila,2007-07-31 10:24:00,NULL,NULL,dbo,NULL
1635,5,pavila,2007-07-31 10:25:00,NULL,NULL,dbo,NULL
1636,5,pavila,2007-07-31 10:26:00,NULL,NULL,dbo,NULL
1637,5,pavila,2007-07-31 10:27:00,NULL,NULL,dbo,NULL
1638,11,jcedeño,2007-07-31 10:29:00,NULL,NULL,dbo,NULL
1639,11,jcedeño,2007-07-31 10:30:00,NULL,NULL,dbo,NULL
1640,11,jcedeño,2007-07-31 10:32:00,NULL,NULL,dbo,NULL
1641,11,jcedeño,2007-07-31 10:33:00,NULL,NULL,dbo,NULL
1642,4,ghidalgo,2007-07-31 12:56:00,NULL,NULL,dbo,NULL
1643,2,rmoreira,2007-08-01 09:34:00,NULL,NULL,dbo,NULL
1644,3,jlandi,2007-08-01 10:09:00,NULL,NULL,dbo,NULL
1645,10,vherreria,2007-08-01 11:15:00,NULL,NULL,dbo,NULL
1646,11,jcedeño,2007-08-07 10:17:00,NULL,NULL,dbo,NULL
1647,11,jcedeño,2007-08-07 10:18:00,NULL,NULL,dbo,NULL
1648,1,susana,2007-08-08 09:56:00,NULL,NULL,dbo,NULL
1649,5,pavila,2007-08-09 12:01:00,NULL,NULL,dbo,NULL
1650,5,pavila,2007-08-09 12:03:00,NULL,NULL,dbo,NULL
1651,5,pavila,2007-08-09 12:04:00,NULL,NULL,dbo,NULL
1652,5,pavila,2007-08-09 12:05:00,NULL,NULL,dbo,NULL
1653,5,pavila,2007-08-09 12:07:00,NULL,NULL,dbo,NULL
1654,5,pavila,2007-08-09 12:08:00,NULL,NULL,dbo,NULL
1658,5,pavila,2007-09-12 12:33:00,NULL,NULL,dbo,NULL
1659,5,pavila,2007-09-13 09:43:00,NULL,NULL,dbo,NULL
1660,5,pavila,2007-09-13 09:48:00,NULL,NULL,dbo,NULL
1661,5,pavila,2007-09-13 09:50:00,NULL,NULL,dbo,NULL
1662,5,pavila,2007-09-13 10:07:00,NULL,NULL,dbo,NULL
1663,5,pavila,2007-09-13 10:08:00,NULL,NULL,dbo,NULL
1664,5,pavila,2007-09-13 10:10:00,NULL,NULL,dbo,NULL
1665,3,jlandi,2007-09-13 10:18:00,NULL,NULL,dbo,NULL
1666,3,jlandi,2007-09-13 10:19:00,NULL,NULL,dbo,NULL
1667,3,jlandi,2007-09-13 10:21:00,NULL,NULL,dbo,NULL
1668,4,ghidalgo,2007-09-13 10:23:00,NULL,NULL,dbo,NULL
1669,4,ghidalgo,2007-09-13 10:24:00,NULL,NULL,dbo,NULL
1670,4,ghidalgo,2007-09-13 10:27:00,NULL,NULL,dbo,NULL
1671,11,jcedeño,2007-09-13 10:31:00,NULL,NULL,dbo,NULL
1672,11,jcedeño,2007-09-13 10:32:00,NULL,NULL,dbo,NULL
1673,11,jcedeño,2007-09-13 10:34:00,NULL,NULL,dbo,NULL
1674,11,jcedeño,2007-09-13 10:39:00,NULL,NULL,dbo,NULL
1675,11,jcedeño,2007-09-13 10:41:00,NULL,NULL,dbo,NULL
1676,2,rmoreira,2007-09-13 10:45:00,NULL,NULL,dbo,NULL
1677,2,rmoreira,2007-09-13 10:50:00,NULL,NULL,dbo,NULL
1678,2,rmoreira,2007-09-13 10:52:00,NULL,NULL,dbo,NULL
1679,2,rmoreira,2007-09-13 10:53:00,NULL,NULL,dbo,NULL
1680,2,rmoreira,2007-09-13 10:55:00,NULL,NULL,dbo,NULL
1681,2,rmoreira,2007-09-13 10:56:00,NULL,NULL,dbo,NULL
1682,2,rmoreira,2007-09-13 10:58:00,NULL,NULL,dbo,NULL
1683,1,susana,2007-09-13 11:06:00,NULL,NULL,dbo,NULL
1684,1,susana,2007-09-13 11:09:00,NULL,NULL,dbo,NULL
1685,1,susana,2007-09-13 11:12:00,NULL,NULL,dbo,NULL
1686,1,susana,2007-09-13 11:15:00,NULL,NULL,dbo,NULL
1687,1,susana,2007-09-13 11:17:00,NULL,NULL,dbo,NULL
1688,1,susana,2007-09-13 11:18:00,NULL,NULL,dbo,NULL
1689,1,susana,2007-09-13 11:19:00,NULL,NULL,dbo,NULL
1694,1,susana,2007-09-18 11:35:00,NULL,NULL,dbo,NULL
1695,1,Andrea,2007-09-18 11:36:00,NULL,NULL,dbo,NULL
1696,1,Andrea,2007-09-18 11:39:00,NULL,NULL,dbo,NULL
1697,1,Andrea,2007-09-18 11:40:00,NULL,NULL,dbo,NULL
1698,1,Andrea,2007-09-18 11:42:00,NULL,NULL,dbo,NULL
1699,1,Andrea,2007-09-18 11:44:00,NULL,NULL,dbo,NULL
1700,1,susana,2007-09-18 11:45:00,NULL,NULL,dbo,NULL
1701,1,susana,2007-09-18 11:46:00,NULL,NULL,dbo,NULL
1702,1,susana,2007-09-18 11:47:00,NULL,NULL,dbo,NULL
1703,1,susana,2007-09-18 11:48:00,NULL,NULL,dbo,NULL
1704,1,susana,2007-09-18 11:51:00,NULL,NULL,dbo,NULL
1705,1,susana,2007-09-18 11:52:00,NULL,NULL,dbo,NULL
1706,1,susana,2007-09-18 11:52:00,NULL,NULL,dbo,NULL
1707,1,susana,2007-09-18 11:53:00,NULL,NULL,dbo,NULL
1708,1,susana,2007-09-18 11:54:00,NULL,NULL,dbo,NULL
1709,1,susana,2007-09-18 11:56:00,NULL,NULL,dbo,NULL
1710,1,susana,2007-09-18 11:57:00,NULL,NULL,dbo,NULL
1711,1,susana,2007-09-18 11:57:00,NULL,NULL,dbo,NULL
1712,1,susana,2007-09-18 11:58:00,NULL,NULL,dbo,NULL
1713,1,susana,2007-09-18 11:59:00,NULL,NULL,dbo,NULL
1714,1,susana,2007-09-18 11:59:00,NULL,NULL,dbo,NULL
1715,2,rmoreira,2007-09-19 10:56:00,NULL,NULL,dbo,NULL
1716,4,ghidalgo,2007-09-20 11:52:00,NULL,NULL,dbo,NULL
1717,4,ghidalgo,2007-09-20 11:55:00,NULL,NULL,dbo,NULL
1718,1,susana,2007-09-20 12:36:00,NULL,NULL,dbo,NULL
1763,1,susana,2007-09-21 11:02:00,NULL,NULL,dbo,NULL
1764,1,susana,2007-09-21 11:02:00,NULL,NULL,dbo,NULL
1765,1,susana,2007-09-21 11:03:00,NULL,NULL,dbo,NULL
1766,1,susana,2007-09-21 11:04:00,NULL,NULL,dbo,NULL
1767,1,susana,2007-09-21 11:05:00,NULL,NULL,dbo,NULL
1768,1,susana,2007-09-21 11:05:00,NULL,NULL,dbo,NULL
1769,1,susana,2007-09-21 11:08:00,NULL,NULL,dbo,NULL
1778,5,pavila,2007-09-21 12:35:00,NULL,NULL,dbo,NULL
1525,2,rmoreira,2007-06-15 11:35:00,NULL,NULL,dbo,NULL
1526,2,rmoreira,2007-06-15 11:36:00,NULL,NULL,dbo,NULL
1779,5,pavila,2007-09-21 12:36:00,NULL,NULL,dbo,NULL
1780,5,pavila,2007-09-21 12:37:00,NULL,NULL,dbo,NULL
1781,5,pavila,2007-09-21 12:38:00,NULL,NULL,dbo,NULL
1782,5,pavila,2007-09-21 12:39:00,NULL,NULL,dbo,NULL
1783,5,pavila,2007-09-21 12:41:00,NULL,NULL,dbo,NULL
1784,5,pavila,2007-09-21 12:42:00,NULL,NULL,dbo,NULL
1785,5,pavila,2007-09-21 12:42:00,NULL,NULL,dbo,NULL
1786,5,pavila,2007-09-21 12:43:00,NULL,NULL,dbo,NULL
1788,9,vherreria,2007-09-27 09:36:00,NULL,NULL,dbo,NULL
1789,1,susana,2007-09-27 09:47:00,NULL,NULL,dbo,NULL
1790,1,susana,2007-09-27 09:48:00,NULL,NULL,dbo,NULL
1791,1,susana,2007-09-27 10:56:00,NULL,NULL,dbo,NULL
1792,1,susana,2007-09-27 10:58:00,NULL,NULL,dbo,NULL
1793,9,vherreria,2007-09-27 12:18:00,NULL,NULL,dbo,NULL
1794,9,vherreria,2007-09-27 12:20:00,NULL,NULL,dbo,NULL
1795,9,vherreria,2007-09-27 12:22:00,NULL,NULL,dbo,NULL
1796,9,vherreria,2007-09-27 12:24:00,NULL,NULL,dbo,NULL
1797,9,vherreria,2007-09-27 12:26:00,NULL,NULL,dbo,NULL
1798,10,vherreria,2007-09-27 12:29:00,NULL,NULL,dbo,NULL
1799,10,vherreria,2007-09-27 12:30:00,NULL,NULL,dbo,NULL
1800,10,vherreria,2007-09-27 12:33:00,NULL,NULL,dbo,NULL
1801,10,vherreria,2007-09-27 12:34:00,NULL,NULL,dbo,NULL
1802,1,susana,2007-09-27 12:36:00,NULL,NULL,dbo,NULL
1803,1,susana,2007-09-27 12:38:00,NULL,NULL,dbo,NULL
1804,1,susana,2007-09-27 12:40:00,NULL,NULL,dbo,NULL
1805,1,susana,2007-09-27 12:41:00,NULL,NULL,dbo,NULL
1806,1,susana,2007-09-27 12:42:00,NULL,NULL,dbo,NULL
1807,1,susana,2007-09-27 12:44:00,NULL,NULL,dbo,NULL
1808,1,susana,2007-09-27 12:46:00,NULL,NULL,dbo,NULL
1809,1,susana,2007-09-27 12:47:00,NULL,NULL,dbo,NULL
1810,1,susana,2007-09-27 12:48:00,NULL,NULL,dbo,NULL
1811,1,susana,2007-09-27 12:50:00,NULL,NULL,dbo,NULL
1812,1,susana,2007-09-27 13:23:00,NULL,NULL,dbo,NULL
1819,2,rmoreira,2007-09-28 11:32:00,NULL,NULL,dbo,NULL
1820,2,rmoreira,2007-09-28 11:33:00,NULL,NULL,dbo,NULL
1821,2,rmoreira,2007-10-08 11:11:00,NULL,NULL,dbo,NULL
1822,2,rmoreira,2007-10-08 11:12:00,NULL,NULL,dbo,NULL
1823,2,rmoreira,2007-10-08 11:13:00,NULL,NULL,dbo,NULL
1824,2,rmoreira,2007-10-08 11:14:00,NULL,NULL,dbo,NULL
1825,2,rmoreira,2007-10-08 11:15:00,NULL,NULL,dbo,NULL
1826,2,rmoreira,2007-10-08 11:18:00,NULL,NULL,dbo,NULL
1827,2,rmoreira,2007-10-08 11:19:00,NULL,NULL,dbo,NULL
1828,2,rmoreira,2007-10-08 12:10:00,NULL,NULL,dbo,NULL
1829,2,rmoreira,2007-10-08 12:11:00,NULL,NULL,dbo,NULL
1830,2,rmoreira,2007-10-08 12:15:00,NULL,NULL,dbo,NULL
1831,2,rmoreira,2007-10-08 12:16:00,NULL,NULL,dbo,NULL
1832,2,rmoreira,2007-10-08 12:17:00,NULL,NULL,dbo,NULL
1833,2,rmoreira,2007-10-08 12:18:00,NULL,NULL,dbo,NULL
1834,2,rmoreira,2007-10-08 12:20:00,NULL,NULL,dbo,NULL
1835,2,rmoreira,2007-10-08 12:21:00,NULL,NULL,dbo,NULL
1836,2,rmoreira,2007-10-08 12:22:00,NULL,NULL,dbo,NULL
1837,2,rmoreira,2007-10-08 12:23:00,NULL,NULL,dbo,NULL
1838,3,mmiranda,2007-10-08 12:26:00,NULL,NULL,dbo,NULL
1839,3,mmiranda,2007-10-08 12:33:00,NULL,NULL,dbo,NULL
1840,2,rmoreira,2007-10-08 12:34:00,NULL,NULL,dbo,NULL
1841,4,ghidalgo,2007-10-08 12:35:00,NULL,NULL,dbo,NULL
1842,4,ghidalgo,2007-10-08 12:37:00,NULL,NULL,dbo,NULL
1843,4,ghidalgo,2007-10-08 12:37:00,NULL,NULL,dbo,NULL
1844,4,ghidalgo,2007-10-08 12:38:00,NULL,NULL,dbo,NULL
1845,4,ghidalgo,2007-10-08 12:39:00,NULL,NULL,dbo,NULL
1846,4,ghidalgo,2007-10-08 12:40:00,NULL,NULL,dbo,NULL
1847,11,jcedeño,2007-10-08 12:41:00,NULL,NULL,dbo,NULL
1848,1,susana,2007-10-08 12:42:00,NULL,NULL,dbo,NULL
1849,1,susana,2007-10-08 12:43:00,NULL,NULL,dbo,NULL
1850,2,rmoreira,2007-10-10 09:56:00,NULL,NULL,dbo,NULL
1851,2,rmoreira,2007-10-10 09:57:00,NULL,NULL,dbo,NULL
1852,3,mmiranda,2007-10-10 11:38:00,NULL,NULL,dbo,NULL
1855,6,gcastro,2007-10-17 12:29:00,NULL,NULL,dbo,NULL
1861,4,ghidalgo,2007-10-20 13:14:00,NULL,NULL,dbo,NULL
1862,4,ghidalgo,2007-10-20 13:15:00,NULL,NULL,dbo,NULL
1863,2,rmoreira,2007-10-20 13:16:00,NULL,NULL,dbo,NULL
1864,1,susana,2007-10-23 10:29:00,NULL,NULL,dbo,NULL
1865,1,susana,2007-10-23 10:31:00,NULL,NULL,dbo,NULL
1871,8,rmoreira,2007-10-30 10:55:00,NULL,NULL,dbo,NULL
1872,8,rmoreira,2007-10-30 10:57:00,NULL,NULL,dbo,NULL
1873,8,rmoreira,2007-10-30 10:59:00,NULL,NULL,dbo,NULL
1877,1,susana,2007-10-31 09:52:00,NULL,NULL,dbo,NULL
1878,1,susana,2007-10-31 09:55:00,NULL,NULL,dbo,NULL
1879,1,susana,2007-10-31 11:33:00,NULL,NULL,dbo,NULL
1880,8,rmoreira,2007-11-07 11:21:00,NULL,NULL,dbo,NULL
1881,4,ghidalgo,2007-11-09 11:18:00,NULL,NULL,dbo,NULL
1882,4,ghidalgo,2007-11-09 11:19:00,NULL,NULL,dbo,NULL
1883,4,ghidalgo,2007-11-09 11:20:00,NULL,NULL,dbo,NULL
1884,4,ghidalgo,2007-11-09 11:21:00,NULL,NULL,dbo,NULL
1885,4,ghidalgo,2007-11-09 11:21:00,NULL,NULL,dbo,NULL
1886,4,ghidalgo,2007-11-09 11:22:00,NULL,NULL,dbo,NULL
1887,4,ghidalgo,2007-11-09 11:23:00,NULL,NULL,dbo,NULL
1888,4,ghidalgo,2007-11-09 11:24:00,NULL,NULL,dbo,NULL
1889,4,ghidalgo,2007-11-09 11:25:00,NULL,NULL,dbo,NULL
1890,4,ghidalgo,2007-11-09 11:25:00,NULL,NULL,dbo,NULL
1891,4,ghidalgo,2007-11-09 11:26:00,NULL,NULL,dbo,NULL
1892,4,ghidalgo,2007-11-09 11:27:00,NULL,NULL,dbo,NULL
1893,4,ghidalgo,2007-11-09 11:28:00,NULL,NULL,dbo,NULL
1894,4,ghidalgo,2007-11-09 11:29:00,NULL,NULL,dbo,NULL
1895,4,ghidalgo,2007-11-09 11:30:00,NULL,NULL,dbo,NULL
1896,4,ghidalgo,2007-11-09 11:31:00,NULL,NULL,dbo,NULL
1897,4,ghidalgo,2007-11-09 11:32:00,NULL,NULL,dbo,NULL
1904,9,vherreria,2007-11-14 12:15:00,NULL,NULL,dbo,NULL
1905,1,susana,2007-11-15 11:39:00,NULL,NULL,dbo,NULL
1906,1,susana,2007-11-15 11:50:00,NULL,NULL,dbo,NULL
1907,1,susana,2007-11-15 11:53:00,NULL,NULL,dbo,NULL
1908,1,susana,2007-11-15 11:56:00,NULL,NULL,dbo,NULL
1909,10,vherreria,2007-11-20 09:34:00,NULL,NULL,dbo,NULL
1910,8,rmoreira,2007-11-20 09:36:00,NULL,NULL,dbo,NULL
1918,1,susana,2007-11-27 10:01:00,NULL,NULL,dbo,NULL
1920,1,susana,2007-11-27 10:04:00,NULL,NULL,dbo,NULL
1921,1,susana,2007-11-27 10:07:00,NULL,NULL,dbo,NULL
1922,1,susana,2007-11-27 10:07:00,NULL,NULL,dbo,NULL
1923,1,susana,2007-11-27 10:10:00,NULL,NULL,dbo,NULL
1924,10,vherreria,2007-12-10 09:47:00,NULL,NULL,dbo,NULL
1925,7,Andrea,2007-12-10 09:57:00,NULL,NULL,dbo,NULL
1926,7,Andrea,2007-12-10 09:58:00,NULL,NULL,dbo,NULL
1927,7,Andrea,2007-12-10 09:59:00,NULL,NULL,dbo,NULL
1929,1,susana,2007-12-12 09:23:00,NULL,NULL,dbo,NULL
1931,1,susana,2007-12-12 09:25:00,NULL,NULL,dbo,NULL
1932,1,susana,2007-12-12 09:26:00,NULL,NULL,dbo,NULL
1933,1,susana,2007-12-12 09:52:00,NULL,NULL,dbo,NULL
1934,1,susana,2007-12-12 12:34:00,NULL,NULL,dbo,NULL
1430,11,jcedeño,2007-12-18 00:00:00,15,Parrobo,susana,NULL
1445,11,jcedeño,2007-12-18 00:00:00,15,Parrobo,susana,NULL
1448,11,jcedeño,2007-12-18 00:00:00,15,Parrobo,susana,NULL
1444,11,jcedeño,2007-12-18 00:00:00,15,Parrobo,susana,NULL
551,3,mmiranda,2007-12-18 00:00:00,15,Parrobo,susana,NULL
585,3,mmiranda,2007-12-18 00:00:00,15,Parrobo,susana,NULL
618,3,mmiranda,2007-12-18 00:00:00,15,Parrobo,susana,NULL
524,3,mmiranda,2007-12-18 00:00:00,15,Parrobo,susana,NULL
500,3,mmiranda,2007-12-18 00:00:00,15,Parrobo,susana,NULL
66,5,pavila,2007-12-18 00:00:00,15,Parrobo,susana,NULL
32,5,pavila,2007-12-18 00:00:00,15,Parrobo,susana,NULL
228,5,pavila,2007-12-18 00:00:00,15,Parrobo,susana,NULL
229,5,pavila,2007-12-18 00:00:00,15,Parrobo,susana,NULL
241,5,pavila,2007-12-18 00:00:00,15,Parrobo,susana,NULL
253,5,pavila,2007-12-18 00:00:00,15,Parrobo,susana,NULL
1654,5,pavila,2007-12-18 00:00:00,15,Parrobo,susana,NULL
144,6,gcastro,2007-12-18 00:00:00,15,Parrobo,susana,NULL
269,6,gcastro,2007-12-18 00:00:00,15,Parrobo,susana,NULL
768,4,ghidalgo,2007-12-18 00:00:00,15,Parrobo,susana,NULL
830,4,ghidalgo,2007-12-18 00:00:00,15,Parrobo,susana,NULL
775,4,ghidalgo,2007-12-18 00:00:00,15,Parrobo,susana,NULL
874,4,ghidalgo,2007-12-18 00:00:00,15,Parrobo,susana,NULL
844,4,ghidalgo,2007-12-18 00:00:00,15,Parrobo,susana,NULL
857,4,ghidalgo,2007-12-18 00:00:00,15,Parrobo,susana,NULL
861,4,ghidalgo,2007-12-18 00:00:00,15,Parrobo,susana,NULL
847,4,ghidalgo,2007-12-18 00:00:00,15,Parrobo,susana,NULL
876,4,ghidalgo,2007-12-18 00:00:00,15,Parrobo,susana,NULL
940,4,ghidalgo,2007-12-18 00:00:00,15,Parrobo,susana,NULL
764,4,ghidalgo,2007-12-18 00:00:00,15,Parrobo,susana,NULL
511,3,mmiranda,2007-12-19 00:00:00,16,Parrobo,susana,NULL
1838,3,mmiranda,2007-12-19 00:00:00,16,Parrobo,susana,NULL
1561,3,mmiranda,2007-12-19 00:00:00,16,Parrobo,susana,NULL
1554,3,mmiranda,2007-12-19 00:00:00,16,Parrobo,susana,NULL
50,5,pavila,2007-12-19 00:00:00,16,Parrobo,susana,NULL
259,5,pavila,2007-12-19 00:00:00,16,Parrobo,susana,NULL
257,5,pavila,2007-12-19 00:00:00,15,Parrobo,susana,NULL
1658,5,pavila,2007-12-19 00:00:00,2,rmoreira,susana,NULL
1659,5,pavila,2007-12-19 00:00:00,3,mmiranda,susana,NULL
1661,5,pavila,2007-12-19 00:00:00,4,ghidalgo,susana,NULL
1417,11,jcedeño,2007-12-19 00:00:00,15,Parrobo,susana,NULL
1418,11,jcedeño,2007-12-19 00:00:00,15,Parrobo,susana,NULL
118,6,gcastro,2007-12-19 00:00:00,15,Parrobo,susana,NULL
1241,6,gcastro,2007-12-19 00:00:00,9,vherreria,susana,NULL
1242,6,gcastro,2007-12-19 00:00:00,9,vherreria,susana,NULL
1240,6,gcastro,2007-12-19 00:00:00,9,vherreria,susana,NULL
1243,6,gcastro,2007-12-19 00:00:00,9,vherreria,susana,NULL
1244,6,gcastro,2007-12-19 00:00:00,9,vherreria,susana,NULL
1532,1,susana,2007-07-18 11:41:00,NULL,NULL,dbo,NULL
1533,1,susana,2007-07-18 11:42:00,NULL,NULL,dbo,NULL
1534,1,susana,2007-07-18 11:43:00,NULL,NULL,dbo,NULL
1535,1,susana,2007-07-18 11:44:00,NULL,NULL,dbo,NULL
1536,1,susana,2007-07-18 11:45:00,NULL,NULL,dbo,NULL
1537,1,susana,2007-07-18 11:45:00,NULL,NULL,dbo,NULL
1538,1,susana,2007-07-18 11:46:00,NULL,NULL,dbo,NULL
1539,1,susana,2007-07-18 11:48:00,NULL,NULL,dbo,NULL
1540,1,susana,2007-07-18 11:50:00,NULL,NULL,dbo,NULL
1541,1,susana,2007-07-18 11:51:00,NULL,NULL,dbo,NULL
1542,1,susana,2007-07-18 11:51:00,NULL,NULL,dbo,NULL
1543,1,susana,2007-07-18 11:53:00,NULL,NULL,dbo,NULL
