iIdBodega,iIdTipoMov,iIdMovimiento,iIdproducto,dCantidad,iIdBodegaSolicita,dCantidadAprobada,StockActual
1,1,406,51,7.0000,6,7.0000,17.00
1,1,407,167,2.0000,6,2.0000,8.00
1,1,407,160,1.0000,6,1.0000,11.00
1,1,407,41,1.0000,6,1.0000,0.00
1,1,407,141,1.0000,6,1.0000,1.00
1,1,407,194,1.0000,6,1.0000,0.00
1,1,408,7,2.0000,6,2.0000,16.00
1,1,188,187,1.0000,3,1.0000,54.00
1,1,409,3,4.0000,6,4.0000,11.00
1,1,409,195,2.0000,6,2.0000,25.00
1,1,409,27,1.0000,6,1.0000,7.00
1,1,410,167,2.0000,6,2.0000,6.00
1,1,410,142,1.0000,6,1.0000,2.00
1,1,410,136,1.0000,6,1.0000,1.00
1,1,410,160,1.0000,6,1.0000,10.00
1,1,410,145,1.0000,6,1.0000,6.00
1,1,66,185,40.0000,5,0.0000,49.00
1,1,66,130,1.0000,5,0.0000,4.00
1,1,66,136,1.0000,5,1.0000,1.00
1,1,66,42,1.0000,5,1.0000,0.00
1,1,189,109,2.0000,3,2.0000,2.00
1,1,189,164,4.0000,3,4.0000,23.00
1,1,189,136,1.0000,3,1.0000,0.00
1,1,411,2,4.0000,6,4.0000,32.00
1,1,411,4,2.0000,6,2.0000,16.00
1,1,411,161,4.0000,6,4.0000,56.00
1,1,411,29,1.0000,6,1.0000,9.00
1,1,411,168,5.0000,6,5.0000,12.00
1,1,411,51,5.0000,6,5.0000,12.00
1,1,190,187,2.0000,3,2.0000,52.00
1,1,190,183,1.0000,3,1.0000,0.00
1,1,412,120,1.0000,6,1.0000,30.00
1,1,412,167,2.0000,6,2.0000,4.00
1,1,412,160,1.0000,6,1.0000,9.00
1,1,412,142,1.0000,6,1.0000,1.00
1,1,412,122,2.0000,6,2.0000,0.00
1,1,413,7,1.0000,6,1.0000,15.00
1,1,67,197,1.0000,5,1.0000,299.00
1,1,68,170,10.0000,5,10.0000,0.00
1,1,68,185,49.0000,5,49.0000,0.00
1,1,68,130,1.0000,5,1.0000,3.00
1,1,414,3,4.0000,6,4.0000,7.00
1,1,414,195,4.0000,6,4.0000,21.00
1,1,414,2,2.0000,6,2.0000,30.00
1,1,414,27,1.0000,6,1.0000,6.00
1,1,414,121,5.0000,6,5.0000,4.00
1,1,415,167,2.0000,6,2.0000,2.00
1,1,415,52,1.0000,6,1.0000,2.00
1,1,416,2,2.0000,6,2.0000,28.00
1,1,416,51,9.0000,6,9.0000,3.00
1,1,416,29,1.0000,6,1.0000,8.00
1,1,416,4,2.0000,6,2.0000,14.00
1,1,417,167,2.0000,6,2.0000,0.00
1,1,417,141,1.0000,6,1.0000,0.00
1,1,417,160,1.0000,6,1.0000,6.00
1,1,69,197,149.0000,5,149.0000,150.00
1,1,9,46,1.0000,1,1.0000,0.00
1,1,191,164,4.0000,3,4.0000,19.00
1,1,191,160,2.0000,3,2.0000,6.00
1,1,191,117,4.0000,3,4.0000,12.00
1,1,70,46,1.0000,5,1.0000,5.00
1,1,71,172,500.0000,5,500.0000,1500.00
1,1,418,2,6.0000,6,6.0000,22.00
1,1,418,3,6.0000,6,6.0000,51.00
1,1,418,4,4.0000,6,4.0000,20.00
1,1,418,161,8.0000,6,8.0000,48.00
1,1,418,51,5.0000,6,5.0000,48.00
1,1,419,167,2.0000,6,2.0000,22.00
1,1,419,160,1.0000,6,1.0000,5.00
1,1,419,41,2.0000,6,2.0000,2.00
1,1,419,52,1.0000,6,1.0000,1.00
1,1,419,138,1.0000,6,1.0000,1.00
1,1,72,170,50.0000,5,50.0000,0.00
1,1,192,192,3.0000,3,3.0000,5.00
1,1,192,164,4.0000,3,4.0000,15.00
1,1,192,117,2.0000,3,2.0000,10.00
1,1,193,176,1.0000,3,1.0000,9.00
1,1,193,200,1.0000,3,1.0000,15.00
1,1,193,187,1.0000,3,1.0000,51.00
1,1,193,181,10.0000,3,10.0000,49.00
1,1,193,178,1.0000,3,1.0000,1.00
1,1,420,195,4.0000,6,4.0000,17.00
1,1,420,3,4.0000,6,4.0000,47.00
1,1,420,4,4.0000,6,4.0000,16.00
1,1,420,51,8.0000,6,8.0000,40.00
1,1,420,29,1.0000,6,1.0000,7.00
1,1,421,167,2.0000,6,2.0000,20.00
1,1,421,160,1.0000,6,1.0000,4.00
1,1,421,193,2.0000,6,2.0000,0.00
1,1,422,2,2.0000,6,2.0000,20.00
1,1,422,27,1.0000,6,1.0000,5.00
1,1,422,51,4.0000,6,4.0000,36.00
1,1,423,167,2.0000,6,2.0000,18.00
1,1,423,160,1.0000,6,1.0000,3.00
1,1,423,41,1.0000,6,1.0000,1.00
1,1,423,142,1.0000,6,1.0000,4.00
1,1,423,143,1.0000,6,1.0000,5.00
1,1,423,136,1.0000,6,1.0000,1.00
1,1,423,122,2.0000,6,2.0000,10.00
1,1,424,7,1.0000,6,1.0000,14.00
1,1,194,164,3.0000,3,3.0000,12.00
1,1,425,3,4.0000,6,4.0000,43.00
1,1,425,4,4.0000,6,4.0000,12.00
1,1,425,29,1.0000,6,1.0000,6.00
1,1,425,51,4.0000,6,4.0000,32.00
1,1,426,167,2.0000,6,2.0000,16.00
1,1,426,160,1.0000,6,1.0000,2.00
1,1,426,141,1.0000,6,1.0000,3.00
1,1,426,41,1.0000,6,1.0000,0.00
1,1,426,145,1.0000,6,1.0000,5.00
1,1,427,130,1.0000,6,1.0000,2.00
1,1,427,178,1.0000,6,1.0000,0.00
1,1,73,179,2.0000,5,2.0000,0.00
1,1,10,130,1.0000,1,1.0000,0.00
1,1,11,46,1.0000,1,1.0000,0.00
1,1,11,136,1.0000,1,1.0000,0.00
1,1,12,10,1.0000,1,1.0000,0.00
1,1,195,192,2.0000,3,2.0000,3.00
1,1,195,164,3.0000,3,3.0000,9.00
1,1,195,117,4.0000,3,4.0000,6.00
1,1,195,136,1.0000,3,1.0000,-1.00
1,1,74,46,1.0000,5,1.0000,4.00
1,1,74,136,1.0000,5,1.0000,-1.00
1,1,75,10,1.0000,5,1.0000,0.00
1,1,76,179,2.0000,5,2.0000,21.00
1,1,76,130,1.0000,5,1.0000,1.00
1,1,196,176,2.0000,3,2.0000,7.00
1,1,196,187,1.0000,3,1.0000,50.00
1,1,196,181,5.0000,3,5.0000,44.00
1,1,428,195,2.0000,6,2.0000,15.00
1,1,428,2,2.0000,6,2.0000,18.00
1,1,429,167,2.0000,6,2.0000,14.00
1,1,429,160,1.0000,6,1.0000,1.00
1,1,429,122,2.0000,6,2.0000,14.00
1,1,429,142,1.0000,6,1.0000,3.00
1,1,430,179,1.0000,6,1.0000,21.00
1,1,431,3,2.0000,6,2.0000,41.00
1,1,431,2,2.0000,6,2.0000,16.00
1,1,431,51,10.0000,6,10.0000,22.00
1,1,431,186,6.0000,6,6.0000,3.00
1,1,431,29,1.0000,6,1.0000,5.00
1,1,432,167,3.0000,6,3.0000,11.00
1,1,432,160,1.0000,6,1.0000,0.00
1,1,432,193,1.0000,6,1.0000,2.00
1,1,433,2,4.0000,6,4.0000,12.00
1,1,433,3,4.0000,6,4.0000,37.00
1,1,433,195,2.0000,6,2.0000,13.00
1,1,433,51,5.0000,6,5.0000,17.00
1,1,434,120,1.0000,6,1.0000,29.00
1,1,434,167,2.0000,6,2.0000,9.00
1,1,434,45,1.0000,6,1.0000,3.00
1,1,434,151,1.0000,6,1.0000,0.00
1,1,434,118,1.0000,6,1.0000,5.00
1,1,435,7,1.0000,6,1.0000,13.00
1,1,436,3,2.0000,6,2.0000,0.00
1,1,436,27,2.0000,6,2.0000,0.00
1,1,436,161,4.0000,6,4.0000,0.00
1,1,437,167,2.0000,6,2.0000,0.00
1,1,437,52,1.0000,6,1.0000,0.00
1,1,437,122,3.0000,6,3.0000,0.00
1,1,437,143,1.0000,6,1.0000,0.00
1,1,437,141,1.0000,6,1.0000,0.00
1,1,1,117,5.0000,2,5.0000,0.00
1,1,1,164,4.0000,2,4.0000,0.00
1,1,1,192,2.0000,2,2.0000,0.00
1,1,1,42,1.0000,2,1.0000,0.00
1,1,197,181,8.0000,3,8.0000,0.00
1,1,197,179,1.0000,3,1.0000,0.00
1,1,197,187,2.0000,3,2.0000,0.00
1,1,197,115,10.0000,3,10.0000,0.00
1,1,197,176,1.0000,3,1.0000,0.00
1,1,198,117,5.0000,3,5.0000,0.00
1,1,198,192,2.0000,3,2.0000,0.00
1,1,198,42,1.0000,3,1.0000,0.00
1,1,198,164,4.0000,3,4.0000,0.00
1,1,199,117,5.0000,3,5.0000,1.00
1,1,199,164,4.0000,3,4.0000,5.00
1,1,199,192,2.0000,3,2.0000,1.00
1,1,199,42,1.0000,3,1.0000,7.00
1,1,199,122,2.0000,3,2.0000,8.00
1,1,438,3,2.0000,6,2.0000,35.00
1,1,438,51,4.0000,6,4.0000,13.00
1,1,438,27,2.0000,6,2.0000,3.00
1,1,438,161,4.0000,6,4.0000,44.00
1,1,200,115,10.0000,3,10.0000,25.00
1,1,200,181,8.0000,3,8.0000,36.00
1,1,200,187,1.0000,3,1.0000,36.00
1,1,200,176,1.0000,3,1.0000,6.00
1,1,200,201,1.0000,3,1.0000,5.00
1,1,77,202,1.0000,5,1.0000,0.00
1,1,439,167,2.0000,6,2.0000,7.00
1,1,439,52,1.0000,6,1.0000,3.00
1,1,439,122,3.0000,6,3.0000,8.00
1,1,439,143,1.0000,6,1.0000,4.00
1,1,439,140,1.0000,6,1.0000,0.00
1,1,440,141,1.0000,6,1.0000,2.00
1,1,3,37,10.0000,7,10.0000,29.00
1,1,3,70,3.0000,7,3.0000,1.00
1,1,3,126,5.0000,7,5.0000,10.00
1,1,3,135,2.0000,7,2.0000,9.00
1,1,3,148,4.0000,7,4.0000,0.00
1,1,4,40,1.0000,7,1.0000,4.00
1,1,4,42,1.0000,7,1.0000,7.00
1,1,4,43,1.0000,7,1.0000,1.00
1,1,4,45,1.0000,7,1.0000,2.00
1,1,4,122,1.0000,7,1.0000,8.00
1,1,4,142,1.0000,7,1.0000,2.00
1,1,5,187,13.0000,7,13.0000,36.00
1,1,441,195,4.0000,6,4.0000,9.00
1,1,441,4,4.0000,6,4.0000,8.00
1,1,441,51,6.0000,6,6.0000,7.00
1,1,442,167,3.0000,6,3.0000,4.00
1,1,442,191,1.0000,6,1.0000,1.00
1,1,442,122,1.0000,6,1.0000,7.00
1,1,442,165,1.0000,6,1.0000,0.00
1,1,78,172,500.0000,5,500.0000,1000.00
1,1,443,2,2.0000,6,2.0000,10.00
1,1,443,3,2.0000,6,2.0000,33.00
1,1,443,161,8.0000,6,8.0000,36.00
1,1,444,167,2.0000,6,2.0000,2.00
1,1,444,142,1.0000,6,1.0000,1.00
1,1,444,193,1.0000,6,1.0000,1.00
1,1,445,130,1.0000,6,1.0000,0.00
1,1,79,46,1.0000,5,1.0000,3.00
1,1,201,164,4.0000,3,4.0000,1.00
1,1,201,192,1.0000,3,1.0000,0.00
1,1,201,122,2.0000,3,2.0000,5.00
1,1,202,201,1.0000,3,1.0000,4.00
1,1,446,3,6.0000,6,6.0000,27.00
1,1,446,2,6.0000,6,6.0000,4.00
1,1,446,29,1.0000,6,1.0000,4.00
1,1,446,51,7.0000,6,7.0000,0.00
1,1,447,141,1.0000,6,1.0000,1.00
1,1,447,41,1.0000,6,1.0000,0.00
1,1,447,167,2.0000,6,2.0000,0.00
1,1,447,122,2.0000,6,2.0000,1.00
1,1,448,7,1.0000,6,1.0000,12.00
1,1,203,117,1.0000,3,1.0000,0.00
1,1,203,164,1.0000,3,1.0000,0.00
1,1,203,42,1.0000,3,1.0000,6.00
1,1,203,122,2.0000,3,2.0000,1.00
1,1,204,176,1.0000,3,1.0000,5.00
1,1,204,187,1.0000,3,1.0000,35.00
1,1,204,200,1.0000,3,1.0000,14.00
1,1,449,2,4.0000,6,4.0000,50.00
1,1,449,195,4.0000,6,4.0000,5.00
1,1,449,4,4.0000,6,4.0000,14.00
1,1,449,51,5.0000,6,5.0000,53.00
1,1,450,41,1.0000,6,1.0000,4.00
1,1,450,145,1.0000,6,1.0000,4.00
1,1,450,142,1.0000,6,1.0000,2.00
1,1,450,160,2.0000,6,2.0000,10.00
1,1,450,188,1.0000,6,1.0000,1.00
1,1,205,117,5.0000,3,5.0000,25.00
1,1,205,164,4.0000,3,4.0000,12.00
1,1,205,136,1.0000,3,1.0000,0.00
1,1,205,192,1.0000,3,1.0000,7.00
1,1,451,3,6.0000,6,6.0000,71.00
1,1,451,51,7.0000,6,7.0000,46.00
1,1,451,204,1.0000,6,1.0000,9.00
1,1,451,27,1.0000,6,1.0000,2.00
1,1,451,2,2.0000,6,2.0000,48.00
1,1,452,167,4.0000,6,4.0000,20.00
1,1,452,160,1.0000,6,1.0000,9.00
1,1,452,42,1.0000,6,1.0000,5.00
1,1,452,122,1.0000,6,1.0000,0.00
1,1,452,52,1.0000,6,1.0000,2.00
1,1,452,120,1.0000,6,1.0000,28.00
1,1,452,41,1.0000,6,1.0000,3.00
1,1,452,138,1.0000,6,1.0000,0.00
1,1,453,199,1.0000,6,1.0000,1.00
1,1,80,197,150.0000,5,150.0000,0.00
1,1,81,46,1.0000,5,1.0000,2.00
1,1,82,179,2.0000,5,2.0000,19.00
1,1,83,203,2.0000,5,2.0000,0.00
1,1,454,2,2.0000,6,2.0000,46.00
1,1,454,29,1.0000,6,1.0000,3.00
1,1,454,51,4.0000,6,4.0000,42.00
1,1,454,204,9.0000,6,9.0000,0.00
1,1,455,141,1.0000,6,1.0000,0.00
1,1,455,167,2.0000,6,2.0000,18.00
1,1,455,160,1.0000,6,1.0000,8.00
1,1,206,117,4.0000,3,4.0000,21.00
1,1,206,164,4.0000,3,4.0000,8.00
1,1,206,192,1.0000,3,1.0000,6.00
1,1,207,176,1.0000,3,1.0000,4.00
1,1,456,3,6.0000,6,6.0000,65.00
1,1,456,186,4.0000,6,4.0000,6.00
1,1,456,171,1.0000,6,1.0000,0.00
1,1,457,142,1.0000,6,1.0000,1.00
1,1,457,167,2.0000,6,2.0000,16.00
1,1,457,160,1.0000,6,1.0000,7.00
1,1,457,45,1.0000,6,1.0000,1.00
1,1,458,7,1.0000,6,1.0000,11.00
1,1,84,170,50.0000,5,50.0000,50.00
1,1,208,187,1.0000,3,1.0000,34.00
1,1,208,176,1.0000,3,1.0000,3.00
1,1,208,198,1.0000,3,1.0000,8.00
1,1,209,164,4.0000,3,4.0000,4.00
1,1,209,117,3.0000,3,3.0000,18.00
1,1,209,160,2.0000,3,2.0000,3.00
1,1,85,46,1.0000,5,1.0000,1.00
1,1,459,2,4.0000,6,4.0000,42.00
1,1,459,3,4.0000,6,4.0000,61.00
1,1,459,195,4.0000,6,4.0000,1.00
1,1,459,51,8.0000,6,8.0000,34.00
1,1,459,29,1.0000,6,1.0000,2.00
1,1,459,27,1.0000,6,1.0000,1.00
1,1,459,161,4.0000,6,4.0000,32.00
1,1,459,6,5.0000,6,5.0000,8.00
1,1,459,47,2.0000,6,2.0000,1.00
1,1,460,167,2.0000,6,2.0000,14.00
1,1,460,160,2.0000,6,2.0000,3.00
1,1,460,52,1.0000,6,1.0000,1.00
1,1,460,68,1.0000,6,1.0000,30.00
1,1,460,41,2.0000,6,2.0000,1.00
1,1,460,193,1.0000,6,1.0000,2.00
1,1,13,7,1.0000,1,1.0000,0.00
1,1,6,49,5.0000,7,5.0000,3.00
1,1,461,4,4.0000,6,4.0000,10.00
1,1,462,160,1.0000,6,1.0000,2.00
1,1,462,167,1.0000,6,1.0000,13.00
1,1,462,143,1.0000,6,1.0000,3.00
1,1,463,7,1.0000,6,1.0000,20.00
1,1,210,117,4.0000,3,4.0000,14.00
1,1,210,192,1.0000,3,1.0000,13.00
1,1,464,2,4.0000,6,4.0000,38.00
1,1,464,3,4.0000,6,4.0000,57.00
1,1,464,4,4.0000,6,4.0000,6.00
1,1,464,29,1.0000,6,1.0000,1.00
1,1,464,27,1.0000,6,1.0000,0.00
1,1,464,161,4.0000,6,4.0000,28.00
1,1,465,143,1.0000,6,1.0000,2.00
1,1,465,41,1.0000,6,1.0000,5.00
1,1,465,160,2.0000,6,2.0000,12.00
1,1,465,167,2.0000,6,2.0000,11.00
1,1,465,142,1.0000,6,1.0000,4.00
1,1,465,52,1.0000,6,1.0000,4.00
1,1,465,136,1.0000,6,1.0000,1.00
1,1,465,122,3.0000,6,3.0000,3.00
1,1,466,7,1.0000,6,1.0000,19.00
1,1,466,130,1.0000,6,1.0000,1.00
1,1,86,170,50.0000,5,50.0000,0.00
1,1,86,46,1.0000,5,1.0000,0.00
1,1,211,187,1.0000,3,1.0000,33.00
1,1,211,176,1.0000,3,1.0000,12.00
1,1,87,130,2.0000,5,2.0000,1.00
1,1,212,136,1.0000,3,1.0000,1.00
1,1,212,117,2.0000,3,2.0000,12.00
1,1,467,195,1.0000,6,1.0000,0.00
1,1,467,3,4.0000,6,4.0000,53.00
1,1,467,51,6.0000,6,6.0000,28.00
1,1,467,186,4.0000,6,4.0000,2.00
1,1,468,167,2.0000,6,2.0000,9.00
1,1,468,160,1.0000,6,1.0000,11.00
1,1,468,143,1.0000,6,1.0000,1.00
1,1,468,41,1.0000,6,1.0000,4.00
1,1,468,145,1.0000,6,1.0000,3.00
1,1,468,191,1.0000,6,1.0000,0.00
1,1,468,205,1.0000,6,1.0000,1.00
1,1,468,122,1.0000,6,1.0000,2.00
1,1,469,17,6.0000,6,6.0000,0.00
1,1,469,37,6.0000,6,6.0000,23.00
1,1,470,167,2.0000,6,2.0000,4.00
1,1,470,160,2.0000,6,2.0000,6.00
1,1,470,205,1.0000,6,1.0000,0.00
1,1,470,126,2.0000,6,2.0000,6.00
1,1,471,7,1.0000,6,1.0000,18.00
1,1,472,2,4.0000,6,4.0000,34.00
1,1,472,3,4.0000,6,4.0000,49.00
1,1,472,4,4.0000,6,4.0000,2.00
1,1,472,29,1.0000,6,1.0000,0.00
1,1,473,160,3.0000,6,3.0000,4.00
1,1,473,167,3.0000,6,3.0000,1.00
1,1,473,142,1.0000,6,1.0000,3.00
1,1,473,126,2.0000,6,2.0000,6.00
1,1,473,120,1.0000,6,1.0000,27.00
1,1,473,41,1.0000,6,1.0000,1.00
1,1,473,122,2.0000,6,2.0000,0.00
1,1,213,164,4.0000,3,4.0000,32.00
1,1,213,192,2.0000,3,2.0000,11.00
1,1,214,201,1.0000,3,1.0000,3.00
1,1,214,176,1.0000,3,1.0000,11.00
1,1,474,2,4.0000,6,4.0000,30.00
1,1,474,3,4.0000,6,4.0000,45.00
1,1,474,4,4.0000,6,4.0000,18.00
1,1,474,161,4.0000,6,4.0000,24.00
1,1,475,167,3.0000,6,3.0000,1.00
1,1,475,160,2.0000,6,2.0000,4.00
1,1,475,143,1.0000,6,1.0000,0.00
1,1,475,41,2.0000,6,2.0000,1.00
1,1,475,136,1.0000,6,0.0000,2.00
1,1,475,42,1.0000,6,1.0000,4.00
1,1,475,52,1.0000,6,1.0000,3.00
1,1,476,179,1.0000,6,1.0000,22.00
1,1,215,192,2.0000,3,2.0000,9.00
1,1,215,136,1.0000,3,1.0000,2.00
1,1,215,164,2.0000,3,2.0000,30.00
1,1,88,46,1.0000,5,1.0000,2.00
1,1,89,172,500.0000,5,500.0000,500.00
1,1,216,164,2.0000,3,2.0000,28.00
1,1,216,192,1.0000,3,1.0000,8.00
1,1,216,117,1.0000,3,1.0000,11.00
1,1,477,3,4.0000,6,4.0000,41.00
1,1,477,4,4.0000,6,4.0000,14.00
1,1,477,51,20.0000,6,20.0000,58.00
1,1,477,186,2.0000,6,2.0000,0.00
1,1,477,168,8.0000,6,8.0000,4.00
1,1,477,22,1.0000,6,1.0000,4.00
1,1,478,160,1.0000,6,1.0000,3.00
1,1,478,167,1.0000,6,1.0000,0.00
1,1,479,7,1.0000,6,1.0000,17.00
1,1,217,176,1.0000,3,1.0000,10.00
1,1,217,187,2.0000,3,2.0000,31.00
1,1,217,179,1.0000,3,1.0000,21.00
1,1,217,206,1.0000,3,1.0000,3.00
1,1,480,2,4.0000,6,4.0000,26.00
1,1,480,161,8.0000,6,8.0000,16.00
1,1,481,136,1.0000,6,1.0000,1.00
1,1,481,160,1.0000,6,1.0000,2.00
1,1,218,117,2.0000,3,2.0000,9.00
1,1,482,3,4.0000,6,4.0000,37.00
1,1,482,51,5.0000,6,5.0000,53.00
1,1,482,12,1.0000,6,1.0000,0.00
1,1,483,167,1.0000,6,1.0000,23.00
1,1,483,122,2.0000,6,2.0000,5.00
1,1,483,151,1.0000,6,1.0000,0.00
1,1,484,130,1.0000,6,1.0000,0.00
1,1,219,117,2.0000,3,2.0000,7.00
1,1,219,122,4.0000,3,4.0000,5.00
1,1,219,164,2.0000,3,2.0000,26.00
1,1,219,42,1.0000,3,1.0000,4.00
1,1,220,187,1.0000,3,1.0000,30.00
1,1,220,176,1.0000,3,1.0000,9.00
1,1,221,117,2.0000,3,2.0000,5.00
1,1,222,176,2.0000,3,2.0000,7.00
1,1,485,2,4.0000,6,4.0000,22.00
1,1,485,51,8.0000,6,8.0000,45.00
1,1,485,69,1.0000,6,1.0000,0.00
1,1,486,167,2.0000,6,2.0000,21.00
1,1,486,160,2.0000,6,2.0000,0.00
1,1,486,41,1.0000,6,1.0000,4.00
1,1,486,120,1.0000,6,1.0000,26.00
1,1,486,52,1.0000,6,1.0000,2.00
1,1,486,193,1.0000,6,1.0000,1.00
1,1,487,7,1.0000,6,1.0000,16.00
1,1,223,117,2.0000,3,2.0000,0.00
1,1,223,164,3.0000,3,3.0000,0.00
1,1,223,200,1.0000,3,1.0000,0.00
1,1,223,201,1.0000,3,1.0000,0.00
1,1,224,164,3.0000,3,3.0000,23.00
1,1,225,200,1.0000,3,1.0000,13.00
1,1,225,201,1.0000,3,1.0000,2.00
1,1,488,2,1.0000,6,1.0000,21.00
1,1,488,3,4.0000,6,4.0000,33.00
1,1,488,168,10.0000,6,10.0000,14.00
1,1,488,51,5.0000,6,5.0000,40.00
1,1,489,41,1.0000,6,1.0000,3.00
1,1,489,167,1.0000,6,1.0000,20.00
1,1,489,122,2.0000,6,2.0000,3.00
1,1,489,139,1.0000,6,1.0000,1.00
1,1,226,117,2.0000,3,2.0000,3.00
1,1,227,179,1.0000,3,1.0000,20.00
1,1,490,2,7.0000,6,7.0000,14.00
1,1,490,3,4.0000,6,4.0000,29.00
1,1,490,4,4.0000,6,4.0000,30.00
1,1,490,161,4.0000,6,4.0000,12.00
1,1,490,51,4.0000,6,4.0000,36.00
1,1,491,167,2.0000,6,2.0000,18.00
1,1,491,142,1.0000,6,1.0000,2.00
1,1,491,145,1.0000,6,1.0000,2.00
1,1,228,117,2.0000,3,2.0000,1.00
1,1,228,164,3.0000,3,3.0000,20.00
1,1,228,109,1.0000,3,1.0000,5.00
1,1,492,2,4.0000,6,4.0000,10.00
1,1,492,3,4.0000,6,4.0000,25.00
1,1,492,51,5.0000,6,5.0000,31.00
1,1,492,29,1.0000,6,1.0000,3.00
1,1,492,161,4.0000,6,4.0000,8.00
1,1,493,167,1.0000,6,1.0000,17.00
1,1,493,141,1.0000,6,1.0000,3.00
1,1,493,122,2.0000,6,2.0000,5.00
1,1,493,136,1.0000,6,1.0000,3.00
1,1,493,41,1.0000,6,1.0000,6.00
1,1,493,191,2.0000,6,2.0000,0.00
1,1,493,45,1.0000,6,1.0000,0.00
1,1,494,7,1.0000,6,1.0000,15.00
1,1,494,179,1.0000,6,1.0000,19.00
1,1,90,46,2.0000,5,2.0000,0.00
1,1,90,136,1.0000,5,1.0000,2.00
1,1,90,42,1.0000,5,1.0000,3.00
1,1,91,170,1.0000,5,1.0000,49.00
1,1,91,211,2.0000,5,2.0000,98.00
1,1,495,51,5.0000,6,5.0000,26.00
1,1,229,117,1.0000,3,1.0000,0.00
1,1,496,209,2.0000,6,2.0000,3.00
1,1,496,167,2.0000,6,2.0000,15.00
1,1,496,142,1.0000,6,1.0000,1.00
1,1,497,2,4.0000,6,4.0000,6.00
1,1,497,4,4.0000,6,4.0000,26.00
1,1,497,51,18.0000,6,18.0000,8.00
1,1,497,29,1.0000,6,1.0000,2.00
1,1,498,167,2.0000,6,2.0000,13.00
1,1,498,42,1.0000,6,1.0000,2.00
1,1,498,41,1.0000,6,1.0000,5.00
1,1,499,7,1.0000,6,1.0000,14.00
1,1,230,122,4.0000,3,4.0000,1.00
1,1,230,164,3.0000,3,3.0000,17.00
1,1,230,109,2.0000,3,2.0000,3.00
1,1,92,40,1.0000,5,1.0000,3.00
1,1,93,40,1.0000,5,1.0000,0.00
1,1,94,170,19.0000,5,19.0000,30.00
1,1,94,211,48.0000,5,48.0000,50.00
1,1,231,176,1.0000,3,1.0000,6.00
1,1,500,3,2.0000,6,2.0000,23.00
1,1,500,2,4.0000,6,4.0000,2.00
1,1,500,51,5.0000,6,5.0000,3.00
1,1,14,167,3.0000,1,3.0000,0.00
1,1,14,122,1.0000,1,1.0000,0.00
1,1,14,41,1.0000,1,1.0000,0.00
1,1,14,149,1.0000,1,1.0000,0.00
1,1,501,2,2.0000,6,2.0000,0.00
1,1,501,3,4.0000,6,4.0000,19.00
1,1,501,4,4.0000,6,4.0000,22.00
1,1,501,161,8.0000,6,8.0000,0.00
1,1,501,9,1.0000,6,1.0000,1.00
1,1,501,51,12.0000,6,12.0000,16.00
1,1,501,29,1.0000,6,1.0000,1.00
1,1,502,167,4.0000,6,4.0000,9.00
1,1,502,160,4.0000,6,4.0000,8.00
1,1,502,42,1.0000,6,1.0000,1.00
1,1,502,41,2.0000,6,2.0000,3.00
1,1,502,122,1.0000,6,1.0000,0.00
1,1,502,141,1.0000,6,1.0000,2.00
1,1,502,142,1.0000,6,1.0000,2.00
1,1,502,149,1.0000,6,1.0000,8.00
1,1,502,52,1.0000,6,1.0000,1.00
1,1,503,7,1.0000,6,1.0000,13.00
1,1,503,179,1.0000,6,1.0000,17.00
1,1,503,130,1.0000,6,1.0000,2.00
1,1,232,117,6.0000,3,6.0000,34.00
1,1,232,192,3.0000,3,3.0000,5.00
1,1,232,164,4.0000,3,4.0000,13.00
1,1,233,207,1.0000,3,1.0000,1.00
1,1,233,176,3.0000,3,3.0000,3.00
1,1,233,214,1.0000,3,1.0000,0.00
1,1,233,179,1.0000,3,1.0000,17.00
1,1,95,214,1.0000,5,1.0000,0.00
1,1,95,211,20.0000,5,20.0000,130.00
1,1,96,46,1.0000,5,1.0000,0.00
1,1,97,212,100.0000,5,100.0000,100.00
1,1,234,136,1.0000,3,1.0000,2.00
1,1,15,201,1.0000,1,1.0000,0.00
1,1,504,3,5.0000,6,5.0000,14.00
1,1,504,51,6.0000,6,6.0000,10.00
1,1,504,47,1.0000,6,1.0000,0.00
1,1,504,37,6.0000,6,6.0000,17.00
1,1,504,58,6.0000,6,6.0000,6.00
1,1,505,192,1.0000,6,1.0000,4.00
1,1,505,167,4.0000,6,4.0000,5.00
1,1,505,188,1.0000,6,1.0000,1.00
1,1,505,150,1.0000,6,1.0000,6.00
1,1,505,145,1.0000,6,1.0000,1.00
1,1,505,136,1.0000,6,1.0000,2.00
1,1,506,31,2.0000,6,2.0000,2.00
1,1,506,33,2.0000,6,2.0000,2.00
1,1,506,49,2.0000,6,2.0000,1.00
1,1,506,50,1.0000,6,1.0000,0.00
1,1,506,39,2.0000,6,2.0000,1.00
1,1,506,53,1.0000,6,1.0000,0.00
1,1,506,21,2.0000,6,2.0000,0.00
1,1,506,25,2.0000,6,2.0000,7.00
1,1,506,55,1.0000,6,1.0000,0.00
1,1,506,56,1.0000,6,1.0000,0.00
1,1,506,23,2.0000,6,2.0000,5.00
1,1,506,134,2.0000,6,2.0000,3.00
1,1,506,14,2.0000,6,2.0000,9.00
1,1,506,51,5.0000,6,5.0000,5.00
1,1,507,167,2.0000,6,2.0000,3.00
1,1,507,160,2.0000,6,2.0000,6.00
