iiddocument,taxidemisor,tipo_doc,Talonario,NumFactura,documentno,tosend,fecha_emision,taxidreceptor
4150,9.10436E+11,1,1130705549,33813,001-002-000001086,Y,NULL,NULL
4151,9.10436E+11,1,1130705549,33813,001-002-000001086,Y,NULL,NULL
4152,9.10436E+11,1,1130705549,33813,001-002-000001086,N,31:19.6,1204365843
4153,9.10436E+11,1,1130705549,33814,001-002-000001087,Y,NULL,NULL
4154,9.10436E+11,1,1130705549,33814,001-002-000001087,Y,NULL,NULL
4155,9.10436E+11,1,1130705549,33814,001-002-000001087,N,43:05.2,915952063
4156,9.10436E+11,1,1130705549,33815,001-002-000001088,Y,NULL,NULL
4157,9.10436E+11,1,1130705549,33815,001-002-000001088,Y,NULL,NULL
4158,9.10436E+11,1,1130705549,33815,001-002-000001088,N,59:52.3,925716847
4159,9.09807E+11,1,1130503926,34981,001-002-000000771,N,26:38.5,921572921
4160,9.10436E+11,1,1130705549,33816,001-002-000001089,Y,NULL,NULL
4161,9.10436E+11,1,1130705549,33816,001-002-000001089,Y,NULL,NULL
4162,9.10436E+11,1,1130705549,33816,001-002-000001089,N,29:34.7,905089363
4163,9.10436E+11,1,1130705549,33817,001-002-000001090,Y,NULL,NULL
4164,9.10436E+11,1,1130705549,33817,001-002-000001090,Y,NULL,NULL
4165,9.10436E+11,1,1130705549,33817,001-002-000001090,N,35:31.5,102316122
4166,9.09807E+11,1,1130503926,34982,001-002-000000772,N,42:25.0,9.93366E+11
4167,9.09807E+11,1,1130503926,34983,001-002-000000773,N,40:54.3,930196803
4168,9.09807E+11,1,1130503926,34984,001-002-000000774,N,44:07.4,906026869
4169,9.09807E+11,1,1130503926,34985,001-002-000000775,N,46:04.2,909697500
4170,9.09807E+11,1,1130503926,34986,001-002-000000776,N,17:56.2,1309491494
4171,9.09807E+11,1,1130503926,34987,001-002-000000777,N,33:44.7,922079371
4172,9.09807E+11,1,1130503926,34988,001-002-000000778,N,38:31.5,903779312
4173,9.09807E+11,1,1130503926,34990,001-002-000000779,N,43:04.0,915348413
4174,9.09807E+11,1,1130503926,34991,001-002-000000780,N,44:54.0,1712311776
4175,9.09807E+11,1,1130503926,34992,001-002-000000781,N,46:17.0,907941892
4176,9.09807E+11,1,1130503926,34993,001-002-000000782,N,49:55.8,904294998
4177,9.10436E+11,1,1130705549,33818,001-002-000001091,Y,NULL,NULL
4178,9.10436E+11,1,1130705549,33818,001-002-000001091,Y,NULL,NULL
4179,9.10436E+11,1,1130705549,33818,001-002-000001091,N,22:22.7,919538900
4180,9.10436E+11,1,1130705549,33819,001-002-000001092,Y,NULL,NULL
4181,9.10436E+11,1,1130705549,33819,001-002-000001092,Y,NULL,NULL
4182,9.10436E+11,1,1130705549,33819,001-002-000001092,N,25:44.3,9.07928E+11
4183,9.10436E+11,1,1130705549,33820,001-002-000001093,Y,NULL,NULL
4184,9.10436E+11,1,1130705549,33820,001-002-000001093,Y,NULL,NULL
4185,9.10436E+11,1,1130705549,33820,001-002-000001093,N,55:07.1,901694950
4186,9.10436E+11,1,1130705549,33821,001-002-000001094,Y,NULL,NULL
4187,9.10436E+11,1,1130705549,33821,001-002-000001094,Y,NULL,NULL
4188,9.10436E+11,1,1130705549,33821,001-002-000001094,N,14:48.6,1708266406
4189,9.09807E+11,1,1130503926,34994,001-002-000000783,N,15:28.0,913929915
4190,9.09807E+11,1,1130503926,34995,001-002-000000784,N,49:24.9,918144023
4191,9.09807E+11,1,1130503926,34996,001-002-000000785,N,06:57.9,900857616
4192,9.09807E+11,1,1130503926,34997,001-002-000000786,N,28:19.3,993691147
4193,9.09807E+11,1,1130503926,34998,001-002-000000787,N,56:28.1,904154903
4194,9.09807E+11,1,1130503926,34999,001-002-000000788,N,16:39.9,916409121
4195,9.09807E+11,1,1130503926,35000,001-002-000000789,N,26:15.7,903257848
4196,9.10436E+11,1,1130705549,33823,001-002-000001095,Y,NULL,NULL
4197,9.10436E+11,1,1130705549,33823,001-002-000001095,Y,NULL,NULL
4198,9.10436E+11,1,1130705549,33823,001-002-000001095,N,03:41.2,904573227
4199,9.10436E+11,1,1130705549,33825,001-002-000001096,Y,NULL,NULL
4200,9.10436E+11,1,1130705549,33825,001-002-000001096,Y,NULL,NULL
4201,9.10436E+11,1,1130705549,33825,001-002-000001096,N,59:03.8,700201866
4202,9.09807E+11,1,1130503926,35001,001-002-000000790,N,01:00.4,907838122
4203,9.09807E+11,1,1130503926,35003,001-002-000000791,N,30:42.4,908885106
4204,9.09807E+11,1,1130503926,35004,001-002-000000792,N,40:08.1,900809187
4205,9.10436E+11,1,1130705549,33826,001-002-000001097,Y,NULL,NULL
4206,9.10436E+11,1,1130705549,33826,001-002-000001097,Y,NULL,NULL
4207,9.10436E+11,1,1130705549,33826,001-002-000001097,N,25:34.1,908498769
4208,9.09807E+11,1,1130503926,35005,001-002-000000793,N,35:31.0,903960912
4209,9.10436E+11,1,1130705549,33828,001-002-000001098,Y,NULL,NULL
4210,9.10436E+11,1,1130705549,33828,001-002-000001098,Y,NULL,NULL
4211,9.10436E+11,1,1130705549,33828,001-002-000001098,N,24:35.6,919948299
4212,9.09807E+11,1,1130503926,35007,001-002-000000794,N,58:32.7,900857616
4213,9.09807E+11,1,1130503926,35008,001-002-000000795,N,56:41.4,9.27466E+11
4214,9.10436E+11,1,1130705549,33829,001-002-000001099,Y,NULL,NULL
4215,9.10436E+11,1,1130705549,33829,001-002-000001099,Y,NULL,NULL
4216,9.10436E+11,1,1130705549,33829,001-002-000001099,N,38:06.9,1.30777E+12
4217,9.09807E+11,1,1130503926,35011,001-002-000000796,N,02:51.1,906568340
4218,9.10436E+11,1,1130705549,33830,001-002-000001100,Y,NULL,NULL
4219,9.10436E+11,1,1130705549,33830,001-002-000001100,Y,NULL,NULL
4220,9.10436E+11,1,1130705549,33830,001-002-000001100,N,20:41.1,905620787
4221,9.10436E+11,1,1130705549,33831,001-002-000001101,Y,NULL,NULL
4222,9.10436E+11,1,1130705549,33831,001-002-000001101,Y,NULL,NULL
4223,9.10436E+11,1,1130705549,33831,001-002-000001101,N,37:38.3,907803803
4224,9.09807E+11,1,1130503926,35012,001-002-000000797,N,51:55.1,906523154
4225,9.10436E+11,1,1130705549,33832,001-002-000001102,Y,NULL,NULL
4226,9.10436E+11,1,1130705549,33832,001-002-000001102,Y,NULL,NULL
4227,9.10436E+11,1,1130705549,33832,001-002-000001102,N,00:42.5,908498769
4228,9.10436E+11,1,1130705549,33833,001-002-000001103,Y,NULL,NULL
4229,9.10436E+11,1,1130705549,33833,001-002-000001103,Y,NULL,NULL
4230,9.10436E+11,1,1130705549,33833,001-002-000001103,N,16:43.3,920193216
4231,9.10436E+11,1,1130705549,33834,001-002-000001104,Y,NULL,NULL
4232,9.10436E+11,1,1130705549,33834,001-002-000001104,Y,NULL,NULL
4233,9.10436E+11,1,1130705549,33834,001-002-000001104,N,21:32.8,927723403
4234,9.10436E+11,1,1130705549,33835,001-002-000001105,Y,NULL,NULL
4235,9.10436E+11,1,1130705549,33835,001-002-000001105,Y,NULL,NULL
4236,9.10436E+11,1,1130705549,33835,001-002-000001105,N,18:30.2,920797511
4237,9.10436E+11,1,1130705549,33836,001-002-000001106,Y,NULL,NULL
4238,9.10436E+11,1,1130705549,33836,001-002-000001106,Y,NULL,NULL
4239,9.10436E+11,1,1130705549,33836,001-002-000001106,N,36:46.9,913930210
4240,9.09807E+11,1,1130503926,35013,001-002-000000798,N,09:41.0,915952063
4241,9.10436E+11,1,1130705549,33837,001-002-000001107,Y,NULL,NULL
4242,9.10436E+11,1,1130705549,33837,001-002-000001107,Y,NULL,NULL
4243,9.10436E+11,1,1130705549,33837,001-002-000001107,N,29:38.2,905086427
4244,9.09807E+11,1,1130503926,35014,001-002-000000799,N,53:21.9,1201177811
4245,9.10436E+11,1,1130705549,33838,001-002-000001108,Y,NULL,NULL
4246,9.10436E+11,1,1130705549,33838,001-002-000001108,Y,NULL,NULL
4247,9.10436E+11,1,1130705549,33838,001-002-000001108,N,31:37.6,1303976268
4248,9.09807E+11,1,1130503926,35015,001-002-000000800,N,40:35.5,903398642
4249,9.09807E+11,1,1130503926,35016,001-002-000000801,N,42:40.9,903398642
4250,9.10436E+11,1,1130705549,33839,001-002-000001109,Y,NULL,NULL
4251,9.10436E+11,1,1130705549,33839,001-002-000001109,Y,NULL,NULL
4252,9.10436E+11,1,1130705549,33839,001-002-000001109,N,06:47.3,913459715
4253,9.10436E+11,1,1130705549,33840,001-002-000001110,Y,NULL,NULL
4254,9.10436E+11,1,1130705549,33840,001-002-000001110,Y,NULL,NULL
4255,9.10436E+11,1,1130705549,33840,001-002-000001110,N,23:33.6,903398642
4256,9.09807E+11,1,1130503926,35018,001-002-000000802,N,25:23.8,1000576973
4257,9.09807E+11,1,1130503926,35019,001-002-000000803,N,02:02.5,914205513
4258,9.09807E+11,1,1130503926,35020,001-002-000000804,N,31:51.2,903398642
4259,9.10436E+11,1,1130705549,33842,001-002-000001111,Y,NULL,NULL
4260,9.10436E+11,1,1130705549,33842,001-002-000001111,Y,NULL,NULL
4261,9.10436E+11,1,1130705549,33842,001-002-000001111,N,14:39.3,9.20471E+11
4262,9.09807E+11,1,1130503926,35021,001-002-000000805,N,22:07.9,900715418
4263,9.09807E+11,1,1130503926,35022,001-002-000000806,N,42:14.7,911206167
4264,9.10436E+11,1,1130705549,33843,001-002-000001112,Y,NULL,NULL
4265,9.10436E+11,1,1130705549,33843,001-002-000001112,Y,NULL,NULL
4266,9.10436E+11,1,1130705549,33843,001-002-000001112,N,33:58.7,930100946
4267,9.10436E+11,1,1130705549,33844,001-002-000001113,Y,NULL,NULL
4268,9.10436E+11,1,1130705549,33844,001-002-000001113,Y,NULL,NULL
4269,9.10436E+11,1,1130705549,33844,001-002-000001113,N,38:24.0,903762854
4270,9.10436E+11,1,1130705549,33845,001-002-000001114,Y,NULL,NULL
4271,9.10436E+11,1,1130705549,33845,001-002-000001114,Y,NULL,NULL
4272,9.10436E+11,1,1130705549,33845,001-002-000001114,N,02:32.1,910055045
4273,9.10436E+11,1,1130705549,33846,001-002-000001115,Y,NULL,NULL
4274,9.10436E+11,1,1130705549,33846,001-002-000001115,Y,NULL,NULL
4275,9.10436E+11,1,1130705549,33846,001-002-000001115,N,16:17.9,911930915
4276,9.10436E+11,1,1130705549,33847,001-002-000001116,Y,NULL,NULL
4277,9.10436E+11,1,1130705549,33847,001-002-000001116,Y,NULL,NULL
4278,9.10436E+11,1,1130705549,33847,001-002-000001116,N,32:05.7,913905790
4279,9.09807E+11,1,1130503926,35024,001-002-000000807,N,49:57.3,903861367
4280,9.09807E+11,1,1130503926,35025,001-002-000000808,N,41:44.9,1801091263
4281,9.10436E+11,1,1130705549,33848,001-002-000001117,Y,NULL,NULL
4282,9.10436E+11,1,1130705549,33848,001-002-000001117,Y,NULL,NULL
4283,9.10436E+11,1,1130705549,33848,001-002-000001117,N,49:19.1,911237717
4284,9.10436E+11,1,1130705549,33849,001-002-000001118,Y,NULL,NULL
4285,9.10436E+11,1,1130705549,33849,001-002-000001118,Y,NULL,NULL
4286,9.10436E+11,1,1130705549,33849,001-002-000001118,N,57:58.7,919732701
4287,9.10436E+11,1,1130705549,33850,001-002-000001119,Y,NULL,NULL
4288,9.10436E+11,1,1130705549,33850,001-002-000001119,Y,NULL,NULL
4289,9.10436E+11,1,1130705549,33850,001-002-000001119,N,02:08.6,910021948
4290,9.09807E+11,1,1130503926,35026,001-002-000000809,N,11:20.8,910021948
4291,9.10436E+11,1,1130705549,33851,001-002-000001120,Y,NULL,NULL
4292,9.10436E+11,1,1130705549,33851,001-002-000001120,Y,NULL,NULL
4293,9.10436E+11,1,1130705549,33851,001-002-000001120,N,50:15.1,1002513156
4294,9.10436E+11,1,1130705549,33852,001-002-000001121,Y,NULL,NULL
4295,9.10436E+11,1,1130705549,33852,001-002-000001121,Y,NULL,NULL
4296,9.10436E+11,1,1130705549,33852,001-002-000001121,N,12:13.5,902966696
4297,9.10436E+11,1,1130705549,33853,001-002-000001122,Y,NULL,NULL
4298,9.10436E+11,1,1130705549,33853,001-002-000001122,Y,NULL,NULL
4299,9.10436E+11,1,1130705549,33853,001-002-000001122,N,38:38.6,918943937
4300,9.09807E+11,1,1130503926,35027,001-002-000000810,N,49:12.9,901780601
4301,9.09807E+11,1,1130503926,35028,001-002-000000811,N,55:36.4,903085165
4302,9.09807E+11,1,1130503926,35030,001-002-000000812,N,06:23.1,903398642
4303,9.10436E+11,1,1130705549,33854,001-002-000001123,Y,NULL,NULL
4304,9.10436E+11,1,1130705549,33854,001-002-000001123,Y,NULL,NULL
4305,9.10436E+11,1,1130705549,33854,001-002-000001123,N,16:04.7,1307887677
4306,9.09807E+11,1,1130503926,35031,001-002-000000813,N,18:26.7,905106803
4307,9.09807E+11,1,1130503926,35033,001-002-000000814,N,15:22.4,903861367
4308,9.09807E+11,1,1130503926,35034,001-002-000000815,N,18:51.4,1708266406
4309,9.10436E+11,1,1130705549,33856,001-002-000001124,Y,NULL,NULL
4310,9.10436E+11,1,1130705549,33856,001-002-000001124,Y,NULL,NULL
4311,9.10436E+11,1,1130705549,33856,001-002-000001124,N,27:39.5,916044795
4312,9.10436E+11,1,1130705549,33857,001-002-000001125,Y,NULL,NULL
4313,9.10436E+11,1,1130705549,33857,001-002-000001125,Y,NULL,NULL
4314,9.10436E+11,1,1130705549,33857,001-002-000001125,N,42:20.6,905058947
4315,9.10436E+11,1,1130705549,33858,001-002-000001126,Y,NULL,NULL
4316,9.10436E+11,1,1130705549,33858,001-002-000001126,Y,NULL,NULL
4317,9.10436E+11,1,1130705549,33858,001-002-000001126,N,49:28.3,1203985633
4318,9.10436E+11,1,1130705549,33859,001-002-000001127,Y,NULL,NULL
4319,9.10436E+11,1,1130705549,33859,001-002-000001127,Y,NULL,NULL
4320,9.10436E+11,1,1130705549,33859,001-002-000001127,N,56:21.6,908958762
4321,9.09807E+11,1,1130503926,35035,001-002-000000816,N,25:06.1,9.90543E+11
4322,9.10436E+11,1,1130705549,33860,001-002-000001128,Y,NULL,NULL
4323,9.10436E+11,1,1130705549,33860,001-002-000001128,Y,NULL,NULL
4324,9.10436E+11,1,1130705549,33860,001-002-000001128,N,28:39.2,907463673
4325,9.09807E+11,1,1130503926,35036,001-002-000000817,N,36:56.5,923475917
4326,9.09807E+11,1,1130503926,35037,001-002-000000818,N,43:21.8,910574300
4327,9.09807E+11,1,1130503926,35038,001-002-000000819,N,47:24.9,929693257
4328,9.10436E+11,1,1130705549,33861,001-002-000001129,Y,NULL,NULL
4329,9.10436E+11,1,1130705549,33861,001-002-000001129,Y,NULL,NULL
4330,9.10436E+11,1,1130705549,33861,001-002-000001129,N,23:13.8,9.03258E+11
4331,9.10436E+11,1,1130705549,33862,001-002-000001130,Y,NULL,NULL
4332,9.10436E+11,1,1130705549,33862,001-002-000001130,Y,NULL,NULL
4333,9.10436E+11,1,1130705549,33862,001-002-000001130,N,29:28.5,804153518
4334,9.10436E+11,1,1130705549,33863,001-002-000001131,Y,NULL,NULL
4335,9.10436E+11,1,1130705549,33863,001-002-000001131,Y,NULL,NULL
4336,9.10436E+11,1,1130705549,33863,001-002-000001131,N,33:52.9,927858506
4337,9.10436E+11,1,1130705549,33864,001-002-000001132,Y,NULL,NULL
4338,9.10436E+11,1,1130705549,33864,001-002-000001132,Y,NULL,NULL
4339,9.10436E+11,1,1130705549,33864,001-002-000001132,N,38:59.8,913439303
4340,9.09807E+11,1,1130503926,35039,001-002-000000820,N,57:30.1,918144023
4341,9.10436E+11,1,1130705549,33866,001-002-000001133,Y,NULL,NULL
4342,9.10436E+11,1,1130705549,33866,001-002-000001133,Y,NULL,NULL
4343,9.10436E+11,1,1130705549,33866,001-002-000001133,N,32:51.2,906580667
4344,9.09807E+11,1,1130503926,35040,001-002-000000821,N,02:33.1,9.27466E+11
4345,9.09807E+11,1,1130503926,35041,001-002-000000822,N,55:29.4,927370536
4346,9.09807E+11,1,1130503926,35042,001-002-000000823,N,30:48.9,900452384
4347,9.10436E+11,1,1130705549,33867,001-002-000001134,Y,NULL,NULL
4348,9.10436E+11,1,1130705549,33867,001-002-000001134,Y,NULL,NULL
4349,9.10436E+11,1,1130705549,33867,001-002-000001134,N,53:04.3,910834225
4350,9.10436E+11,1,1130705549,33868,001-002-000001135,Y,NULL,NULL
4351,9.10436E+11,1,1130705549,33868,001-002-000001135,Y,NULL,NULL
4352,9.10436E+11,1,1130705549,33868,001-002-000001135,N,57:39.3,914022058
4353,9.10436E+11,1,1130705549,33869,001-002-000001136,Y,NULL,NULL
4354,9.10436E+11,1,1130705549,33869,001-002-000001136,Y,NULL,NULL
4355,9.10436E+11,1,1130705549,33869,001-002-000001136,N,34:16.9,916044795
4356,9.09807E+11,1,1130503926,35043,001-002-000000824,N,27:07.9,908915127
4357,9.09807E+11,1,1130503926,35044,001-002-000000825,N,38:22.1,906523154
4358,9.10436E+11,1,1130705549,33870,001-002-000001137,Y,NULL,NULL
4359,9.10436E+11,1,1130705549,33870,001-002-000001137,Y,NULL,NULL
4360,9.10436E+11,1,1130705549,33870,001-002-000001137,N,20:08.5,1303197931
4361,9.10436E+11,1,1130705549,33871,001-002-000001138,Y,NULL,NULL
4362,9.10436E+11,1,1130705549,33871,001-002-000001138,Y,NULL,NULL
4363,9.10436E+11,1,1130705549,33871,001-002-000001138,N,46:10.6,965593718
4364,9.09807E+11,1,1130503926,35046,001-002-000000826,N,44:26.5,960383081
4365,9.09807E+11,1,1130503926,35047,001-002-000000827,N,08:29.3,908355266
4366,9.09807E+11,1,1130503926,35048,001-002-000000828,N,16:17.2,909256885
4367,9.10436E+11,1,1130705549,33872,001-002-000001139,Y,NULL,NULL
4368,9.10436E+11,1,1130705549,33872,001-002-000001139,Y,NULL,NULL
4369,9.10436E+11,1,1130705549,33872,001-002-000001139,N,46:47.3,151630993
4370,9.10436E+11,1,1130705549,33873,001-002-000001140,Y,NULL,NULL
4371,9.10436E+11,1,1130705549,33873,001-002-000001140,Y,NULL,NULL
4372,9.10436E+11,1,1130705549,33873,001-002-000001140,N,57:43.7,1200976684
4373,9.09807E+11,1,1130503926,35049,001-002-000000829,N,11:47.2,901932061
4374,9.10436E+11,1,1130705549,33874,001-002-000001141,Y,NULL,NULL
4375,9.10436E+11,1,1130705549,33874,001-002-000001141,Y,NULL,NULL
4376,9.10436E+11,1,1130705549,33874,001-002-000001141,N,40:26.5,903536183
4377,9.10436E+11,1,1130705549,33875,001-002-000001142,Y,NULL,NULL
4378,9.10436E+11,1,1130705549,33875,001-002-000001142,Y,NULL,NULL
4379,9.10436E+11,1,1130705549,33875,001-002-000001142,N,59:48.7,1303197931
4380,9.10436E+11,1,1130705549,33876,001-002-000001143,Y,NULL,NULL
4381,9.10436E+11,1,1130705549,33876,001-002-000001143,Y,NULL,NULL
4382,9.10436E+11,1,1130705549,33876,001-002-000001143,N,04:49.0,1308496346
4383,9.10436E+11,1,1130705549,33877,001-002-000001144,Y,NULL,NULL
4384,9.10436E+11,1,1130705549,33877,001-002-000001144,Y,NULL,NULL
4385,9.10436E+11,1,1130705549,33877,001-002-000001144,N,06:46.7,9.05066E+11
4386,9.09807E+11,1,1130503926,35051,001-002-000000830,N,10:38.0,910021948
4387,9.10436E+11,1,1130705549,33878,001-002-000001145,Y,NULL,NULL
4388,9.10436E+11,1,1130705549,33878,001-002-000001145,Y,NULL,NULL
4389,9.10436E+11,1,1130705549,33878,001-002-000001145,N,12:48.3,1307887677
4390,9.10436E+11,1,1130705549,33879,001-002-000001146,Y,NULL,NULL
4391,9.10436E+11,1,1130705549,33879,001-002-000001146,Y,NULL,NULL
4392,9.10436E+11,1,1130705549,33879,001-002-000001146,N,02:20.6,9.20471E+11
4393,9.09807E+11,1,1130503926,35052,001-002-000000831,N,06:44.1,905620787
4394,9.10436E+11,1,1130705549,33880,001-002-000001147,Y,NULL,NULL
4395,9.10436E+11,1,1130705549,33880,001-002-000001147,Y,NULL,NULL
4396,9.10436E+11,1,1130705549,33880,001-002-000001147,N,19:52.2,905059515
4397,9.10436E+11,1,1130705549,33881,001-002-000001148,Y,NULL,NULL
4398,9.10436E+11,1,1130705549,33881,001-002-000001148,Y,NULL,NULL
4399,9.10436E+11,1,1130705549,33881,001-002-000001148,N,48:22.0,3050729148
4400,9.09807E+11,1,1130503926,35053,001-002-000000832,N,49:32.5,923475917
4401,9.09807E+11,1,1130503926,35054,001-002-000000833,N,15:48.1,905636528
4402,9.09807E+11,1,1130503926,35055,001-002-000000834,N,22:44.6,903257848
4403,9.10436E+11,1,1130705549,33882,001-002-000001149,Y,NULL,NULL
4404,9.10436E+11,1,1130705549,33882,001-002-000001149,Y,NULL,NULL
4405,9.10436E+11,1,1130705549,33882,001-002-000001149,N,35:21.7,952753952
4406,9.09807E+11,1,1130503926,35056,001-002-000000835,N,07:15.1,913416111
4407,9.09807E+11,1,1130503926,35057,001-002-000000836,N,52:24.0,921013017
4408,9.10436E+11,1,1130705549,33883,001-002-000001150,Y,NULL,NULL
4409,9.10436E+11,1,1130705549,33883,001-002-000001150,Y,NULL,NULL
4410,9.10436E+11,1,1130705549,33883,001-002-000001150,N,17:36.0,1307208676
4411,9.09807E+11,1,1130503926,35058,001-002-000000837,N,50:52.6,905058947
4412,9.10436E+11,1,1130705549,33884,001-002-000001151,Y,NULL,NULL
4413,9.10436E+11,1,1130705549,33884,001-002-000001151,Y,NULL,NULL
4414,9.10436E+11,1,1130705549,33884,001-002-000001151,N,26:18.4,151630993
4415,9.09807E+11,1,1130503926,35060,001-002-000000838,N,43:08.0,927370536
4416,9.09807E+11,1,1130503926,35061,001-002-000000839,N,45:47.9,906648555
4417,9.10436E+11,1,1130705549,33885,001-002-000001152,Y,NULL,NULL
4418,9.10436E+11,1,1130705549,33885,001-002-000001152,Y,NULL,NULL
4419,9.10436E+11,1,1130705549,33885,001-002-000001152,N,50:44.7,912139557
4420,9.09807E+11,1,1130503926,35063,001-002-000000840,N,31:22.5,912139557
4421,9.09807E+11,1,1130503926,35064,001-002-000000841,N,48:35.4,909640047
4422,9.09807E+11,1,1130503926,35065,001-002-000000842,N,53:13.4,902992080
4423,9.09807E+11,1,1130503926,35066,001-002-000000843,N,25:28.3,904242468
4424,9.10436E+11,1,1130705549,33887,001-002-000001153,Y,NULL,NULL
4425,9.10436E+11,1,1130705549,33887,001-002-000001153,Y,NULL,NULL
4426,9.10436E+11,1,1130705549,33887,001-002-000001153,N,53:55.1,1307887677
4427,9.09807E+11,1,1130503926,35067,001-002-000000844,N,00:26.7,903398642
4428,9.09807E+11,1,1130503926,35068,001-002-000000845,N,01:31.1,700189384
4429,9.10436E+11,1,1130705549,33888,001-002-000001154,Y,NULL,NULL
4430,9.10436E+11,1,1130705549,33888,001-002-000001154,Y,NULL,NULL
4431,9.10436E+11,1,1130705549,33888,001-002-000001154,N,37:15.0,917589285
4432,9.10436E+11,1,1130705549,33889,001-002-000001155,Y,NULL,NULL
4433,9.10436E+11,1,1130705549,33889,001-002-000001155,Y,NULL,NULL
4434,9.10436E+11,1,1130705549,33889,001-002-000001155,N,23:19.6,1306549468
4435,9.10436E+11,1,1130705549,33890,001-002-000001156,Y,NULL,NULL
4436,9.10436E+11,1,1130705549,33890,001-002-000001156,Y,NULL,NULL
4437,9.10436E+11,1,1130705549,33890,001-002-000001156,N,27:41.5,915996557
4438,9.10436E+11,1,1130705549,33891,001-002-000001157,Y,NULL,NULL
4439,9.10436E+11,1,1130705549,33891,001-002-000001157,Y,NULL,NULL
4440,9.10436E+11,1,1130705549,33891,001-002-000001157,N,43:24.9,906674643
4441,9.09807E+11,1,1130503926,35069,001-002-000000846,N,46:34.3,902215466
4442,9.10436E+11,1,1130705549,33892,001-002-000001158,Y,NULL,NULL
4443,9.10436E+11,1,1130705549,33892,001-002-000001158,Y,NULL,NULL
4444,9.10436E+11,1,1130705549,33892,001-002-000001158,N,32:26.9,923394498
4445,9.10436E+11,1,1130705549,33893,001-002-000001159,Y,NULL,NULL
4446,9.10436E+11,1,1130705549,33893,001-002-000001159,Y,NULL,NULL
4447,9.10436E+11,1,1130705549,33893,001-002-000001159,N,38:40.7,914142310
4448,9.10436E+11,1,1130705549,33894,001-002-000001160,Y,NULL,NULL
4449,9.10436E+11,1,1130705549,33894,001-002-000001160,Y,NULL,NULL
4450,9.10436E+11,1,1130705549,33894,001-002-000001160,N,44:00.7,903762854
4451,9.09807E+11,1,1130503926,35070,001-002-000000847,N,10:37.8,913439303
4452,9.09807E+11,1,1130503926,35071,001-002-000000848,N,18:04.1,921519492
4453,9.09807E+11,1,1130503926,35072,001-002-000000849,N,26:44.0,903531309
4454,9.10436E+11,1,1130705549,33895,001-002-000001161,Y,NULL,NULL
4455,9.10436E+11,1,1130705549,33895,001-002-000001161,Y,NULL,NULL
4456,9.10436E+11,1,1130705549,33895,001-002-000001161,N,27:06.8,904184074
4457,9.09807E+11,1,1130503926,35073,001-002-000000850,N,43:49.8,918814765
4458,9.10436E+11,1,1130705549,33896,001-002-000001162,Y,NULL,NULL
4459,9.10436E+11,1,1130705549,33896,001-002-000001162,Y,NULL,NULL
4460,9.10436E+11,1,1130705549,33896,001-002-000001162,N,44:29.3,918845033
4461,9.10436E+11,1,1130705549,33897,001-002-000001163,Y,NULL,NULL
4462,9.10436E+11,1,1130705549,33897,001-002-000001163,Y,NULL,NULL
4463,9.10436E+11,1,1130705549,33897,001-002-000001163,N,47:19.8,912972304
4464,9.09807E+11,1,1130503926,35074,001-002-000000851,N,48:20.7,926260860
4465,9.10436E+11,1,1130705549,33898,001-002-000001164,Y,NULL,NULL
4466,9.10436E+11,1,1130705549,33898,001-002-000001164,Y,NULL,NULL
4467,9.10436E+11,1,1130705549,33898,001-002-000001164,N,53:30.5,9.92728E+11
4468,9.10436E+11,1,1130705549,33899,001-002-000001165,Y,NULL,NULL
4469,9.10436E+11,1,1130705549,33899,001-002-000001165,Y,NULL,NULL
4470,9.10436E+11,1,1130705549,33899,001-002-000001165,N,02:31.0,1711826212
4471,9.10436E+11,1,1130705549,33900,001-002-000001166,Y,NULL,NULL
4472,9.10436E+11,1,1130705549,33900,001-002-000001166,Y,NULL,NULL
4473,9.10436E+11,1,1130705549,33900,001-002-000001166,N,13:42.7,917609000
4474,9.09807E+11,1,1130503926,35075,001-002-000000852,N,29:37.2,905676920
4475,9.09807E+11,1,1130503926,35076,001-002-000000853,N,31:16.5,904317898
4476,9.09807E+11,1,1130503926,35077,001-002-000000854,N,48:00.2,1202096408
4477,9.09807E+11,1,1130503926,35078,001-002-000000855,N,07:55.1,905826327
4478,9.09807E+11,1,1130503926,35079,001-002-000000856,N,42:38.3,1103318174
4479,9.10436E+11,1,1130705549,33902,001-002-000001167,Y,NULL,NULL
4480,9.10436E+11,1,1130705549,33902,001-002-000001167,Y,NULL,NULL
4481,9.10436E+11,1,1130705549,33902,001-002-000001167,N,56:03.9,1.79082E+12
4482,9.09807E+11,1,1130503926,35080,001-002-000000857,N,50:56.5,905180857
4483,9.09807E+11,1,1130503926,35081,001-002-000000858,N,59:30.7,912139557
4484,9.09807E+11,1,1130503926,35082,001-002-000000859,N,34:37.2,910874536
4485,9.09807E+11,1,1130503926,35083,001-002-000000860,N,20:45.6,906648555
4486,9.10436E+11,1,1130705549,33904,001-002-000001168,Y,NULL,NULL
4487,9.10436E+11,1,1130705549,33904,001-002-000001168,Y,NULL,NULL
4488,9.10436E+11,1,1130705549,33904,001-002-000001168,N,34:08.8,930369814
4489,9.10436E+11,1,1130705549,33905,001-002-000001169,Y,NULL,NULL
4490,9.10436E+11,1,1130705549,33905,001-002-000001169,Y,NULL,NULL
4491,9.10436E+11,1,1130705549,33905,001-002-000001169,N,34:09.2,905453676
